"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Operational Delivery","Female","75","[c]","24000","22600"
"New entrant CS","2022","20-29","HM Land Registry","Operational Delivery","Male","40","[c]","24370","22600"
"New entrant CS","2022","20-29","HM Land Registry","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Operational Delivery","Female","3335","[c]","23900","23170"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Operational Delivery","Male","1640","[c]","24250","23140"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Psychology","Female","125","[c]","26190","27700"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Psychology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Security","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Unknown","Female","35","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Prison and Probation Service","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","60","[c]","32690","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","85","[c]","32220","33080"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Finance","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Legal","Female","35","[c]","30840","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Legal","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","845","[c]","22900","21250"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","645","[c]","23100","21250"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Tax","Female","575","[c]","26800","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Tax","Male","560","[c]","26990","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Female","300","[c]","27580","26590"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Male","265","[c]","27230","26590"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Policy","Female","65","[c]","29970","28500"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Policy","Male","70","[c]","30060","28500"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Digital, Data and Technology","Male","50","[c]","34900","31070"
"New entrant CS","2022","20-29","Home Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Operational Delivery","Female","410","[c]","24570","24880"
"New entrant CS","2022","20-29","Home Office","Operational Delivery","Male","315","[c]","24380","24880"
"New entrant CS","2022","20-29","Home Office","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Other","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Other","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Policy","Female","40","[c]","32870","28650"
"New entrant CS","2022","20-29","Home Office","Policy","Male","30","[c]","33480","30820"
"New entrant CS","2022","20-29","Home Office","Project Delivery","Female","35","[c]","33410","35050"
"New entrant CS","2022","20-29","Home Office","Project Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Social Research","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Social Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Statistics","Female","30","[c]","23760","22460"
"New entrant CS","2022","20-29","Home Office","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Science and Engineering","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","Female","30","[c]","21200","20970"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","Male","45","[c]","21070","17900"
"New entrant CS","2022","20-29","Met Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","Female","35","[c]","29250","26780"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","Male","30","[c]","28730","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","Female","45","[c]","23200","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","Female","105","[c]","23070","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","Male","55","[c]","21900","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Female","35","[c]","34460","33000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","Female","30","[c]","23780","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","Female","35","[c]","23380","23540"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","Male","150","[c]","24700","24540"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","Female","70","[c]","28120","28310"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","Male","35","[c]","29140","28310"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
