"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Cabinet Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for International Trade","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Food Standards Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs (excl. agencies)","Female","120","[c]","27880","26590"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs (excl. agencies)","Male","150","[c]","27290","26590"
"New entrant CS","2022","30-39","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Defence (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Health Security Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Companies House","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","130","[c]","25890","27570"
"New entrant CS","2022","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","95","[c]","25580","27570"
"New entrant CS","2022","30-39","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","90","[c]","28680","26590"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","120","[c]","29780","26590"
"New entrant CS","2022","30-39","Counter Fraud","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Department for Work and Pensions (excl. agencies)","Female","40","[c]","21500","21260"
"New entrant CS","2022","30-39","Debt","Department for Work and Pensions (excl. agencies)","Male","30","[c]","21770","21260"
"New entrant CS","2022","30-39","Debt","HM Revenue and Customs (excl. agencies)","Female","110","[c]","21490","21250"
"New entrant CS","2022","30-39","Debt","HM Revenue and Customs (excl. agencies)","Male","90","[c]","21540","21250"
"New entrant CS","2022","30-39","Debt","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","35","[c]","46980","49700"
"New entrant CS","2022","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","40","[c]","45320","40600"
"New entrant CS","2022","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Commercial Service","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Female","30","[c]","41600","43180"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Male","35","[c]","40220","36500"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","45","[c]","39440","37110"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for International Trade","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Female","40","[c]","38710","36820"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Male","75","[c]","42940","40240"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Land Registry","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Land Registry","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Female","35","[c]","33950","33080"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Male","60","[c]","37300","33370"
"New entrant CS","2022","30-39","Digital, Data & Technology","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Intellectual Property Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Met Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Met Office","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","National Crime Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","National Crime Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Submarine Delivery Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The National Archives","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Health Security Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Health Security Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
