"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Digital, Data and Technology","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","AA/AO","165","[c]","21820","21260"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","EO","110","[c]","27940","27570"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","SEO/HEO","35","[c]","36510","35750"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","Unknown","260","[c]","31370","28610"
"New entrant CS","2022","40-49","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Tax","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Tax","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Tax","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","SEO/HEO","35","[c]","34620","32000"
"New entrant CS","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","SEO/HEO","30","[c]","34470","34850"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","AA/AO","40","[c]","22650","21260"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","EO","55","[c]","27750","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","EO","35","[c]","26610","26350"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","G6/G7","120","[c]","55230","53830"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","SEO/HEO","140","[c]","37090","36500"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Economics","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","SEO/HEO","50","[c]","37640","37000"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","G6/G7","35","[c]","55300","54000"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","SEO/HEO","60","[c]","35770","35080"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Inspector of Education and Training","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Inspector of Education and Training","SEO/HEO","30","[c]","46990","46360"
"New entrant CS","2022","40-49","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","International Trade","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","G6/G7","90","[c]","54720","52080"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","AA/AO","1355","[c]","22160","21260"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","EO","745","[c]","27470","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","G6/G7","80","[c]","56270","53220"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","SEO/HEO","265","[c]","37120","35310"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","Unknown","845","[c]","32250","28200"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Other","AA/AO","90","[c]","20970","21170"
"New entrant CS","2022","40-49","Declared non-disabled","Other","EO","70","[c]","26330","26350"
"New entrant CS","2022","40-49","Declared non-disabled","Other","G6/G7","35","[c]","58560","54150"
"New entrant CS","2022","40-49","Declared non-disabled","Other","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Other","SEO/HEO","70","[c]","34570","33350"
"New entrant CS","2022","40-49","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","G6/G7","85","[c]","55200","52710"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","SEO/HEO","150","[c]","35890","35900"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","G6/G7","35","[c]","53940","53500"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","SEO/HEO","80","[c]","36190","36840"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Property","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Property","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Property","SEO/HEO","45","[c]","36830","35680"
"New entrant CS","2022","40-49","Declared non-disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","G6/G7","35","[c]","54800","53120"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","SEO/HEO","90","[c]","36600","36330"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Security","AA/AO","35","[c]","24870","24360"
"New entrant CS","2022","40-49","Declared non-disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Security","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Social Research","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Tax","AA/AO","55","[c]","21250","21250"
"New entrant CS","2022","40-49","Declared non-disabled","Tax","EO","90","[c]","27140","26590"
"New entrant CS","2022","40-49","Declared non-disabled","Tax","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Tax","SEO/HEO","65","[c]","33610","33080"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","AA/AO","130","[c]","22000","21260"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","EO","165","[c]","27350","27230"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","G6/G7","110","[c]","57930","57190"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","SEO/HEO","175","[c]","36490","35010"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
