"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","North West (England)","90","[c]","27350","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","Scotland","100","[c]","25970","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","South East (England)","25","[c]","28640","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","South West (England)","20","[c]","28290","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","Wales","25","[c]","28310","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Midlands (England)","55","[c]","27960","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","Yorkshire and The Humber","40","[c]","27790","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","North West (England)","20","[c]","28140","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Policy","London","10","[c]","55230","54070"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","10","[c]","32590","31990"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Commercial","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Commercial","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Communications","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Finance","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Policy","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Policy","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Unknown","10","[c]","38570","36430"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Operational Delivery","Unknown","20","[c]","28570","26470"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","North East (England)","10","[c]","24490","23980"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Estyn","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Forestry and Land Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Actuary's Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Legal Department","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Legal Department","Legal","London","10","[c]","59320","55450"
"Leaver Dept.","2022","40-49","Government Legal Department","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Legal Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Property Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Property Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Property Agency","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Property Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","East Midlands (England)","10","[c]","31910","23140"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","London","35","[c]","36370","28310"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","North West (England)","15","[c]","26510","21450"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","West Midlands (England)","20","[c]","24700","20970"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Operational Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","55","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","60","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","Policy","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","Commercial","East of England","[c]","[c]","[c]","[c]"
