"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Counter Fraud","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Debt","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","65","[c]","44470","38010"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","65","[c]","44440","41900"
"Leaver Dept.","2022","50-59","Declared non-disabled","Grants Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Human Resources","85","[c]","42430","37300"
"Leaver Dept.","2022","50-59","Declared non-disabled","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","1300","[c]","43580","35420"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","85","[c]","45360","38780"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Security","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","305","[c]","37380","29650"
"Leaver Dept.","2022","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","80","[c]","36710","28590"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","45","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Finance","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","725","[c]","54130","48860"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","105","[c]","37860","33900"
"Leaver Dept.","2022","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","No function","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","No function","240","[c]","49090","39030"
"Leaver Dept.","2022","60-64","Declared non-disabled","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","No function","195","[c]","57400","46000"
"Leaver Dept.","2022","60-64","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","No function","85","[c]","47440","33420"
"Leaver Dept.","2022","65+","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","No function","80","[c]","51230","38200"
"Leaver Dept.","2022","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","No function","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Analysis","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Debt","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Grants Management","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Legal","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","No function","335","[c]","21990","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","No function","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Digital, Data & Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","No function","230","[c]","21790","21250"
"New entrant CS","2022","16-19","Unknown","Project Delivery","45","[c]","17390","17140"
"New entrant CS","2022","16-19","Unknown","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","100","[c]","21670","21260"
"New entrant CS","2022","20-29","Declared disabled","Analysis","75","[c]","29340","30710"
"New entrant CS","2022","20-29","Declared disabled","Commercial","30","[c]","26690","26510"
"New entrant CS","2022","20-29","Declared disabled","Communications","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Counter Fraud","55","[c]","26000","25110"
"New entrant CS","2022","20-29","Declared disabled","Debt","30","[c]","21250","21250"
"New entrant CS","2022","20-29","Declared disabled","Digital, Data & Technology","75","[c]","30930","30300"
"New entrant CS","2022","20-29","Declared disabled","Finance","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Human Resources","65","[c]","26190","26560"
"New entrant CS","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Legal","50","[c]","26260","24180"
"New entrant CS","2022","20-29","Declared disabled","No function","1160","[c]","25770","24430"
"New entrant CS","2022","20-29","Declared disabled","Project Delivery","60","[c]","28430","27540"
"New entrant CS","2022","20-29","Declared disabled","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Unknown","155","[c]","26490","25630"
"New entrant CS","2022","20-29","Declared non-disabled","Analysis","625","[c]","30370","30710"
"New entrant CS","2022","20-29","Declared non-disabled","Commercial","165","[c]","29000","27150"
"New entrant CS","2022","20-29","Declared non-disabled","Communications","340","[c]","28550","26590"
"New entrant CS","2022","20-29","Declared non-disabled","Counter Fraud","410","[c]","26270","26590"
"New entrant CS","2022","20-29","Declared non-disabled","Debt","255","[c]","21500","21250"
"New entrant CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","570","[c]","30510","28030"
"New entrant CS","2022","20-29","Declared non-disabled","Finance","205","[c]","28840","26180"
"New entrant CS","2022","20-29","Declared non-disabled","Grants Management","205","[c]","21740","21300"
"New entrant CS","2022","20-29","Declared non-disabled","Human Resources","265","[c]","26310","25860"
"New entrant CS","2022","20-29","Declared non-disabled","Internal Audit","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared non-disabled","Legal","410","[c]","29160","26950"
"New entrant CS","2022","20-29","Declared non-disabled","No function","9610","[c]","26010","24430"
"New entrant CS","2022","20-29","Declared non-disabled","Project Delivery","415","[c]","28470","27500"
"New entrant CS","2022","20-29","Declared non-disabled","Property","160","[c]","27940","26030"
"New entrant CS","2022","20-29","Declared non-disabled","Security","125","[c]","26690","25140"
"New entrant CS","2022","20-29","Declared non-disabled","Unknown","1100","[c]","27230","27230"
"New entrant CS","2022","20-29","Undeclared","Analysis","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Digital, Data & Technology","35","[c]","31310","30350"
"New entrant CS","2022","20-29","Undeclared","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Legal","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","No function","440","[c]","27370","26870"
"New entrant CS","2022","20-29","Undeclared","Project Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Unknown","50","[c]","27460","27200"
"New entrant CS","2022","20-29","Unknown","Analysis","250","[c]","30750","30450"
"New entrant CS","2022","20-29","Unknown","Commercial","150","[c]","31850","27500"
"New entrant CS","2022","20-29","Unknown","Communications","355","[c]","28880","26590"
"New entrant CS","2022","20-29","Unknown","Counter Fraud","170","[c]","27310","26590"
"New entrant CS","2022","20-29","Unknown","Debt","155","[c]","21540","21250"
"New entrant CS","2022","20-29","Unknown","Digital, Data & Technology","365","[c]","31900","30210"
"New entrant CS","2022","20-29","Unknown","Finance","215","[c]","29380","28500"
"New entrant CS","2022","20-29","Unknown","Human Resources","190","[c]","28060","26590"
"New entrant CS","2022","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Legal","115","[c]","28590","25480"
"New entrant CS","2022","20-29","Unknown","No function","5840","[c]","25870","24250"
"New entrant CS","2022","20-29","Unknown","Project Delivery","175","[c]","28590","27130"
"New entrant CS","2022","20-29","Unknown","Property","190","[c]","27050","25000"
"New entrant CS","2022","20-29","Unknown","Security","185","[c]","25710","25000"
"New entrant CS","2022","20-29","Unknown","Unknown","2220","[c]","26460","24880"
"New entrant CS","2022","30-39","Declared disabled","Analysis","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Communications","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Counter Fraud","30","[c]","29350","26590"
"New entrant CS","2022","30-39","Declared disabled","Debt","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Digital, Data & Technology","60","[c]","36810","35900"
"New entrant CS","2022","30-39","Declared disabled","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Legal","30","[c]","42590","41750"
"New entrant CS","2022","30-39","Declared disabled","No function","705","[c]","27730","26310"
"New entrant CS","2022","30-39","Declared disabled","Project Delivery","30","[c]","32240","30210"
"New entrant CS","2022","30-39","Declared disabled","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Unknown","120","[c]","29090","27230"
"New entrant CS","2022","30-39","Declared non-disabled","Analysis","170","[c]","38480","35000"
"New entrant CS","2022","30-39","Declared non-disabled","Commercial","100","[c]","35960","34130"
"New entrant CS","2022","30-39","Declared non-disabled","Communications","235","[c]","31910","26590"
"New entrant CS","2022","30-39","Declared non-disabled","Counter Fraud","285","[c]","27240","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Debt","165","[c]","21520","21250"
"New entrant CS","2022","30-39","Declared non-disabled","Digital, Data & Technology","485","[c]","39610","37100"
"New entrant CS","2022","30-39","Declared non-disabled","Finance","145","[c]","35980","33080"
"New entrant CS","2022","30-39","Declared non-disabled","Grants Management","115","[c]","21610","21300"
"New entrant CS","2022","30-39","Declared non-disabled","Human Resources","200","[c]","33910","30450"
"New entrant CS","2022","30-39","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Legal","265","[c]","43480","48080"
"New entrant CS","2022","30-39","Declared non-disabled","No function","5635","[c]","29130","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Project Delivery","320","[c]","37500","36020"
"New entrant CS","2022","30-39","Declared non-disabled","Property","115","[c]","34690","32280"
"New entrant CS","2022","30-39","Declared non-disabled","Security","80","[c]","31250","27500"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","930","[c]","31900","27570"
"New entrant CS","2022","30-39","Undeclared","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Debt","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Digital, Data & Technology","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","No function","295","[c]","29140","27570"
"New entrant CS","2022","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Unknown","50","[c]","33160","31060"
"New entrant CS","2022","30-39","Unknown","Analysis","75","[c]","40690","38340"
"New entrant CS","2022","30-39","Unknown","Commercial","165","[c]","51950","44000"
"New entrant CS","2022","30-39","Unknown","Communications","165","[c]","32060","27270"
"New entrant CS","2022","30-39","Unknown","Counter Fraud","120","[c]","28620","26590"
"New entrant CS","2022","30-39","Unknown","Debt","85","[c]","22200","21250"
"New entrant CS","2022","30-39","Unknown","Digital, Data & Technology","295","[c]","39100","36500"
"New entrant CS","2022","30-39","Unknown","Finance","145","[c]","35170","33080"
"New entrant CS","2022","30-39","Unknown","Human Resources","95","[c]","36030","30730"
"New entrant CS","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Legal","50","[c]","40150","38550"
"New entrant CS","2022","30-39","Unknown","No function","3240","[c]","28670","26130"
"New entrant CS","2022","30-39","Unknown","Project Delivery","135","[c]","37110","38500"
"New entrant CS","2022","30-39","Unknown","Property","130","[c]","31650","26030"
"New entrant CS","2022","30-39","Unknown","Security","105","[c]","28720","25000"
"New entrant CS","2022","30-39","Unknown","Unknown","1415","[c]","31170","27230"
"New entrant CS","2022","40-49","Declared disabled","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Counter Fraud","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Debt","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Digital, Data & Technology","35","[c]","43140","41750"
"New entrant CS","2022","40-49","Declared disabled","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","No function","650","[c]","30680","27570"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","110","[c]","31660","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Analysis","80","[c]","41470","38070"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","70","[c]","37650","35450"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","100","[c]","34980","26590"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","180","[c]","27800","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Debt","95","[c]","21960","21250"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data & Technology","345","[c]","43220","40670"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","105","[c]","37540","35900"
"New entrant CS","2022","40-49","Declared non-disabled","Grants Management","80","[c]","21830","21300"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","175","[c]","37180","33000"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","140","[c]","47900","50500"
