"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Scottish Government","Unknown","45","[c]","31200","31540"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Legal","80","[c]","51090","50500"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office","Unknown","95","[c]","45540","40600"
"New entrant CS","2022","40-49","Declared non-disabled","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","40","[c]","31950","24250"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","40","[c]","44160","40050"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","60","[c]","42540","44060"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","135","[c]","23560","21300"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","105","[c]","42490","38750"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","35","[c]","42680","39600"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Operational Delivery","100","[c]","25510","26130"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Counter Fraud","100","[c]","26410","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","65","[c]","45310","42000"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Operational Delivery","915","[c]","26210","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Other","60","[c]","24710","21260"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Unknown","70","[c]","31630","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Medicine","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Operational Delivery","160","[c]","39020","36820"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Science and Engineering","65","[c]","37190","36330"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","30","[c]","42060","40180"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Legal","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Operational Delivery","270","[c]","24270","21250"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
