"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Heterosexual / straight","140","135","42570","39770"
"In post","2022","Unknown","Human Resources","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Undeclared","45","45","34320","32790"
"In post","2022","Unknown","Human Resources","London","Unknown","220","215","42790","37670"
"In post","2022","Unknown","Human Resources","Outside London","Heterosexual / straight","395","365","33180","30130"
"In post","2022","Unknown","Human Resources","Outside London","LGBO","30","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","Undeclared","55","50","33660","30840"
"In post","2022","Unknown","Human Resources","Outside London","Unknown","735","700","33080","29840"
"In post","2022","Unknown","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","London","Heterosexual / straight","265","255","44090","40170"
"In post","2022","Unknown","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Legal","London","Undeclared","35","35","49220","53620"
"In post","2022","Unknown","Legal","London","Unknown","640","600","53130","56630"
"In post","2022","Unknown","Legal","Outside London","Heterosexual / straight","710","685","38190","38000"
"In post","2022","Unknown","Legal","Outside London","LGBO","40","40","31650","25480"
"In post","2022","Unknown","Legal","Outside London","Undeclared","65","60","36590","28860"
"In post","2022","Unknown","Legal","Outside London","Unknown","600","550","42290","40520"
"In post","2022","Unknown","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","Heterosexual / straight","2370","2310","44710","40060"
"In post","2022","Unknown","No function","London","LGBO","230","230","43950","40230"
"In post","2022","Unknown","No function","London","Undeclared","755","735","48100","41030"
"In post","2022","Unknown","No function","London","Unknown","8065","7880","40280","33700"
"In post","2022","Unknown","No function","Outside London","Heterosexual / straight","7195","6685","33100","30950"
"In post","2022","Unknown","No function","Outside London","LGBO","470","460","31210","29010"
"In post","2022","Unknown","No function","Outside London","Undeclared","1020","945","37950","34140"
"In post","2022","Unknown","No function","Outside London","Unknown","27165","25320","27590","25050"
"In post","2022","Unknown","No function","Overseas","Heterosexual / straight","90","90","62040","59630"
"In post","2022","Unknown","No function","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Overseas","Unknown","170","170","53420","54080"
"In post","2022","Unknown","No function","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","Unknown","320","310","31730","29250"
"In post","2022","Unknown","Project Delivery","London","Heterosexual / straight","170","165","54110","51970"
"In post","2022","Unknown","Project Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","London","Unknown","850","825","51020","51500"
"In post","2022","Unknown","Project Delivery","Outside London","Heterosexual / straight","875","840","40250","38550"
"In post","2022","Unknown","Project Delivery","Outside London","LGBO","35","35","41580","39360"
"In post","2022","Unknown","Project Delivery","Outside London","Undeclared","160","155","40630","40000"
"In post","2022","Unknown","Project Delivery","Outside London","Unknown","1495","1440","37720","33930"
"In post","2022","Unknown","Project Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","Unknown","155","155","54620","55060"
"In post","2022","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","Heterosexual / straight","55","55","39240","40650"
"In post","2022","Unknown","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Property","London","Unknown","210","205","40470","36410"
"In post","2022","Unknown","Property","Outside London","Heterosexual / straight","365","355","34110","31900"
"In post","2022","Unknown","Property","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Property","Outside London","Undeclared","35","35","30340","31160"
"In post","2022","Unknown","Property","Outside London","Unknown","1120","1085","29890","26030"
"In post","2022","Unknown","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","London","Heterosexual / straight","110","110","36800","33950"
"In post","2022","Unknown","Security","London","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Security","London","Unknown","245","240","38300","35060"
"In post","2022","Unknown","Security","Outside London","Heterosexual / straight","650","635","31320","28890"
"In post","2022","Unknown","Security","Outside London","LGBO","30","30","30050","28210"
"In post","2022","Unknown","Security","Outside London","Undeclared","100","100","34290","39070"
"In post","2022","Unknown","Security","Outside London","Unknown","1040","1020","30180","26670"
"In post","2022","Unknown","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Heterosexual / straight","565","555","42380","37640"
"In post","2022","Unknown","Unknown","London","LGBO","50","50","47540","41950"
"In post","2022","Unknown","Unknown","London","Undeclared","110","110","44330","40650"
"In post","2022","Unknown","Unknown","London","Unknown","1910","1880","40300","35050"
"In post","2022","Unknown","Unknown","Outside London","Heterosexual / straight","3615","3465","36990","31470"
"In post","2022","Unknown","Unknown","Outside London","LGBO","230","225","34290","28720"
"In post","2022","Unknown","Unknown","Outside London","Undeclared","380","365","37110","33000"
"In post","2022","Unknown","Unknown","Outside London","Unknown","7080","6760","32610","27230"
"In post","2022","Unknown","Unknown","Overseas","Heterosexual / straight","175","170","47540","40620"
"In post","2022","Unknown","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","Unknown","205","205","45690","45120"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1790","1790","37630","34460"
"Leaver CS","2022","Declared disabled","Analysis","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
