"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","25","[c]","21450","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","125","[c]","24490","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","270","[c]","50550","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","20","[c]","78890","77060"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","585","[c]","33140","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","EO","150","[c]","26310","26250"
"New entrant CS","2022","Department for International Trade","London","G6/G7","45","[c]","57460","55000"
"New entrant CS","2022","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","SEO/HEO","185","[c]","34290","31800"
"New entrant CS","2022","Department for International Trade","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","G6/G7","20","[c]","52830","49240"
"New entrant CS","2022","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","SEO/HEO","20","[c]","31580","31710"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","15","[c]","22280","18200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","85","[c]","27900","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","55","[c]","55640","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","190","[c]","35350","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","20","[c]","21890","23320"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","50","[c]","24900","24830"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","50","[c]","50120","48200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","125","[c]","32320","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","AA/AO","15","[c]","22720","25730"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","EO","65","[c]","28690","29970"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","G6/G7","165","[c]","57680","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","SCS level","15","[c]","79420","75500"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","250","[c]","37640","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","EO","50","[c]","24980","26130"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","60","[c]","52860","48770"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","105","[c]","34790","36000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","210","[c]","25100","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","815","[c]","30830","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","35","[c]","61170","59000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","155","[c]","37290","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","4430","[c]","21440","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","EO","3995","[c]","27670","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","185","[c]","55130","54000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","345","[c]","35040","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","20","[c]","21250","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","EO","55","[c]","29270","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","10","[c]","36730","35220"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","AA/AO","15","[c]","23170","23170"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","EO","195","[c]","27400","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","95","[c]","56800","53360"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","SCS level","15","[c]","108380","108860"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","305","[c]","35600","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","EO","55","[c]","23810","23690"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","55","[c]","53210","49530"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","140","[c]","32260","28970"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","35","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","AA/AO","55","[c]","21050","21050"
"New entrant CS","2022","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","AA/AO","540","[c]","20270","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","EO","35","[c]","26270","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","35","[c]","34510","30730"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","AA/AO","35","[c]","20310","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","EO","35","[c]","29050","30130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","180","[c]","22300","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","345","[c]","26260","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","70","[c]","34770","30730"
"New entrant CS","2022","Education and Skills Funding Agency","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","10","[c]","33670","32940"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","35","[c]","25000","25000"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","20","[c]","52500","49860"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","100","[c]","33000","29360"
"New entrant CS","2022","Education Scotland","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","35","[c]","60450","65280"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","10","[c]","37680","39660"
"New entrant CS","2022","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","10","[c]","67050","66900"
"New entrant CS","2022","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","20","[c]","34970","32350"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","35","[c]","24720","24470"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","10","[c]","54030","51300"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","115","[c]","33940","32350"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","10","[c]","24610","25160"
"New entrant CS","2022","Food Standards Scotland","Outside London","EO","30","[c]","27510","27230"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","10","[c]","56740","53480"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","35","[c]","33580","31540"
"New entrant CS","2022","Government Actuary's Department","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","10","[c]","70310","69690"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","20","[c]","41570","41210"
"New entrant CS","2022","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","10","[c]","40980","43160"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SEO/HEO","10","[c]","38420","39200"
"New entrant CS","2022","Government Legal Department","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","EO","130","[c]","27450","26950"
"New entrant CS","2022","Government Legal Department","London","G6/G7","125","[c]","53020","50500"
"New entrant CS","2022","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","45","[c]","42940","43920"
"New entrant CS","2022","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","10","[c]","37110","35930"
"New entrant CS","2022","Government Property Agency","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","25","[c]","57520","56000"
"New entrant CS","2022","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","25","[c]","37800","37300"
"New entrant CS","2022","Health and Safety Executive","London","SEO/HEO","15","[c]","36460","36040"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","50","[c]","20650","20730"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","100","[c]","26430","26370"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","20","[c]","58510","56000"
"New entrant CS","2022","Health and Safety Executive","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","110","[c]","41090","39330"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","225","[c]","23370","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","80","[c]","28310","28310"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","10","[c]","56180","54270"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","120","[c]","37090","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","1150","[c]","20690","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","120","[c]","25030","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","20","[c]","54060","50430"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","155","[c]","32570","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","10","[c]","20640","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","25","[c]","30600","30600"
"New entrant CS","2022","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","15","[c]","38930","37290"
"New entrant CS","2022","HM Land Registry","Outside London","AA/AO","270","[c]","22500","22600"
"New entrant CS","2022","HM Land Registry","Outside London","EO","125","[c]","27170","27130"
"New entrant CS","2022","HM Land Registry","Outside London","G6/G7","10","[c]","57470","54550"
"New entrant CS","2022","HM Land Registry","Outside London","SEO/HEO","55","[c]","36860","38550"
"New entrant CS","2022","HM Prison and Probation Service","London","AA/AO","685","[c]","28540","30520"
"New entrant CS","2022","HM Prison and Probation Service","London","EO","40","[c]","27450","27070"
"New entrant CS","2022","HM Prison and Probation Service","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","London","SEO/HEO","70","[c]","37020","35250"
"New entrant CS","2022","HM Prison and Probation Service","London","Unknown","1070","[c]","34280","32090"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","AA/AO","5120","[c]","23350","23140"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","EO","155","[c]","25200","24620"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","SEO/HEO","260","[c]","32750","31920"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","Unknown","7515","[c]","27720","24800"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","AA/AO","25","[c]","22450","21560"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Unknown","240","[c]","31700","28200"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","AA/AO","50","[c]","25250","25330"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","EO","280","[c]","30730","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","55","[c]","60870","58600"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","320","[c]","38580","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","3750","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","EO","2005","[c]","26550","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","135","[c]","54930","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","1395","[c]","33970","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","AA/AO","40","[c]","22500","22750"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","EO","40","[c]","25230","26750"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","G6/G7","20","[c]","57850","57570"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","SEO/HEO","115","[c]","30450","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","EO","20","[c]","24930","24000"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","G6/G7","20","[c]","51170","49500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","SEO/HEO","30","[c]","29910","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","AA/AO","90","[c]","24030","24040"
"New entrant CS","2022","Home Office","London","EO","435","[c]","29350","28650"
"New entrant CS","2022","Home Office","London","G6/G7","85","[c]","62190","59930"
"New entrant CS","2022","Home Office","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","SEO/HEO","250","[c]","37750","35050"
"New entrant CS","2022","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","AA/AO","440","[c]","21480","21680"
"New entrant CS","2022","Home Office","Outside London","EO","1050","[c]","26380","24880"
"New entrant CS","2022","Home Office","Outside London","G6/G7","75","[c]","57330","56550"
"New entrant CS","2022","Home Office","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","SEO/HEO","125","[c]","34290","31440"
"New entrant CS","2022","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","20","[c]","50210","49960"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","30","[c]","35010","36570"
"New entrant CS","2022","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Outside London","AA/AO","90","[c]","21750","21810"
"New entrant CS","2022","Intellectual Property Office","Outside London","EO","75","[c]","26230","24030"
"New entrant CS","2022","Intellectual Property Office","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Outside London","SEO/HEO","50","[c]","39070","39910"
"New entrant CS","2022","Legal Aid Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Outside London","AA/AO","75","[c]","20970","20970"
"New entrant CS","2022","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","AA/AO","90","[c]","24920","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","EO","30","[c]","27410","26130"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","G6/G7","10","[c]","56410","53440"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","SEO/HEO","55","[c]","37990","38650"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","EO","15","[c]","27140","27140"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","20","[c]","34470","32640"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Outside London","AA/AO","80","[c]","18780","17900"
"New entrant CS","2022","Met Office","Outside London","EO","60","[c]","24620","24370"
"New entrant CS","2022","Met Office","Outside London","G6/G7","35","[c]","48920","45150"
"New entrant CS","2022","Met Office","Outside London","SEO/HEO","45","[c]","33990","31700"
"New entrant CS","2022","Met Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","AA/AO","50","[c]","25650","25640"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","EO","95","[c]","28770","28700"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","G6/G7","25","[c]","59770","58550"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","120","[c]","40610","41500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","AA/AO","1200","[c]","22320","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","EO","540","[c]","27100","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","G6/G7","120","[c]","63500","59770"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","SCS level","15","[c]","99330","90000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","615","[c]","36220","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","30","[c]","38110","37990"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
