"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Female","205","[c]","32460","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Male","85","[c]","33380","32870"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Female","45","[c]","38620","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Male","45","[c]","45880","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","35","[c]","33190","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","120","[c]","38400","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","145","[c]","41410","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","40","[c]","37290","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","70","[c]","35400","29930"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","665","[c]","37150","33390"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","495","[c]","37700","32780"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","40","[c]","38440","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Male","40","[c]","45560","43850"
"New entrant CS","2022","Department for International Trade","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Female","105","[c]","36520","31800"
"New entrant CS","2022","Department for International Trade","International Trade","Male","90","[c]","37190","31800"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Female","35","[c]","31810","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Female","205","[c]","35420","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Male","175","[c]","35090","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Policy","Female","75","[c]","45590","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Policy","Male","85","[c]","43520","38650"
"New entrant CS","2022","Department for Transport (excl. agencies)","Project Delivery","Female","35","[c]","48180","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","Project Delivery","Male","30","[c]","43960","43530"
"New entrant CS","2022","Department for Transport (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Science and Engineering","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Female","120","[c]","37890","30730"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Male","120","[c]","44170","42470"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Commercial","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","375","[c]","26010","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","275","[c]","26100","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","120","[c]","37170","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","240","[c]","41450","39000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Finance","Female","30","[c]","31250","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Finance","Male","45","[c]","32740","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","4130","[c]","25460","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","2850","[c]","25270","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Other","Female","365","[c]","23030","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Other","Male","285","[c]","22920","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Policy","Female","50","[c]","35290","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Policy","Male","40","[c]","35760","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","40","[c]","27900","26340"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Security","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","705","[c]","26170","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","535","[c]","27440","25110"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Commercial","Female","80","[c]","38630","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Commercial","Male","60","[c]","37350","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Communications","Female","80","[c]","38610","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Communications","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Female","35","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Finance","Female","95","[c]","34040","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Finance","Male","50","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Female","65","[c]","29950","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Male","35","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Medicine","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","105","[c]","36470","28970"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Policy","Female","100","[c]","35320","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Policy","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","Male","35","[c]","22980","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","30","[c]","31490","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Female","305","[c]","20330","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Male","260","[c]","20770","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","35","[c]","30930","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Delivery","Female","175","[c]","24680","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Delivery","Male","355","[c]","25930","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Finance","Female","40","[c]","35630","36500"
"New entrant CS","2022","Education and Skills Funding Agency","Finance","Male","40","[c]","36590","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Operational Delivery","Female","40","[c]","30530","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Policy","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","Female","35","[c]","49010","49860"
"New entrant CS","2022","Education Scotland","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Inspector of Education and Training","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
