"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","HEO","25","20","30900","30000"
"In post","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","SEO","30","30","39860","38500"
"In post","2022","Project Delivery","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6/G7","G6","20","15","66070","66150"
"In post","2022","Project Delivery","Medicine","G6/G7","G7","25","25","58040","55060"
"In post","2022","Project Delivery","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA/AO","AO","145","135","21760","21300"
"In post","2022","Project Delivery","Operational Delivery","EO","EO","310","290","26470","26820"
"In post","2022","Project Delivery","Operational Delivery","G6/G7","G6","85","80","66630","67370"
"In post","2022","Project Delivery","Operational Delivery","G6/G7","G7","270","265","51680","49860"
"In post","2022","Project Delivery","Operational Delivery","SCS level","SCS level","15","15","83330","75340"
"In post","2022","Project Delivery","Operational Delivery","SEO/HEO","HEO","420","400","33050","33150"
"In post","2022","Project Delivery","Operational Delivery","SEO/HEO","SEO","290","280","40410","40180"
"In post","2022","Project Delivery","Operational Delivery","Unknown","Unknown","320","305","33300","32710"
"In post","2022","Project Delivery","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","EO","EO","1010","950","21790","21030"
"In post","2022","Project Delivery","Other","G6/G7","G6","205","200","67640","66750"
"In post","2022","Project Delivery","Other","G6/G7","G7","355","345","50660","51500"
"In post","2022","Project Delivery","Other","SCS level","SCS level","90","90","92350","79720"
"In post","2022","Project Delivery","Other","SEO/HEO","HEO","970","915","28960","28720"
"In post","2022","Project Delivery","Other","SEO/HEO","SEO","755","740","38180","38250"
"In post","2022","Project Delivery","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","AA/AO","AO","10","10","24970","26400"
"In post","2022","Project Delivery","Policy","EO","EO","80","75","29170","28920"
"In post","2022","Project Delivery","Policy","G6/G7","G6","475","455","69440","69720"
"In post","2022","Project Delivery","Policy","G6/G7","G7","875","850","56040","55210"
"In post","2022","Project Delivery","Policy","SCS level","SCS level","70","65","85850","79930"
"In post","2022","Project Delivery","Policy","SEO/HEO","HEO","285","270","35570","35980"
"In post","2022","Project Delivery","Policy","SEO/HEO","SEO","360","340","41620","40950"
"In post","2022","Project Delivery","Policy","Unknown","Unknown","10","10","75240","47410"
"In post","2022","Project Delivery","Project Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AA/AO","AO","440","370","22090","21260"
"In post","2022","Project Delivery","Project Delivery","EO","EO","1125","1060","26810","26700"
"In post","2022","Project Delivery","Project Delivery","G6/G7","G6","995","975","67250","66900"
"In post","2022","Project Delivery","Project Delivery","G6/G7","G7","2750","2680","53830","54540"
"In post","2022","Project Delivery","Project Delivery","SCS level","SCS level","325","315","90450","84890"
"In post","2022","Project Delivery","Project Delivery","SEO/HEO","HEO","2965","2840","33070","33300"
"In post","2022","Project Delivery","Project Delivery","SEO/HEO","SEO","3860","3710","40670","40520"
"In post","2022","Project Delivery","Project Delivery","Unknown","Unknown","500","485","45020","41540"
"In post","2022","Project Delivery","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Property","G6/G7","G7","15","15","53040","54110"
"In post","2022","Project Delivery","Property","SEO/HEO","HEO","20","20","31070","30730"
"In post","2022","Project Delivery","Property","SEO/HEO","SEO","15","15","38720","39470"
"In post","2022","Project Delivery","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","EO","EO","545","540","23840","25750"
"In post","2022","Project Delivery","Science and Engineering","G6/G7","G6","75","75","68830","67230"
"In post","2022","Project Delivery","Science and Engineering","G6/G7","G7","345","335","54300","55060"
"In post","2022","Project Delivery","Science and Engineering","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SEO/HEO","HEO","775","760","32540","32720"
"In post","2022","Project Delivery","Science and Engineering","SEO/HEO","SEO","990","960","42440","42210"
"In post","2022","Project Delivery","Science and Engineering","Unknown","Unknown","780","770","41310","39860"
"In post","2022","Project Delivery","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6/G7","G6","10","10","62880","63000"
"In post","2022","Project Delivery","Security","G6/G7","G7","15","15","51290","53000"
"In post","2022","Project Delivery","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO/HEO","HEO","10","10","31500","31130"
"In post","2022","Project Delivery","Security","SEO/HEO","SEO","10","10","39790","41000"
"In post","2022","Project Delivery","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G6/G7","G7","30","25","53470","53710"
"In post","2022","Project Delivery","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AA/AO","AO","15","15","21300","21250"
"In post","2022","Project Delivery","Tax","EO","EO","175","155","28910","28920"
"In post","2022","Project Delivery","Tax","G6/G7","G6","15","15","68750","67910"
"In post","2022","Project Delivery","Tax","G6/G7","G7","30","30","57320","55210"
"In post","2022","Project Delivery","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO/HEO","HEO","345","320","34720","33370"
"In post","2022","Project Delivery","Tax","SEO/HEO","SEO","65","60","41460","40520"
"In post","2022","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","EO","35","35","27140","27500"
"In post","2022","Project Delivery","Unknown","G6/G7","G6","40","40","67380","65940"
"In post","2022","Project Delivery","Unknown","G6/G7","G7","80","80","56690","55210"
"In post","2022","Project Delivery","Unknown","SCS level","SCS level","65","65","112060","115000"
"In post","2022","Project Delivery","Unknown","SEO/HEO","HEO","90","90","34250","33370"
"In post","2022","Project Delivery","Unknown","SEO/HEO","SEO","45","45","41170","40520"
"In post","2022","Property","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","EO","EO","10","10","[c]","[c]"
"In post","2022","Property","Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Property","Finance","G6/G7","G7","15","15","55640","54700"
"In post","2022","Property","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO/HEO","HEO","10","10","33930","34260"
"In post","2022","Property","Finance","SEO/HEO","SEO","25","25","40760","40290"
"In post","2022","Property","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
