"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","AA/AO","20","[c]","21050","21050"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","SEO/HEO","15","[c]","38060","38650"
"New entrant CS","2022","40-49","Crown Prosecution Service","AA/AO","10","[c]","20450","20440"
"New entrant CS","2022","40-49","Crown Prosecution Service","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","G6/G7","55","[c]","52630","53050"
"New entrant CS","2022","40-49","Crown Prosecution Service","SEO/HEO","20","[c]","37670","38180"
"New entrant CS","2022","40-49","Defence Equipment and Support","EO","25","[c]","20820","20080"
"New entrant CS","2022","40-49","Defence Equipment and Support","G6/G7","20","[c]","58190","56000"
"New entrant CS","2022","40-49","Defence Equipment and Support","SEO/HEO","115","[c]","36390","36250"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","G6/G7","25","[c]","51880","47010"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","SEO/HEO","40","[c]","33170","33440"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","[c]","26550","27680"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","20","[c]","54500","53380"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","45","[c]","38190","36740"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","56370","53860"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","32910","34020"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","EO","10","[c]","25670","25000"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","G6/G7","40","[c]","54210","49860"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","SEO/HEO","60","[c]","34250","36500"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","25","[c]","26110","25120"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","130","[c]","53210","51950"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","20","[c]","81460","79420"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","145","[c]","34440","35900"
"New entrant CS","2022","40-49","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","G6/G7","15","[c]","55110","51710"
"New entrant CS","2022","40-49","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","SEO/HEO","15","[c]","34080","31800"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","[c]","26420","26330"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","35","[c]","53420","53130"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","40","[c]","33990","33210"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","EO","10","[c]","26170","26130"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","G6/G7","45","[c]","55710","54110"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","SCS level","10","[c]","80510","74790"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","SEO/HEO","35","[c]","37150","38650"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","680","[c]","21600","21260"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","900","[c]","28180","27570"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","75","[c]","55990","55000"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","100","[c]","36510","36000"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","EO","25","[c]","27180","27270"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","45","[c]","56120","53360"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","SEO/HEO","60","[c]","35990","36820"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","AA/AO","80","[c]","20810","21840"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","AA/AO","25","[c]","23580","21840"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","EO","90","[c]","26590","26130"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","SEO/HEO","15","[c]","35030","30730"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","G6/G7","10","[c]","52540","49860"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","SEO/HEO","15","[c]","34600","36500"
"New entrant CS","2022","40-49","Education Scotland","G6/G7","10","[c]","61070","65280"
"New entrant CS","2022","40-49","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","SEO/HEO","30","[c]","34790","33160"
"New entrant CS","2022","40-49","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","G6/G7","45","[c]","53680","50500"
"New entrant CS","2022","40-49","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Property Agency","G6/G7","15","[c]","56170","56000"
"New entrant CS","2022","40-49","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Property Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","SEO/HEO","40","[c]","45250","42140"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","AA/AO","160","[c]","21240","20970"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","EO","20","[c]","25720","25120"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","SEO/HEO","55","[c]","35430","34260"
"New entrant CS","2022","40-49","HM Land Registry","AA/AO","50","[c]","22670","22600"
"New entrant CS","2022","40-49","HM Land Registry","EO","25","[c]","27560","27130"
"New entrant CS","2022","40-49","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","SEO/HEO","20","[c]","38740","38550"
"New entrant CS","2022","40-49","HM Prison and Probation Service","AA/AO","720","[c]","23750","23140"
"New entrant CS","2022","40-49","HM Prison and Probation Service","EO","40","[c]","26240","24620"
"New entrant CS","2022","40-49","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Prison and Probation Service","SEO/HEO","60","[c]","37400","34330"
"New entrant CS","2022","40-49","HM Prison and Probation Service","Unknown","1840","[c]","31350","28200"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","AA/AO","495","[c]","21320","21250"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","EO","300","[c]","27140","26590"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","G6/G7","50","[c]","55770","52080"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","SEO/HEO","290","[c]","35140","33080"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","AA/AO","55","[c]","22060","21680"
"New entrant CS","2022","40-49","Home Office","EO","165","[c]","26040","24880"
"New entrant CS","2022","40-49","Home Office","G6/G7","55","[c]","60820","57470"
"New entrant CS","2022","40-49","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","SEO/HEO","55","[c]","37610","37450"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","AA/AO","10","[c]","21810","21810"
"New entrant CS","2022","40-49","Intellectual Property Office","EO","10","[c]","26180","24030"
"New entrant CS","2022","40-49","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","SEO/HEO","15","[c]","40740","39910"
"New entrant CS","2022","40-49","Legal Aid Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","AA/AO","20","[c]","25790","26840"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","SEO/HEO","15","[c]","38640","38650"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","G6/G7","20","[c]","49680","45150"
"New entrant CS","2022","40-49","Met Office","SEO/HEO","10","[c]","33430","31330"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","AA/AO","225","[c]","22580","21170"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","EO","125","[c]","27480","26350"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","G6/G7","45","[c]","65940","63500"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","SEO/HEO","180","[c]","37040","35000"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","EO","15","[c]","26900","26320"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","G6/G7","40","[c]","58640","58000"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","65","[c]","36540","36050"
"New entrant CS","2022","40-49","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","EO","35","[c]","32850","32770"
"New entrant CS","2022","40-49","National Crime Agency","G6/G7","15","[c]","65050","65380"
"New entrant CS","2022","40-49","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","SEO/HEO","25","[c]","43280","43630"
"New entrant CS","2022","40-49","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","35","[c]","70690","70500"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","35","[c]","46130","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","EO","25","[c]","26450","25000"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","G6/G7","30","[c]","60880","60000"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","40020","40000"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","37150","38000"
"New entrant CS","2022","40-49","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of the Public Guardian","AA/AO","25","[c]","20970","20970"
"New entrant CS","2022","40-49","Office of the Public Guardian","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectorate","G6/G7","10","[c]","41350","41020"
"New entrant CS","2022","40-49","Planning Inspectorate","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","G6/G7","25","[c]","60160","55930"
"New entrant CS","2022","40-49","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","SEO/HEO","20","[c]","36930","37640"
"New entrant CS","2022","40-49","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Revenue Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Royal Fleet Auxiliary","Unknown","10","[c]","22310","16190"
"New entrant CS","2022","40-49","Rural Payments Agency","AA/AO","75","[c]","21270","21300"
"New entrant CS","2022","40-49","Rural Payments Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Rural Payments Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","AA/AO","35","[c]","21640","22000"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","AA/AO","25","[c]","23860","24400"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","EO","25","[c]","27480","27230"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","G6/G7","70","[c]","57930","53480"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","SEO/HEO","130","[c]","37400","39660"
"New entrant CS","2022","40-49","Scottish Prison Service","AA/AO","40","[c]","22380","21640"
"New entrant CS","2022","40-49","Scottish Prison Service","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Public Pensions Agency","AA/AO","15","[c]","24400","24400"
"New entrant CS","2022","40-49","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Social Security Scotland","AA/AO","90","[c]","21800","21050"
"New entrant CS","2022","40-49","Social Security Scotland","EO","130","[c]","27490","27230"
"New entrant CS","2022","40-49","Social Security Scotland","G6/G7","10","[c]","56820","53860"
"New entrant CS","2022","40-49","Social Security Scotland","SEO/HEO","85","[c]","34280","31540"
"New entrant CS","2022","40-49","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Unknown","45","[c]","42140","44000"
"New entrant CS","2022","40-49","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","SEO/HEO","15","[c]","38030","37750"
"New entrant CS","2022","40-49","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Transport Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","G6/G7","10","[c]","67820","68660"
"New entrant CS","2022","40-49","UK Export Finance","SEO/HEO","15","[c]","44100","47000"
"New entrant CS","2022","40-49","UK Health Security Agency","AA/AO","30","[c]","21090","19880"
"New entrant CS","2022","40-49","UK Health Security Agency","EO","65","[c]","25360","25010"
"New entrant CS","2022","40-49","UK Health Security Agency","G6/G7","105","[c]","56550","53360"
"New entrant CS","2022","40-49","UK Health Security Agency","SCS level","25","[c]","101150","90890"
"New entrant CS","2022","40-49","UK Health Security Agency","SEO/HEO","185","[c]","35190","35610"
"New entrant CS","2022","40-49","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","AA/AO","45","[c]","19830","19860"
"New entrant CS","2022","40-49","UK Statistics Authority","EO","15","[c]","23880","23880"
"New entrant CS","2022","40-49","UK Statistics Authority","G6/G7","35","[c]","54330","51350"
"New entrant CS","2022","40-49","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","SEO/HEO","65","[c]","34530","36840"
"New entrant CS","2022","40-49","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","AA/AO","40","[c]","21840","21750"
"New entrant CS","2022","40-49","Valuation Office Agency","EO","20","[c]","25280","25000"
"New entrant CS","2022","40-49","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","SEO/HEO","20","[c]","39650","42500"
"New entrant CS","2022","40-49","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
