"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Finance","National Crime Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Savings and Investments","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Savings and Investments","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Registers of Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Registers of Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Registers of Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Serious Fraud Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Submarine Delivery Agency","Unknown","40","40","52370","45030"
"In post","2022","Declared non-disabled","Finance","The Insolvency Service","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The Insolvency Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The Insolvency Service","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Export Finance","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Export Finance","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Export Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Health Security Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Health Security Agency","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Health Security Agency","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Health Security Agency","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Space Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Valuation Office Agency","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Valuation Office Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Valuation Office Agency","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Rural Payments Agency","AA/AO","1170","1070","21280","21300"
"In post","2022","Declared non-disabled","Grants Management","Rural Payments Agency","EO","540","495","25420","25190"
"In post","2022","Declared non-disabled","Grants Management","Rural Payments Agency","G6/G7","55","55","51830","49370"
"In post","2022","Declared non-disabled","Grants Management","Rural Payments Agency","SCS level","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Rural Payments Agency","SEO/HEO","310","290","32530","31040"
"In post","2022","Declared non-disabled","Grants Management","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
