"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Department for International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for International Trade","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for International Trade","G7","20","[c]","53030","51710"
"New entrant CS","2022","30-39","Department for International Trade","HEO","20","[c]","31250","31800"
"New entrant CS","2022","30-39","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for International Trade","SEO","25","[c]","40660","40950"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","EO","20","[c]","26430","26050"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","G7","50","[c]","49320","48200"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","HEO","50","[c]","31930","32780"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","SEO","45","[c]","39370","39600"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for Transport","AA","40","[c]","18810","18310"
"New entrant CS","2022","30-39","Department for Transport","AO","150","[c]","22410","21840"
"New entrant CS","2022","30-39","Department for Transport","EO","110","[c]","26600","26130"
"New entrant CS","2022","30-39","Department for Transport","G6","30","[c]","64530","65440"
"New entrant CS","2022","30-39","Department for Transport","G7","80","[c]","53670","54110"
"New entrant CS","2022","30-39","Department for Transport","HEO","65","[c]","32360","30730"
"New entrant CS","2022","30-39","Department for Transport","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department for Transport","SEO","80","[c]","41110","42470"
"New entrant CS","2022","30-39","Department for Work and Pensions","AO","915","[c]","21550","21260"
"New entrant CS","2022","30-39","Department for Work and Pensions","EO","1400","[c]","28180","27570"
"New entrant CS","2022","30-39","Department for Work and Pensions","G6","10","[c]","66600","65820"
"New entrant CS","2022","30-39","Department for Work and Pensions","G7","70","[c]","54190","54000"
"New entrant CS","2022","30-39","Department for Work and Pensions","HEO","100","[c]","33300","31990"
"New entrant CS","2022","30-39","Department for Work and Pensions","SEO","85","[c]","40370","39330"
"New entrant CS","2022","30-39","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Department of Health and Social Care","AO","40","[c]","22560","23080"
"New entrant CS","2022","30-39","Department of Health and Social Care","EO","135","[c]","25610","25180"
"New entrant CS","2022","30-39","Department of Health and Social Care","G6","45","[c]","66930","66230"
"New entrant CS","2022","30-39","Department of Health and Social Care","G7","135","[c]","52130","52610"
"New entrant CS","2022","30-39","Department of Health and Social Care","HEO","250","[c]","31340","32330"
"New entrant CS","2022","30-39","Department of Health and Social Care","SCS level","25","[c]","84850","84560"
"New entrant CS","2022","30-39","Department of Health and Social Care","SEO","220","[c]","39310","40070"
"New entrant CS","2022","30-39","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Estyn","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Food Standards Agency","EO","15","[c]","24530","24470"
"New entrant CS","2022","30-39","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Food Standards Agency","HEO","20","[c]","30710","30350"
"New entrant CS","2022","30-39","Food Standards Agency","SEO","25","[c]","38320","37350"
"New entrant CS","2022","30-39","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","AO","60","[c]","22660","22600"
"New entrant CS","2022","30-39","HM Land Registry","EO","50","[c]","27450","27130"
"New entrant CS","2022","30-39","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","HEO","15","[c]","34900","33840"
"New entrant CS","2022","30-39","HM Land Registry","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Revenue and Customs","AO","1015","[c]","21340","21250"
"New entrant CS","2022","30-39","HM Revenue and Customs","EO","705","[c]","26970","26590"
"New entrant CS","2022","30-39","HM Revenue and Customs","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Revenue and Customs","G7","60","[c]","54590","52080"
"New entrant CS","2022","30-39","HM Revenue and Customs","HEO","535","[c]","33550","33080"
"New entrant CS","2022","30-39","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Revenue and Customs","SEO","95","[c]","41370","40180"
"New entrant CS","2022","30-39","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Treasury","EO","15","[c]","25430","24300"
"New entrant CS","2022","30-39","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Treasury","G7","20","[c]","54580","53000"
"New entrant CS","2022","30-39","HM Treasury","HEO","25","[c]","31720","32320"
"New entrant CS","2022","30-39","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Home Office","AA","10","[c]","18600","18240"
"New entrant CS","2022","30-39","Home Office","AO","80","[c]","22170","21680"
"New entrant CS","2022","30-39","Home Office","EO","325","[c]","25850","24880"
"New entrant CS","2022","30-39","Home Office","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Home Office","G7","45","[c]","57070","57430"
"New entrant CS","2022","30-39","Home Office","HEO","40","[c]","33620","35050"
"New entrant CS","2022","30-39","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Home Office","SEO","50","[c]","40790","41950"
"New entrant CS","2022","30-39","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Ministry of Defence","AA","100","[c]","21430","19810"
"New entrant CS","2022","30-39","Ministry of Defence","AO","220","[c]","22890","21170"
"New entrant CS","2022","30-39","Ministry of Defence","EO","190","[c]","25900","26350"
"New entrant CS","2022","30-39","Ministry of Defence","G6","20","[c]","72500","76260"
"New entrant CS","2022","30-39","Ministry of Defence","G7","65","[c]","53820","53500"
"New entrant CS","2022","30-39","Ministry of Defence","HEO","265","[c]","32390","33000"
"New entrant CS","2022","30-39","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Ministry of Defence","SEO","200","[c]","41400","40000"
"New entrant CS","2022","30-39","Ministry of Defence","Unknown","80","[c]","31100","31500"
"New entrant CS","2022","30-39","Ministry of Justice","AA","330","[c]","21230","20890"
"New entrant CS","2022","30-39","Ministry of Justice","AO","1410","[c]","24240","23140"
"New entrant CS","2022","30-39","Ministry of Justice","EO","115","[c]","25920","25120"
"New entrant CS","2022","30-39","Ministry of Justice","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Ministry of Justice","G7","45","[c]","55820","54270"
"New entrant CS","2022","30-39","Ministry of Justice","HEO","145","[c]","32060","31920"
"New entrant CS","2022","30-39","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Ministry of Justice","SEO","140","[c]","39420","41750"
"New entrant CS","2022","30-39","Ministry of Justice","Unknown","1860","[c]","27000","24800"
"New entrant CS","2022","30-39","National Crime Agency","AO","10","[c]","22480","21050"
"New entrant CS","2022","30-39","National Crime Agency","EO","75","[c]","32680","32770"
"New entrant CS","2022","30-39","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","National Crime Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","National Crime Agency","HEO","35","[c]","39240","40170"
"New entrant CS","2022","30-39","National Crime Agency","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","G7","15","[c]","68870","70500"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","SEO","30","[c]","46810","46360"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","AO","15","[c]","19560","19500"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","EO","40","[c]","25530","25380"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","G7","25","[c]","57060","55000"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","HEO","25","[c]","34420","34000"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","SEO","20","[c]","41030","42000"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Government","AA","185","[c]","21230","21050"
"New entrant CS","2022","30-39","Scottish Government","AO","255","[c]","22620","22000"
"New entrant CS","2022","30-39","Scottish Government","EO","320","[c]","27370","27230"
"New entrant CS","2022","30-39","Scottish Government","G6","20","[c]","67320","65280"
"New entrant CS","2022","30-39","Scottish Government","G7","80","[c]","52340","49860"
"New entrant CS","2022","30-39","Scottish Government","HEO","235","[c]","32000","31540"
"New entrant CS","2022","30-39","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Government","SEO","210","[c]","40620","39660"
"New entrant CS","2022","30-39","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","HEO","10","[c]","29520","29000"
"New entrant CS","2022","30-39","The National Archives","SEO","10","[c]","41390","43500"
"New entrant CS","2022","30-39","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","AA","20","[c]","19180","18830"
"New entrant CS","2022","30-39","UK Statistics Authority","AO","25","[c]","20140","19860"
"New entrant CS","2022","30-39","UK Statistics Authority","EO","25","[c]","23920","23880"
"New entrant CS","2022","30-39","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","G7","30","[c]","50830","50210"
"New entrant CS","2022","30-39","UK Statistics Authority","HEO","60","[c]","30640","30710"
"New entrant CS","2022","30-39","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","SEO","65","[c]","38130","38340"
"New entrant CS","2022","30-39","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Welsh Government","AO","25","[c]","21810","21300"
"New entrant CS","2022","30-39","Welsh Government","EO","15","[c]","26700","25860"
"New entrant CS","2022","30-39","Welsh Government","G7","10","[c]","51910","51380"
"New entrant CS","2022","30-39","Welsh Government","HEO","20","[c]","32050","31210"
"New entrant CS","2022","30-39","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Welsh Government","SEO","20","[c]","40480","40100"
"New entrant CS","2022","40-49","Attorney General's Departments","AO","10","[c]","20450","20440"
"New entrant CS","2022","40-49","Attorney General's Departments","EO","20","[c]","26760","26950"
"New entrant CS","2022","40-49","Attorney General's Departments","G6","10","[c]","64310","63730"
"New entrant CS","2022","40-49","Attorney General's Departments","G7","95","[c]","52130","50500"
"New entrant CS","2022","40-49","Attorney General's Departments","HEO","15","[c]","37240","38000"
"New entrant CS","2022","40-49","Attorney General's Departments","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office","EO","20","[c]","24840","23850"
"New entrant CS","2022","40-49","Cabinet Office","G6","35","[c]","71840","67690"
"New entrant CS","2022","40-49","Cabinet Office","G7","105","[c]","59240","57000"
"New entrant CS","2022","40-49","Cabinet Office","HEO","40","[c]","31640","32000"
"New entrant CS","2022","40-49","Cabinet Office","SCS level","20","[c]","108220","107500"
"New entrant CS","2022","40-49","Cabinet Office","SEO","30","[c]","39110","37810"
"New entrant CS","2022","40-49","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Chancellor's other departments","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","AO","30","[c]","20960","21130"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","EO","45","[c]","26060","24500"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","G6","10","[c]","65190","64900"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","G7","40","[c]","51300","51590"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","HEO","40","[c]","32720","33150"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","SEO","45","[c]","42380","40050"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","HEO","10","[c]","32910","34020"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education","EO","15","[c]","25530","25000"
"New entrant CS","2022","40-49","Department for Education","G6","15","[c]","63830","64180"
"New entrant CS","2022","40-49","Department for Education","G7","45","[c]","50480","49860"
"New entrant CS","2022","40-49","Department for Education","HEO","30","[c]","29950","29360"
"New entrant CS","2022","40-49","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education","SEO","50","[c]","37110","36500"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","AO","125","[c]","21510","21300"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","EO","60","[c]","25660","24920"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","G6","35","[c]","62300","61830"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","G7","100","[c]","50320","49320"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","HEO","80","[c]","30190","29180"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","SCS level","20","[c]","81460","79420"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","SEO","95","[c]","37880","36820"
"New entrant CS","2022","40-49","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","G7","10","[c]","52050","51710"
"New entrant CS","2022","40-49","Department for International Trade","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","EO","15","[c]","26430","26500"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","G7","40","[c]","48800","48200"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","HEO","30","[c]","31250","30190"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","SEO","20","[c]","39530","39600"
"New entrant CS","2022","40-49","Department for Transport","AA","25","[c]","18550","18310"
"New entrant CS","2022","40-49","Department for Transport","AO","100","[c]","23040","21840"
"New entrant CS","2022","40-49","Department for Transport","EO","100","[c]","26530","26130"
"New entrant CS","2022","40-49","Department for Transport","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport","G7","40","[c]","52820","52020"
"New entrant CS","2022","40-49","Department for Transport","HEO","30","[c]","32290","30730"
"New entrant CS","2022","40-49","Department for Transport","SCS level","10","[c]","80510","74790"
"New entrant CS","2022","40-49","Department for Transport","SEO","40","[c]","40500","38650"
"New entrant CS","2022","40-49","Department for Work and Pensions","AO","685","[c]","21590","21260"
"New entrant CS","2022","40-49","Department for Work and Pensions","EO","905","[c]","28170","27570"
"New entrant CS","2022","40-49","Department for Work and Pensions","G6","15","[c]","66320","64930"
"New entrant CS","2022","40-49","Department for Work and Pensions","G7","65","[c]","54150","55000"
"New entrant CS","2022","40-49","Department for Work and Pensions","HEO","55","[c]","33240","31990"
"New entrant CS","2022","40-49","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions","SEO","90","[c]","42590","39980"
"New entrant CS","2022","40-49","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care","AO","30","[c]","21190","19880"
"New entrant CS","2022","40-49","Department of Health and Social Care","EO","100","[c]","25720","25010"
"New entrant CS","2022","40-49","Department of Health and Social Care","G6","50","[c]","68420","65680"
"New entrant CS","2022","40-49","Department of Health and Social Care","G7","125","[c]","52040","52610"
"New entrant CS","2022","40-49","Department of Health and Social Care","HEO","140","[c]","32040","32320"
"New entrant CS","2022","40-49","Department of Health and Social Care","SCS level","35","[c]","100540","89320"
"New entrant CS","2022","40-49","Department of Health and Social Care","SEO","125","[c]","39140","39940"
"New entrant CS","2022","40-49","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Estyn","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Estyn","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","HEO","15","[c]","31330","30350"
"New entrant CS","2022","40-49","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","SEO","15","[c]","38760","37350"
"New entrant CS","2022","40-49","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","AO","50","[c]","22670","22600"
"New entrant CS","2022","40-49","HM Land Registry","EO","25","[c]","27560","27130"
"New entrant CS","2022","40-49","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","SEO","15","[c]","40450","38550"
"New entrant CS","2022","40-49","HM Revenue and Customs","AO","535","[c]","21360","21250"
"New entrant CS","2022","40-49","HM Revenue and Customs","EO","325","[c]","27010","26590"
"New entrant CS","2022","40-49","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs","G7","45","[c]","53990","52080"
"New entrant CS","2022","40-49","HM Revenue and Customs","HEO","240","[c]","33700","33080"
"New entrant CS","2022","40-49","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs","SEO","70","[c]","41360","40180"
"New entrant CS","2022","40-49","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","AO","55","[c]","22270","21680"
"New entrant CS","2022","40-49","Home Office","EO","165","[c]","26040","24880"
"New entrant CS","2022","40-49","Home Office","G6","15","[c]","69180","68700"
"New entrant CS","2022","40-49","Home Office","G7","40","[c]","57480","57430"
"New entrant CS","2022","40-49","Home Office","HEO","25","[c]","33840","35050"
"New entrant CS","2022","40-49","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","SEO","30","[c]","40990","41950"
"New entrant CS","2022","40-49","Ministry of Defence","AA","75","[c]","21410","19810"
"New entrant CS","2022","40-49","Ministry of Defence","AO","155","[c]","22990","21170"
"New entrant CS","2022","40-49","Ministry of Defence","EO","155","[c]","26320","26350"
"New entrant CS","2022","40-49","Ministry of Defence","G6","25","[c]","72950","73650"
"New entrant CS","2022","40-49","Ministry of Defence","G7","65","[c]","54390","53500"
"New entrant CS","2022","40-49","Ministry of Defence","HEO","195","[c]","32690","33000"
"New entrant CS","2022","40-49","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","SEO","145","[c]","41460","40000"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","55","[c]","37620","37150"
"New entrant CS","2022","40-49","Ministry of Justice","AA","250","[c]","21060","20890"
"New entrant CS","2022","40-49","Ministry of Justice","AO","670","[c]","23870","23140"
"New entrant CS","2022","40-49","Ministry of Justice","EO","80","[c]","26180","25120"
"New entrant CS","2022","40-49","Ministry of Justice","G6","15","[c]","67630","66400"
"New entrant CS","2022","40-49","Ministry of Justice","G7","35","[c]","56220","55000"
"New entrant CS","2022","40-49","Ministry of Justice","HEO","80","[c]","32400","32190"
"New entrant CS","2022","40-49","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice","SEO","105","[c]","39530","39450"
"New entrant CS","2022","40-49","Ministry of Justice","Unknown","1840","[c]","31350","28200"
"New entrant CS","2022","40-49","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","EO","35","[c]","32850","32770"
"New entrant CS","2022","40-49","National Crime Agency","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","HEO","15","[c]","40510","40210"
"New entrant CS","2022","40-49","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","AO","5","[c]","[c]","[c]"
