"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Security","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Unknown","40","40","23620","21680"
"In post","2022","16-19","Unknown","Ministry of Defence","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","35","35","18000","16720"
"In post","2022","16-19","Unknown","Scottish Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Chancellor's other departments","Heterosexual / straight","40","40","39050","36590"
"In post","2022","20-29","Analysis","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Chancellor's other departments","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","135","135","36460","33880"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Heterosexual / straight","60","60","43810","38020"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education","Heterosexual / straight","45","45","37830","36660"
"In post","2022","20-29","Analysis","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Unknown","60","60","25910","25460"
"In post","2022","20-29","Analysis","Department for International Trade","Heterosexual / straight","100","100","38090","31800"
"In post","2022","20-29","Analysis","Department for International Trade","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for International Trade","Unknown","35","35","36610","31800"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Heterosexual / straight","75","75","39340","34000"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport","Heterosexual / straight","105","105","40810","37500"
"In post","2022","20-29","Analysis","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport","Unknown","35","35","35540","34710"
"In post","2022","20-29","Analysis","Department for Work and Pensions","Heterosexual / straight","215","215","34180","35000"
"In post","2022","20-29","Analysis","Department for Work and Pensions","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Work and Pensions","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Work and Pensions","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care","Heterosexual / straight","85","85","41610","40650"
"In post","2022","20-29","Analysis","Department of Health and Social Care","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care","Undeclared","55","55","41280","40650"
"In post","2022","20-29","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs","Heterosexual / straight","200","200","38570","37610"
"In post","2022","20-29","Analysis","HM Revenue and Customs","LGBO","40","40","38520","37610"
"In post","2022","20-29","Analysis","HM Revenue and Customs","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs","Unknown","60","60","37220","37610"
"In post","2022","20-29","Analysis","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Defence","Heterosexual / straight","120","115","34030","33300"
"In post","2022","20-29","Analysis","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Defence","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Defence","Unknown","95","95","31580","29230"
"In post","2022","20-29","Analysis","Ministry of Justice","Heterosexual / straight","110","110","40660","36300"
"In post","2022","20-29","Analysis","Ministry of Justice","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Justice","Unknown","50","50","35660","34260"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","45","45","32660","30000"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Statistics Authority","Heterosexual / straight","475","470","33160","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","LGBO","75","75","32660","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Undeclared","45","45","30720","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Unknown","140","140","33280","30710"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Attorney General's Departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Cabinet Office","Heterosexual / straight","90","90","35550","31250"
"In post","2022","20-29","Commercial","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","Cabinet Office","Unknown","105","105","51190","54700"
"In post","2022","20-29","Commercial","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","15","[c]","[c]"
