"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Declared disabled","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Digital, Data and Technology","55","[c]","35900","33640"
"New entrant CS","2022","30-39","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Legal","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Operational Delivery","585","[c]","25740","24800"
"New entrant CS","2022","30-39","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Other","40","[c]","26050","22000"
"New entrant CS","2022","30-39","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Policy","70","[c]","38570","35740"
"New entrant CS","2022","30-39","Declared disabled","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Science and Engineering","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","Tax","45","[c]","29150","30750"
"New entrant CS","2022","30-39","Declared disabled","Unknown","125","[c]","31750","27570"
"New entrant CS","2022","30-39","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Commercial","100","[c]","34000","32460"
"New entrant CS","2022","30-39","Declared non-disabled","Communications","80","[c]","38530","37710"
"New entrant CS","2022","30-39","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Counter Fraud","155","[c]","26150","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Digital, Data and Technology","415","[c]","39150","37000"
"New entrant CS","2022","30-39","Declared non-disabled","Economics","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Finance","155","[c]","37430","34870"
"New entrant CS","2022","30-39","Declared non-disabled","Geography","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Human Resources","165","[c]","34530","30590"
"New entrant CS","2022","30-39","Declared non-disabled","Inspector of Education and Training","30","[c]","55510","51360"
"New entrant CS","2022","30-39","Declared non-disabled","Intelligence Analysis","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Knowledge and Information Management","45","[c]","33060","30460"
"New entrant CS","2022","30-39","Declared non-disabled","Legal","225","[c]","47030","48080"
"New entrant CS","2022","30-39","Declared non-disabled","Medicine","60","[c]","49840","39030"
"New entrant CS","2022","30-39","Declared non-disabled","Operational Delivery","4635","[c]","26420","24800"
"New entrant CS","2022","30-39","Declared non-disabled","Operational Research","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Other","345","[c]","30240","26350"
"New entrant CS","2022","30-39","Declared non-disabled","Planning","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Planning Inspectors","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Policy","515","[c]","40510","37070"
"New entrant CS","2022","30-39","Declared non-disabled","Project Delivery","205","[c]","38180","36840"
"New entrant CS","2022","30-39","Declared non-disabled","Property","80","[c]","36570","33000"
"New entrant CS","2022","30-39","Declared non-disabled","Psychology","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Science and Engineering","260","[c]","35480","33000"
"New entrant CS","2022","30-39","Declared non-disabled","Security","65","[c]","31080","26350"
"New entrant CS","2022","30-39","Declared non-disabled","Social Research","45","[c]","37510","38340"
"New entrant CS","2022","30-39","Declared non-disabled","Statistics","40","[c]","38400","35270"
"New entrant CS","2022","30-39","Declared non-disabled","Tax","500","[c]","27920","26590"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","980","[c]","33980","31540"
"New entrant CS","2022","30-39","Declared non-disabled","Veterinarian","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Operational Delivery","230","[c]","26080","25120"
"New entrant CS","2022","30-39","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Other","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Policy","50","[c]","38580","37350"
"New entrant CS","2022","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Science and Engineering","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Tax","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Unknown","50","[c]","31910","30730"
"New entrant CS","2022","30-39","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Commercial","115","[c]","35410","35000"
"New entrant CS","2022","30-39","Unknown","Communications","60","[c]","39360","37520"
"New entrant CS","2022","30-39","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Counter Fraud","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Digital, Data and Technology","350","[c]","40320","37000"
"New entrant CS","2022","30-39","Unknown","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Finance","150","[c]","37020","36500"
"New entrant CS","2022","30-39","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Human Resources","105","[c]","36170","30450"
"New entrant CS","2022","30-39","Unknown","Intelligence Analysis","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","International Trade","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Legal","70","[c]","39730","34260"
"New entrant CS","2022","30-39","Unknown","Medicine","65","[c]","49800","45840"
"New entrant CS","2022","30-39","Unknown","Operational Delivery","3100","[c]","26520","24800"
"New entrant CS","2022","30-39","Unknown","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Other","190","[c]","27710","22230"
"New entrant CS","2022","30-39","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Policy","315","[c]","39240","36500"
"New entrant CS","2022","30-39","Unknown","Project Delivery","115","[c]","38900","38650"
"New entrant CS","2022","30-39","Unknown","Property","75","[c]","35820","33000"
"New entrant CS","2022","30-39","Unknown","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Science and Engineering","60","[c]","36260","33000"
"New entrant CS","2022","30-39","Unknown","Security","85","[c]","28160","25000"
"New entrant CS","2022","30-39","Unknown","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Statistics","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Tax","260","[c]","27280","26590"
"New entrant CS","2022","30-39","Unknown","Unknown","970","[c]","35440","28000"
"New entrant CS","2022","30-39","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Digital, Data and Technology","35","[c]","42670","40310"
"New entrant CS","2022","40-49","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Legal","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Operational Delivery","575","[c]","28800","27570"
"New entrant CS","2022","40-49","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Other","35","[c]","31830","26350"
"New entrant CS","2022","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Policy","40","[c]","42150","37350"
"New entrant CS","2022","40-49","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Property","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Science and Engineering","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Tax","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Unknown","90","[c]","33600","31540"
"New entrant CS","2022","40-49","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Commercial","65","[c]","33870","31990"
"New entrant CS","2022","40-49","Declared non-disabled","Communications","30","[c]","51070","40000"
"New entrant CS","2022","40-49","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Counter Fraud","110","[c]","26520","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","310","[c]","43190","40670"
"New entrant CS","2022","40-49","Declared non-disabled","Economics","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Finance","110","[c]","38540","36050"
"New entrant CS","2022","40-49","Declared non-disabled","Geography","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Human Resources","140","[c]","37680","34000"
"New entrant CS","2022","40-49","Declared non-disabled","Inspector of Education and Training","60","[c]","59660","51360"
"New entrant CS","2022","40-49","Declared non-disabled","Intelligence Analysis","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","35","[c]","31560","29230"
"New entrant CS","2022","40-49","Declared non-disabled","Legal","130","[c]","50730","50500"
"New entrant CS","2022","40-49","Declared non-disabled","Medicine","50","[c]","56730","42120"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Delivery","3295","[c]","28190","26130"
"New entrant CS","2022","40-49","Declared non-disabled","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Other","270","[c]","32710","26950"
"New entrant CS","2022","40-49","Declared non-disabled","Planning","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning Inspectors","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Policy","260","[c]","42960","39930"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","155","[c]","40300","38550"
"New entrant CS","2022","40-49","Declared non-disabled","Property","90","[c]","41080","38100"
"New entrant CS","2022","40-49","Declared non-disabled","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Science and Engineering","155","[c]","39030","39030"
"New entrant CS","2022","40-49","Declared non-disabled","Security","60","[c]","29900","25000"
"New entrant CS","2022","40-49","Declared non-disabled","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Tax","215","[c]","28250","26590"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","595","[c]","36560","31540"
"New entrant CS","2022","40-49","Declared non-disabled","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Operational Delivery","165","[c]","29980","27570"
"New entrant CS","2022","40-49","Undeclared","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Policy","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Tax","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Commercial","65","[c]","42170","33300"
"New entrant CS","2022","40-49","Unknown","Communications","40","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Digital, Data and Technology","220","[c]","46680","42100"
"New entrant CS","2022","40-49","Unknown","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Finance","100","[c]","40280","38320"
"New entrant CS","2022","40-49","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Human Resources","65","[c]","42370","33680"
"New entrant CS","2022","40-49","Unknown","Intelligence Analysis","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Legal","35","[c]","44820","48080"
"New entrant CS","2022","40-49","Unknown","Medicine","40","[c]","52060","39470"
"New entrant CS","2022","40-49","Unknown","Operational Delivery","2025","[c]","28650","25480"
"New entrant CS","2022","40-49","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Other","140","[c]","29740","26350"
"New entrant CS","2022","40-49","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Policy","125","[c]","44040","40230"
"New entrant CS","2022","40-49","Unknown","Project Delivery","75","[c]","46380","41480"
"New entrant CS","2022","40-49","Unknown","Property","50","[c]","40990","38700"
"New entrant CS","2022","40-49","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Science and Engineering","45","[c]","42600","43230"
"New entrant CS","2022","40-49","Unknown","Security","50","[c]","30190","25000"
"New entrant CS","2022","40-49","Unknown","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Tax","110","[c]","28020","26590"
"New entrant CS","2022","40-49","Unknown","Unknown","635","[c]","39780","31540"
"New entrant CS","2022","40-49","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Digital, Data and Technology","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Operational Delivery","675","[c]","28580","27570"
"New entrant CS","2022","50-59","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Other","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Policy","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Tax","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Unknown","75","[c]","32660","27230"
"New entrant CS","2022","50-59","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Commercial","40","[c]","34840","31060"
"New entrant CS","2022","50-59","Declared non-disabled","Communications","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Counter Fraud","80","[c]","26940","27570"
"New entrant CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","190","[c]","44070","41000"
"New entrant CS","2022","50-59","Declared non-disabled","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Finance","85","[c]","39270","36500"
"New entrant CS","2022","50-59","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Human Resources","85","[c]","39730","34260"
"New entrant CS","2022","50-59","Declared non-disabled","Inspector of Education and Training","55","[c]","60360","67460"
"New entrant CS","2022","50-59","Declared non-disabled","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Legal","45","[c]","53520","50500"
"New entrant CS","2022","50-59","Declared non-disabled","Medicine","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Operational Delivery","2795","[c]","27680","25110"
"New entrant CS","2022","50-59","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Other","220","[c]","28130","23450"
"New entrant CS","2022","50-59","Declared non-disabled","Planning","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Policy","155","[c]","41470","38650"
"New entrant CS","2022","50-59","Declared non-disabled","Project Delivery","90","[c]","46510","41000"
"New entrant CS","2022","50-59","Declared non-disabled","Property","65","[c]","38000","33000"
"New entrant CS","2022","50-59","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Science and Engineering","140","[c]","40570","40060"
"New entrant CS","2022","50-59","Declared non-disabled","Security","55","[c]","32070","29100"
"New entrant CS","2022","50-59","Declared non-disabled","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Tax","110","[c]","28190","26590"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","415","[c]","36780","31540"
"New entrant CS","2022","50-59","Declared non-disabled","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Operational Delivery","200","[c]","27990","26640"
"New entrant CS","2022","50-59","Undeclared","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Commercial","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Digital, Data and Technology","105","[c]","47880","41950"
"New entrant CS","2022","50-59","Unknown","Economics","[c]","[c]","[c]","[c]"
