"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","35","[c]","21220","21720"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","40","[c]","27220","27440"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","50","[c]","57640","56300"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","85","[c]","35240","33390"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","EO","Heterosexual / straight","35","[c]","28870","28330"
"Leaver Dept.","2022","Undeclared","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","G6/G7","Undeclared","40","[c]","59030","54800"
"Leaver Dept.","2022","Undeclared","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SEO/HEO","Heterosexual / straight","60","[c]","37190","35990"
"Leaver Dept.","2022","Undeclared","London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","SEO/HEO","Undeclared","75","[c]","38650","40070"
"Leaver Dept.","2022","Undeclared","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","AA/AO","Heterosexual / straight","40","[c]","21140","21260"
"Leaver Dept.","2022","Undeclared","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","AA/AO","Undeclared","35","[c]","21570","21230"
"Leaver Dept.","2022","Undeclared","Outside London","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","EO","Heterosexual / straight","85","[c]","26640","27570"
"Leaver Dept.","2022","Undeclared","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","EO","Undeclared","35","[c]","26240","27550"
"Leaver Dept.","2022","Undeclared","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","90","[c]","35300","33320"
"Leaver Dept.","2022","Undeclared","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","SEO/HEO","Undeclared","70","[c]","36030","36010"
"Leaver Dept.","2022","Undeclared","Outside London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA/AO","Heterosexual / straight","35","[c]","22810","23770"
"Leaver Dept.","2022","Unknown","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA/AO","Unknown","105","[c]","22670","22680"
"Leaver Dept.","2022","Unknown","London","EO","Heterosexual / straight","75","[c]","28160","27920"
"Leaver Dept.","2022","Unknown","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","Unknown","195","[c]","28790","28650"
"Leaver Dept.","2022","Unknown","London","G6/G7","Heterosexual / straight","145","[c]","58270","54760"
"Leaver Dept.","2022","Unknown","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","G6/G7","Undeclared","250","[c]","57790","54330"
"Leaver Dept.","2022","Unknown","London","G6/G7","Unknown","535","[c]","59150","55620"
"Leaver Dept.","2022","Unknown","London","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","SCS level","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","SCS level","Unknown","90","[c]","105890","99230"
"Leaver Dept.","2022","Unknown","London","SEO/HEO","Heterosexual / straight","215","[c]","38070","39080"
"Leaver Dept.","2022","Unknown","London","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","SEO/HEO","Undeclared","260","[c]","37650","40050"
"Leaver Dept.","2022","Unknown","London","SEO/HEO","Unknown","960","[c]","35080","33570"
"Leaver Dept.","2022","Unknown","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AA/AO","Heterosexual / straight","80","[c]","22070","21830"
"Leaver Dept.","2022","Unknown","Outside London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AA/AO","Unknown","515","[c]","21060","21010"
"Leaver Dept.","2022","Unknown","Outside London","EO","Heterosexual / straight","120","[c]","26520","26240"
"Leaver Dept.","2022","Unknown","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","EO","Unknown","375","[c]","26680","27570"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","Heterosexual / straight","150","[c]","56930","53500"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","Undeclared","140","[c]","58360","53570"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","Unknown","260","[c]","57400","53470"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","Heterosexual / straight","35","[c]","111390","108080"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","Unknown","40","[c]","113600","114000"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","Heterosexual / straight","245","[c]","36370","36590"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","Undeclared","205","[c]","36420","36410"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","Unknown","540","[c]","35600","35570"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","Undeclared","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","Unknown","150","[c]","32010","32000"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA/AO","Heterosexual / straight","75","[c]","24490","25030"
"New entrant CS","2022","Declared disabled","London","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","EO","Heterosexual / straight","195","[c]","28920","28980"
"New entrant CS","2022","Declared disabled","London","EO","LGBO","50","[c]","28750","27850"
"New entrant CS","2022","Declared disabled","London","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6/G7","Heterosexual / straight","70","[c]","57320","54700"
"New entrant CS","2022","Declared disabled","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SEO/HEO","Heterosexual / straight","200","[c]","35560","34260"
"New entrant CS","2022","Declared disabled","London","SEO/HEO","LGBO","85","[c]","35380","34260"
"New entrant CS","2022","Declared disabled","London","SEO/HEO","Undeclared","35","[c]","35670","35000"
"New entrant CS","2022","Declared disabled","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Unknown","Heterosexual / straight","135","[c]","33850","32090"
"New entrant CS","2022","Declared disabled","London","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","AA/AO","Heterosexual / straight","1075","[c]","21560","21260"
"New entrant CS","2022","Declared disabled","Outside London","AA/AO","LGBO","275","[c]","21590","21260"
"New entrant CS","2022","Declared disabled","Outside London","AA/AO","Undeclared","75","[c]","21490","21260"
"New entrant CS","2022","Declared disabled","Outside London","AA/AO","Unknown","65","[c]","21760","21280"
"New entrant CS","2022","Declared disabled","Outside London","EO","Heterosexual / straight","635","[c]","26810","27570"
"New entrant CS","2022","Declared disabled","Outside London","EO","LGBO","170","[c]","26660","27230"
"New entrant CS","2022","Declared disabled","Outside London","EO","Undeclared","60","[c]","26280","26970"
"New entrant CS","2022","Declared disabled","Outside London","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6/G7","Heterosexual / straight","120","[c]","54520","52030"
"New entrant CS","2022","Declared disabled","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","435","[c]","34170","33080"
"New entrant CS","2022","Declared disabled","Outside London","SEO/HEO","LGBO","115","[c]","33250","33040"
"New entrant CS","2022","Declared disabled","Outside London","SEO/HEO","Undeclared","55","[c]","34200","33080"
"New entrant CS","2022","Declared disabled","Outside London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Heterosexual / straight","815","[c]","28820","26310"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","LGBO","110","[c]","27690","24800"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Undeclared","60","[c]","28470","28200"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
