"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Male","30","[c]","17770","17900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Female","170","[c]","21210","21130"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Male","95","[c]","21210","21130"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Female","175","[c]","26350","26200"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Male","190","[c]","26270","24720"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Female","75","[c]","52300","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Male","55","[c]","51950","52480"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Female","190","[c]","33120","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Male","185","[c]","33390","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Female","115","[c]","41000","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Male","120","[c]","41700","40050"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Female","60","[c]","26000","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Male","35","[c]","26290","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Female","130","[c]","34360","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Male","100","[c]","34420","34020"
"New entrant CS","2022","Department for Education","AA/AO","AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","EO","Female","215","[c]","25620","25000"
"New entrant CS","2022","Department for Education","EO","EO","Male","110","[c]","25590","25000"
"New entrant CS","2022","Department for Education","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G7","Female","80","[c]","51030","49860"
"New entrant CS","2022","Department for Education","G6/G7","G7","Male","70","[c]","50860","49860"
"New entrant CS","2022","Department for Education","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","Female","170","[c]","30840","29360"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","Male","105","[c]","30520","29360"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","Female","170","[c]","37540","36500"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","Male","90","[c]","37600","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Female","455","[c]","21600","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Male","325","[c]","21480","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Female","270","[c]","25690","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Male","200","[c]","25520","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Female","35","[c]","62600","62580"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Male","40","[c]","62120","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Female","190","[c]","50360","49340"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Male","175","[c]","50320","49340"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Female","430","[c]","31040","30570"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Male","330","[c]","31070","30850"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Female","280","[c]","37880","36890"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Male","185","[c]","37460","36660"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Female","85","[c]","25960","26250"
"New entrant CS","2022","Department for International Trade","EO","EO","Male","70","[c]","26250","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Female","75","[c]","31490","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Male","70","[c]","31790","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Male","30","[c]","40270","38160"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Female","80","[c]","26870","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Male","70","[c]","26630","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Female","60","[c]","49390","48700"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Male","60","[c]","49350","48200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Female","125","[c]","32050","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Male","110","[c]","32190","33110"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Female","60","[c]","39190","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Male","50","[c]","39090","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AA","Female","150","[c]","18350","18310"
"New entrant CS","2022","Department for Transport","AA/AO","AA","Male","130","[c]","18560","18310"
"New entrant CS","2022","Department for Transport","AA/AO","AO","Female","315","[c]","22160","21840"
"New entrant CS","2022","Department for Transport","AA/AO","AO","Male","290","[c]","23040","21840"
"New entrant CS","2022","Department for Transport","EO","EO","Female","185","[c]","26800","26130"
"New entrant CS","2022","Department for Transport","EO","EO","Male","385","[c]","26620","26130"
"New entrant CS","2022","Department for Transport","G6/G7","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G6","Male","35","[c]","66190","65440"
"New entrant CS","2022","Department for Transport","G6/G7","G7","Female","90","[c]","53190","54110"
"New entrant CS","2022","Department for Transport","G6/G7","G7","Male","105","[c]","53990","54110"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","Female","145","[c]","32600","33350"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","Male","145","[c]","32530","33350"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","Female","95","[c]","41040","42470"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","Male","135","[c]","41530","42470"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","Female","2690","[c]","21630","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","Male","2015","[c]","21550","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","Female","2985","[c]","28190","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","Male","1980","[c]","28160","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","Female","65","[c]","52610","52660"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","Male","145","[c]","55190","55000"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Female","180","[c]","33530","32000"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Male","185","[c]","33640","31990"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Female","100","[c]","39040","38500"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Male","175","[c]","41870","39500"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","Female","40","[c]","20390","19100"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","Female","185","[c]","21660","19880"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","Male","80","[c]","21840","21820"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","Female","560","[c]","25930","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","Male","205","[c]","26130","26880"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","Female","105","[c]","67500","65920"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","Male","50","[c]","66240","65310"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","Female","260","[c]","51990","52610"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","Male","160","[c]","52680","52610"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","Female","60","[c]","95870","90710"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","Male","50","[c]","104960","90390"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Female","565","[c]","31570","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Male","340","[c]","31330","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Female","430","[c]","39550","40070"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Male","200","[c]","38970","40050"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Female","55","[c]","30900","30350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Female","40","[c]","38680","37350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AO","Female","180","[c]","22680","22600"
"New entrant CS","2022","HM Land Registry","AA/AO","AO","Male","75","[c]","22690","22600"
"New entrant CS","2022","HM Land Registry","EO","EO","Female","85","[c]","27630","27130"
"New entrant CS","2022","HM Land Registry","EO","EO","Male","70","[c]","27910","27130"
"New entrant CS","2022","HM Land Registry","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","AA/AO","AO","Female","2325","[c]","21340","21250"
"New entrant CS","2022","HM Revenue and Customs","AA/AO","AO","Male","1720","[c]","21360","21250"
"New entrant CS","2022","HM Revenue and Customs","EO","EO","Female","1175","[c]","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","EO","EO","Male","1245","[c]","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G7","Female","75","[c]","54610","52080"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G7","Male","85","[c]","54540","52080"
"New entrant CS","2022","HM Revenue and Customs","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","HEO","Female","675","[c]","33720","33080"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","HEO","Male","895","[c]","33610","33080"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","SEO","Female","115","[c]","41630","40180"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","SEO","Male","155","[c]","41460","40180"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","AA/AO","AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","EO","EO","Female","40","[c]","25360","25000"
"New entrant CS","2022","HM Treasury","EO","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","G6/G7","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SEO/HEO","HEO","Female","75","[c]","30740","29320"
"New entrant CS","2022","HM Treasury","SEO/HEO","HEO","Male","90","[c]","30940","29320"
"New entrant CS","2022","HM Treasury","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","AA/AO","AA","Female","50","[c]","20710","22460"
"New entrant CS","2022","Home Office","AA/AO","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","AA/AO","AO","Female","250","[c]","22260","21680"
"New entrant CS","2022","Home Office","AA/AO","AO","Male","205","[c]","22000","21680"
"New entrant CS","2022","Home Office","EO","EO","Female","705","[c]","26850","24880"
"New entrant CS","2022","Home Office","EO","EO","Male","780","[c]","27600","24880"
"New entrant CS","2022","Home Office","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","G6/G7","G7","Female","50","[c]","56810","57430"
"New entrant CS","2022","Home Office","G6/G7","G7","Male","80","[c]","58090","57430"
"New entrant CS","2022","Home Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","SEO/HEO","HEO","Female","85","[c]","33980","35050"
"New entrant CS","2022","Home Office","SEO/HEO","HEO","Male","145","[c]","33620","35050"
"New entrant CS","2022","Home Office","SEO/HEO","SEO","Female","65","[c]","41630","41950"
"New entrant CS","2022","Home Office","SEO/HEO","SEO","Male","75","[c]","40420","41950"
"New entrant CS","2022","Home Office","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","AA/AO","AA","Female","165","[c]","19930","19810"
"New entrant CS","2022","Ministry of Defence","AA/AO","AA","Male","315","[c]","21330","19810"
"New entrant CS","2022","Ministry of Defence","AA/AO","AO","Female","465","[c]","21600","21170"
"New entrant CS","2022","Ministry of Defence","AA/AO","AO","Male","475","[c]","23710","21170"
"New entrant CS","2022","Ministry of Defence","EO","EO","Female","530","[c]","25120","26350"
"New entrant CS","2022","Ministry of Defence","EO","EO","Male","635","[c]","24700","26350"
"New entrant CS","2022","Ministry of Defence","G6/G7","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","G6/G7","G6","Male","45","[c]","72260","72100"
"New entrant CS","2022","Ministry of Defence","G6/G7","G7","Female","75","[c]","53030","53500"
"New entrant CS","2022","Ministry of Defence","G6/G7","G7","Male","160","[c]","54230","53500"
"New entrant CS","2022","Ministry of Defence","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","HEO","Female","435","[c]","31860","33000"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","HEO","Male","640","[c]","31250","33000"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","SEO","Female","200","[c]","41540","40000"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","SEO","Male","395","[c]","41240","40000"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","Female","100","[c]","28780","26830"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","Male","295","[c]","29920","27540"
"New entrant CS","2022","Ministry of Justice","AA/AO","AA","Female","1020","[c]","20890","20890"
"New entrant CS","2022","Ministry of Justice","AA/AO","AA","Male","690","[c]","21140","20890"
"New entrant CS","2022","Ministry of Justice","AA/AO","AO","Female","3060","[c]","23440","23140"
"New entrant CS","2022","Ministry of Justice","AA/AO","AO","Male","2800","[c]","24370","23140"
"New entrant CS","2022","Ministry of Justice","EO","EO","Female","395","[c]","26370","25120"
"New entrant CS","2022","Ministry of Justice","EO","EO","Male","220","[c]","26260","25120"
"New entrant CS","2022","Ministry of Justice","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","G6/G7","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","G6/G7","G7","Female","55","[c]","54870","54270"
"New entrant CS","2022","Ministry of Justice","G6/G7","G7","Male","70","[c]","55400","54270"
"New entrant CS","2022","Ministry of Justice","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","HEO","Female","390","[c]","31530","30450"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","HEO","Male","220","[c]","32430","32410"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","SEO","Female","205","[c]","39410","41750"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","SEO","Male","190","[c]","39360","38970"
"New entrant CS","2022","Ministry of Justice","Unknown","Unknown","Female","6465","[c]","28000","24810"
"New entrant CS","2022","Ministry of Justice","Unknown","Unknown","Male","2360","[c]","30010","27980"
"New entrant CS","2022","National Crime Agency","AA/AO","AO","Female","45","[c]","21890","21050"
