"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","AA","70","[c]","18560","17900"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","AO","140","[c]","21360","21250"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","EO","515","[c]","26600","26590"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","G6","70","[c]","66590","65500"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","G7","480","[c]","53670","53000"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","HEO","625","[c]","32600","33000"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","[c]","101820","95110"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SEO","535","[c]","39890","39600"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","AO","15","[c]","21170","21170"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","EO","15","[c]","25260","26350"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","HEO","15","[c]","30160","29180"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SEO","15","[c]","41010","41750"
"New entrant CS","2022","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","AO","30","[c]","20990","20910"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","EO","10","[c]","24950","24720"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AO","25","[c]","20990","18450"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","35","[c]","26420","27500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G6","15","[c]","65260","64500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G7","95","[c]","53040","54700"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HEO","50","[c]","33300","32680"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO","40","[c]","39310","38740"
"New entrant CS","2022","Finance","Commercial","AO","15","[c]","21540","21260"
"New entrant CS","2022","Finance","Commercial","EO","15","[c]","27230","27570"
"New entrant CS","2022","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","HEO","20","[c]","32700","31990"
"New entrant CS","2022","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","AO","110","[c]","21210","21250"
"New entrant CS","2022","Finance","Finance","EO","280","[c]","25170","25000"
"New entrant CS","2022","Finance","Finance","G6","25","[c]","66020","65440"
"New entrant CS","2022","Finance","Finance","G7","105","[c]","53310","53390"
"New entrant CS","2022","Finance","Finance","HEO","215","[c]","32170","32150"
"New entrant CS","2022","Finance","Finance","SCS level","10","[c]","77050","73000"
"New entrant CS","2022","Finance","Finance","SEO","220","[c]","40000","40180"
"New entrant CS","2022","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","EO","10","[c]","24050","23690"
"New entrant CS","2022","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","AO","40","[c]","21350","21250"
"New entrant CS","2022","Finance","Operational Delivery","EO","10","[c]","27810","29000"
"New entrant CS","2022","Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","SEO","10","[c]","43120","42280"
"New entrant CS","2022","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","AO","480","[c]","21220","21300"
"New entrant CS","2022","Grants Management","Operational Delivery","EO","35","[c]","24940","24920"
"New entrant CS","2022","Grants Management","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","AA","25","[c]","19140","19560"
"New entrant CS","2022","Human Resources","Human Resources","AO","200","[c]","21710","21170"
"New entrant CS","2022","Human Resources","Human Resources","EO","275","[c]","25910","26350"
"New entrant CS","2022","Human Resources","Human Resources","G6","35","[c]","65620","65310"
"New entrant CS","2022","Human Resources","Human Resources","G7","115","[c]","53180","53160"
"New entrant CS","2022","Human Resources","Human Resources","HEO","260","[c]","32030","31990"
"New entrant CS","2022","Human Resources","Human Resources","SCS level","15","[c]","83890","74700"
"New entrant CS","2022","Human Resources","Human Resources","SEO","125","[c]","40170","40000"
"New entrant CS","2022","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","AO","25","[c]","21230","21250"
"New entrant CS","2022","Human Resources","Operational Delivery","EO","70","[c]","27640","27570"
"New entrant CS","2022","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","SEO","10","[c]","39210","39340"
"New entrant CS","2022","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","AO","55","[c]","20990","21050"
"New entrant CS","2022","Human Resources","Unknown","EO","35","[c]","25080","23850"
"New entrant CS","2022","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G7","15","[c]","51660","49700"
"New entrant CS","2022","Human Resources","Unknown","HEO","40","[c]","30690","32000"
"New entrant CS","2022","Human Resources","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SEO","10","[c]","37990","37300"
"New entrant CS","2022","Internal Audit","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SEO","25","[c]","43020","43160"
"New entrant CS","2022","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","AO","10","[c]","22300","22520"
"New entrant CS","2022","Legal","Legal","EO","145","[c]","27810","27230"
"New entrant CS","2022","Legal","Legal","G6","30","[c]","68330","64080"
"New entrant CS","2022","Legal","Legal","G7","325","[c]","52230","50500"
"New entrant CS","2022","Legal","Legal","HEO","135","[c]","40110","40000"
"New entrant CS","2022","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","SEO","80","[c]","41300","41750"
"New entrant CS","2022","Legal","Operational Delivery","AO","310","[c]","21390","21250"
"New entrant CS","2022","Legal","Operational Delivery","EO","60","[c]","26560","25480"
"New entrant CS","2022","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","EO","90","[c]","26710","26950"
"New entrant CS","2022","Legal","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","EO","10","[c]","27760","28410"
"New entrant CS","2022","No function","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","HEO","10","[c]","34080","34020"
"New entrant CS","2022","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","SEO","15","[c]","42040","42470"
"New entrant CS","2022","No function","Economics","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","HEO","25","[c]","31450","32320"
"New entrant CS","2022","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","AO","50","[c]","20420","20420"
"New entrant CS","2022","No function","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","HEO","10","[c]","33290","33290"
"New entrant CS","2022","No function","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","G7","70","[c]","72490","70500"
"New entrant CS","2022","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","SEO","90","[c]","47320","46360"
"New entrant CS","2022","No function","Intelligence Analysis","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","EO","60","[c]","25480","26250"
"New entrant CS","2022","No function","International Trade","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","G7","25","[c]","51170","51710"
"New entrant CS","2022","No function","International Trade","HEO","75","[c]","31490","31800"
"New entrant CS","2022","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","SEO","30","[c]","38820","38160"
"New entrant CS","2022","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","AO","20","[c]","21390","20970"
"New entrant CS","2022","No function","Knowledge and Information Management","EO","25","[c]","26170","26880"
"New entrant CS","2022","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","HEO","40","[c]","31070","30460"
"New entrant CS","2022","No function","Knowledge and Information Management","SEO","20","[c]","38810","38200"
"New entrant CS","2022","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","HEO","95","[c]","31980","30450"
"New entrant CS","2022","No function","Legal","SEO","15","[c]","37430","36050"
"New entrant CS","2022","No function","Medicine","G6","20","[c]","70590","78190"
"New entrant CS","2022","No function","Medicine","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","SCS level","40","[c]","97780","90950"
"New entrant CS","2022","No function","Medicine","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","AA","2240","[c]","20530","20890"
"New entrant CS","2022","No function","Operational Delivery","AO","12770","[c]","22550","21260"
"New entrant CS","2022","No function","Operational Delivery","EO","5925","[c]","27860","27570"
"New entrant CS","2022","No function","Operational Delivery","G6","110","[c]","66940","65310"
"New entrant CS","2022","No function","Operational Delivery","G7","350","[c]","52250","52080"
"New entrant CS","2022","No function","Operational Delivery","HEO","1165","[c]","32540","32330"
"New entrant CS","2022","No function","Operational Delivery","SCS level","65","[c]","99050","86720"
"New entrant CS","2022","No function","Operational Delivery","SEO","690","[c]","40470","40060"
"New entrant CS","2022","No function","Operational Delivery","Unknown","8675","[c]","28530","26310"
"New entrant CS","2022","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","HEO","15","[c]","29500","29230"
"New entrant CS","2022","No function","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Other","AA","30","[c]","20380","21640"
"New entrant CS","2022","No function","Other","AO","300","[c]","21420","21260"
"New entrant CS","2022","No function","Other","EO","230","[c]","25770","26250"
"New entrant CS","2022","No function","Other","G6","15","[c]","73350","75000"
"New entrant CS","2022","No function","Other","G7","50","[c]","53850","53360"
"New entrant CS","2022","No function","Other","HEO","105","[c]","31230","31990"
"New entrant CS","2022","No function","Other","SCS level","10","[c]","107290","1e+05"
"New entrant CS","2022","No function","Other","SEO","50","[c]","39520","39430"
"New entrant CS","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","EO","10","[c]","26660","26340"
"New entrant CS","2022","No function","Planning","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","SEO","10","[c]","41540","41040"
"New entrant CS","2022","No function","Planning Inspectors","G7","20","[c]","41440","41020"
"New entrant CS","2022","No function","Policy","AA","20","[c]","17780","18200"
"New entrant CS","2022","No function","Policy","AO","90","[c]","21790","21300"
"New entrant CS","2022","No function","Policy","EO","610","[c]","26330","26180"
"New entrant CS","2022","No function","Policy","G6","105","[c]","64610","64030"
"New entrant CS","2022","No function","Policy","G7","475","[c]","52090","52290"
"New entrant CS","2022","No function","Policy","HEO","1450","[c]","32150","32560"
"New entrant CS","2022","No function","Policy","SCS level","35","[c]","88710","75580"
"New entrant CS","2022","No function","Policy","SEO","635","[c]","38860","38750"
"New entrant CS","2022","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Project Delivery","EO","10","[c]","25440","26180"
"New entrant CS","2022","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Project Delivery","G7","10","[c]","51910","51730"
"New entrant CS","2022","No function","Project Delivery","HEO","30","[c]","32630","34020"
"New entrant CS","2022","No function","Project Delivery","SEO","10","[c]","39190","39530"
"New entrant CS","2022","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Psychology","AO","30","[c]","20550","19780"
"New entrant CS","2022","No function","Psychology","EO","70","[c]","25100","24620"
"New entrant CS","2022","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Psychology","HEO","80","[c]","28030","27700"
"New entrant CS","2022","No function","Psychology","SEO","10","[c]","40260","38150"
"New entrant CS","2022","No function","Science and Engineering","AA","60","[c]","18160","17540"
"New entrant CS","2022","No function","Science and Engineering","AO","105","[c]","22310","22230"
"New entrant CS","2022","No function","Science and Engineering","EO","185","[c]","26420","26370"
"New entrant CS","2022","No function","Science and Engineering","G6","10","[c]","70030","68810"
"New entrant CS","2022","No function","Science and Engineering","G7","80","[c]","50890","49990"
"New entrant CS","2022","No function","Science and Engineering","HEO","375","[c]","29890","29230"
"New entrant CS","2022","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Science and Engineering","SEO","175","[c]","39320","40040"
"New entrant CS","2022","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tax","AO","575","[c]","21250","21250"
"New entrant CS","2022","No function","Tax","EO","710","[c]","27180","26590"
"New entrant CS","2022","No function","Tax","G7","20","[c]","52500","52080"
"New entrant CS","2022","No function","Tax","HEO","635","[c]","33880","33080"
"New entrant CS","2022","No function","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AO","170","[c]","21690","21250"
"New entrant CS","2022","No function","Unknown","EO","170","[c]","27120","27500"
"New entrant CS","2022","No function","Unknown","G6","25","[c]","64520","65440"
"New entrant CS","2022","No function","Unknown","G7","80","[c]","54660","54110"
"New entrant CS","2022","No function","Unknown","HEO","740","[c]","29300","28000"
"New entrant CS","2022","No function","Unknown","SCS level","20","[c]","89090","87500"
"New entrant CS","2022","No function","Unknown","SEO","95","[c]","40690","40600"
"New entrant CS","2022","No function","Unknown","Unknown","145","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","SEO","30","[c]","36680","35900"
"New entrant CS","2022","Project Delivery","Commercial","EO","30","[c]","22730","23000"
"New entrant CS","2022","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","HEO","15","[c]","32100","32750"
