"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Property","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Scottish Government","AA/AO","50","45","26890","26900"
"In post","2022","White","Property","Scottish Government","EO","10","10","[c]","[c]"
"In post","2022","White","Property","Scottish Government","G6/G7","10","10","[c]","[c]"
"In post","2022","White","Property","Scottish Government","SEO/HEO","30","30","[c]","[c]"
"In post","2022","White","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","UK Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","White","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Attorney General's Departments","EO","15","10","[c]","[c]"
"In post","2022","White","Security","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2022","White","Security","Attorney General's Departments","SEO/HEO","15","15","[c]","[c]"
"In post","2022","White","Security","Cabinet Office","AA/AO","105","95","21220","21170"
"In post","2022","White","Security","Cabinet Office","EO","130","125","25600","26350"
"In post","2022","White","Security","Cabinet Office","G6/G7","75","75","57920","54700"
"In post","2022","White","Security","Cabinet Office","SCS level","15","15","[c]","[c]"
"In post","2022","White","Security","Cabinet Office","SEO/HEO","305","295","34920","33300"
"In post","2022","White","Security","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","[c]","[c]"
"In post","2022","White","Security","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2022","White","Security","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Transport","AA/AO","45","45","25000","24720"
"In post","2022","White","Security","Department for Transport","EO","5","5","[c]","[c]"
"In post","2022","White","Security","Department for Transport","G6/G7","25","25","[c]","[c]"
"In post","2022","White","Security","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Transport","SEO/HEO","60","60","39230","38650"
"In post","2022","White","Security","Department for Work and Pensions","AA/AO","20","15","[c]","[c]"
"In post","2022","White","Security","Department for Work and Pensions","EO","35","30","27490","27570"
"In post","2022","White","Security","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2022","White","Security","Department for Work and Pensions","SEO/HEO","45","45","34220","32400"
"In post","2022","White","Security","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Food Standards Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","AA/AO","80","80","25580","23950"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","EO","60","55","30280","29150"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","G6/G7","85","80","59460","57750"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","SCS level","10","10","[c]","[c]"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","SEO/HEO","225","220","37850","36580"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2022","White","Security","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","HM Revenue and Customs","EO","20","20","[c]","[c]"
"In post","2022","White","Security","HM Revenue and Customs","G6/G7","45","45","60600","58710"
"In post","2022","White","Security","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","HM Revenue and Customs","SEO/HEO","65","60","39000","40520"
"In post","2022","White","Security","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Ministry of Defence","AA/AO","4000","3900","26980","21920"
"In post","2022","White","Security","Ministry of Defence","EO","705","690","33990","29250"
"In post","2022","White","Security","Ministry of Defence","G6/G7","105","105","59700","58550"
"In post","2022","White","Security","Ministry of Defence","SCS level","10","10","[c]","[c]"
"In post","2022","White","Security","Ministry of Defence","SEO/HEO","835","820","40470","38300"
"In post","2022","White","Security","Ministry of Defence","Unknown","100","100","31760","28000"
"In post","2022","White","Security","Ministry of Justice","AA/AO","70","70","28520","26970"
"In post","2022","White","Security","Ministry of Justice","EO","140","140","32650","30220"
"In post","2022","White","Security","Ministry of Justice","G6/G7","40","40","67300","64180"
"In post","2022","White","Security","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2022","White","Security","Ministry of Justice","SEO/HEO","360","355","40570","38160"
"In post","2022","White","Security","Ministry of Justice","Unknown","40","40","38200","37170"
"In post","2022","White","Security","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","White","Security","National Crime Agency","EO","15","10","[c]","[c]"
"In post","2022","White","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","National Crime Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","White","Security","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2022","White","Security","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2022","White","Security","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","White","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","UK Statistics Authority","SEO/HEO","25","25","[c]","[c]"
"In post","2022","White","Security","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Attorney General's Departments","EO","15","15","[c]","[c]"
