"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","G6/G7","G7","10","[c]","51960","52610"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","SEO","10","[c]","38180","38550"
"Leaver Dept.","2022","UK Health Security Agency","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Ministry of Defence","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Ministry of Defence","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","AA/AO","AA","10","[c]","21260","20100"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","AA/AO","AO","15","[c]","20090","19860"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","EO","EO","30","[c]","24340","23630"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","G7","35","[c]","52480","51210"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","HEO","85","[c]","30860","30210"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","SEO","45","[c]","37910","37270"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","AO","25","[c]","21620","22010"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","HEO","10","[c]","33440","33560"
"Leaver Dept.","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Department for Transport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","EO","EO","15","[c]","27440","27400"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","HEO","10","[c]","35700","37410"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","SEO","10","[c]","44030","47000"
"Leaver Dept.","2022","Welsh Revenue Authority","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Scottish Government","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","EO","35","[c]","24170","24250"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","32140","30950"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","AO","230","[c]","22190","21300"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","EO","155","[c]","25760","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","45","[c]","30560","29280"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","55","[c]","36930","35900"
"New entrant CS","2022","Attorney General's Office","Attorney General's Departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","AO","130","[c]","20790","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","EO","250","[c]","25680","25210"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","G6","70","[c]","75840","70880"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","G7","320","[c]","59350","54700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","SCS level","55","[c]","107690","105000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","HEO","810","[c]","29420","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","SEO","125","[c]","39070","37300"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","AO","25","[c]","21060","21510"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","EO","35","[c]","25360","25010"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","25","[c]","29850","29750"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","AA/AO","AO","20","[c]","17770","17140"
"New entrant CS","2022","Charity Commission","Charity Commission","EO","EO","30","[c]","24570","24440"
"New entrant CS","2022","Charity Commission","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","SEO/HEO","HEO","25","[c]","29750","29160"
"New entrant CS","2022","Charity Commission","Charity Commission","SEO/HEO","SEO","10","[c]","37610","37910"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","AO","90","[c]","20140","20100"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","EO","30","[c]","27440","24500"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","25","[c]","34930","35280"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","20","[c]","43470","43030"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","AO","25","[c]","22620","22520"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","EO","EO","15","[c]","27180","26750"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","G6","10","[c]","74010","73190"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","G7","35","[c]","57790","58280"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","HEO","35","[c]","33800","33120"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","SEO","10","[c]","43570","43090"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","AO","25","[c]","20860","20970"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","HEO","15","[c]","30450","30450"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","AA/AO","AO","25","[c]","19680","20330"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","EO","EO","35","[c]","26010","25520"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","G6/G7","G7","15","[c]","56080","55610"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","HEO","30","[c]","30820","30420"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","SEO","20","[c]","39860","38330"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","AO","250","[c]","21050","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","EO","50","[c]","27330","27230"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","HEO","55","[c]","31880","31540"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","SEO","65","[c]","41910","41750"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","AO","310","[c]","21330","21250"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","EO","EO","110","[c]","26220","25480"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","G7","145","[c]","51950","53050"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","HEO","100","[c]","36470","38000"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","SEO","10","[c]","38770","38180"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","EO","EO","435","[c]","21390","20160"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","G7","50","[c]","55090","55000"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","HEO","245","[c]","29840","29730"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","SEO","235","[c]","41860","41000"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","AA","60","[c]","17330","17540"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","AO","55","[c]","19690","18330"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","EO","70","[c]","23500","23490"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","G7","85","[c]","49610","47010"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","HEO","285","[c]","27440","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","SEO","90","[c]","37130","38070"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","AO","20","[c]","24380","24900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","EO","145","[c]","27340","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","G6","15","[c]","66840","64700"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","G7","80","[c]","53380","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","270","[c]","33550","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","150","[c]","41250","40050"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","EO","95","[c]","26110","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","[c]","62880","63330"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","G7","50","[c]","52640","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","230","[c]","34380","34020"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","AA/AO","AO","30","[c]","21660","21250"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","EO","EO","255","[c]","25700","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","G6/G7","G6","35","[c]","63250","61010"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","G6/G7","G7","105","[c]","50870","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","SEO/HEO","HEO","200","[c]","30960","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","SEO/HEO","SEO","185","[c]","37660","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","AO","45","[c]","21880","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","EO","235","[c]","25660","25170"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G6","70","[c]","62480","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G7","355","[c]","50330","49340"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","SCS level","30","[c]","81760","76000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","670","[c]","31180","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","395","[c]","37790","37050"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","EO","EO","155","[c]","26070","26250"
"New entrant CS","2022","Department for International Trade","Department for International Trade","G6/G7","G6","15","[c]","67480","70000"
"New entrant CS","2022","Department for International Trade","Department for International Trade","G6/G7","G7","50","[c]","52820","51710"
"New entrant CS","2022","Department for International Trade","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","SEO/HEO","HEO","145","[c]","31630","31800"
"New entrant CS","2022","Department for International Trade","Department for International Trade","SEO/HEO","SEO","60","[c]","39680","38160"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","AA","15","[c]","18200","18200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","AO","20","[c]","24660","23320"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","EO","140","[c]","26780","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","G6","15","[c]","64240","63470"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","G7","95","[c]","51370","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","220","[c]","31940","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","100","[c]","38980","39600"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AO","15","[c]","23330","21840"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","EO","EO","115","[c]","27030","26130"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G6","50","[c]","65720","65440"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G7","175","[c]","53770","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","SCS level","SCS level","20","[c]","81910","75500"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","HEO","190","[c]","32970","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","SEO","165","[c]","41270","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AO","4655","[c]","21600","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","EO","4865","[c]","28220","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G6","35","[c]","67020","66250"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G7","190","[c]","54180","54000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","HEO","295","[c]","33860","32760"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","SEO","215","[c]","38380","38000"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","AO","20","[c]","22120","23170"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","EO","265","[c]","26540","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G6","30","[c]","68310","66230"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G7","120","[c]","52580","53360"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","SCS level","20","[c]","106440","107720"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","HEO","310","[c]","31880","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","SEO","170","[c]","40070","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","AA/AO","AA","55","[c]","21050","21050"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AA","275","[c]","18450","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AO","305","[c]","21900","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","EO","EO","40","[c]","26260","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","HEO","20","[c]","31090","30730"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","SEO","15","[c]","39030","38650"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AO","185","[c]","22560","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","EO","EO","380","[c]","26530","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","HEO","45","[c]","31330","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","SEO","25","[c]","41440","40110"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","EO","EO","45","[c]","25490","25000"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","G6/G7","G7","20","[c]","51280","49860"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","HEO","65","[c]","29940","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","SEO","45","[c]","37250","36500"
"New entrant CS","2022","Education Scotland","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","G6/G7","G6","20","[c]","65740","65280"
"New entrant CS","2022","Education Scotland","Scottish Government","G6/G7","G7","10","[c]","49860","49860"
"New entrant CS","2022","Education Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","EO","EO","40","[c]","24990","24470"
