"Status","Year","Function_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Counter Fraud","London","Female","Heterosexual / straight","115","[c]","28910","26090"
"New entrant CS","2022","Counter Fraud","London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Female","Unknown","40","[c]","32000","30750"
"New entrant CS","2022","Counter Fraud","London","Male","Heterosexual / straight","100","[c]","32140","30750"
"New entrant CS","2022","Counter Fraud","London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Male","Unknown","40","[c]","32080","30750"
"New entrant CS","2022","Counter Fraud","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","Female","Heterosexual / straight","450","[c]","25760","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Female","LGBO","45","[c]","26090","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","Female","Unknown","155","[c]","26360","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Male","Heterosexual / straight","420","[c]","26540","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Male","LGBO","35","[c]","25790","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","Male","Unknown","130","[c]","27400","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Female","Heterosexual / straight","390","[c]","21670","21250"
"New entrant CS","2022","Debt","Outside London","Female","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Female","Unknown","180","[c]","21430","21250"
"New entrant CS","2022","Debt","Outside London","Male","Heterosexual / straight","230","[c]","21560","21250"
"New entrant CS","2022","Debt","Outside London","Male","LGBO","35","[c]","21520","21250"
"New entrant CS","2022","Debt","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Male","Unknown","130","[c]","21500","21250"
"New entrant CS","2022","Debt","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Female","Heterosexual / straight","180","[c]","41630","39600"
"New entrant CS","2022","Digital, Data & Technology","London","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Female","Undeclared","45","[c]","39980","37300"
"New entrant CS","2022","Digital, Data & Technology","London","Female","Unknown","75","[c]","43280","38750"
"New entrant CS","2022","Digital, Data & Technology","London","Male","Heterosexual / straight","240","[c]","44980","41750"
"New entrant CS","2022","Digital, Data & Technology","London","Male","LGBO","30","[c]","44630","42590"
"New entrant CS","2022","Digital, Data & Technology","London","Male","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Male","Unknown","90","[c]","43350","40050"
"New entrant CS","2022","Digital, Data & Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Female","Heterosexual / straight","485","[c]","34700","33000"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Female","LGBO","65","[c]","31530","29200"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Female","Undeclared","55","[c]","32570","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Female","Unknown","165","[c]","34250","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Male","Heterosexual / straight","860","[c]","37000","33370"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Male","LGBO","65","[c]","34140","32160"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Male","Undeclared","125","[c]","36710","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Male","Unknown","315","[c]","35720","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Female","Heterosexual / straight","85","[c]","39040","33280"
"New entrant CS","2022","Finance","London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Male","Heterosexual / straight","70","[c]","40720","36650"
"New entrant CS","2022","Finance","London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Female","Heterosexual / straight","315","[c]","31640","29180"
"New entrant CS","2022","Finance","Outside London","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Female","Undeclared","50","[c]","29230","25000"
"New entrant CS","2022","Finance","Outside London","Female","Unknown","95","[c]","32550","29160"
"New entrant CS","2022","Finance","Outside London","Male","Heterosexual / straight","240","[c]","32160","29360"
"New entrant CS","2022","Finance","Outside London","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Male","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Male","Unknown","110","[c]","31350","28760"
"New entrant CS","2022","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Female","Heterosexual / straight","90","[c]","21550","21300"
"New entrant CS","2022","Grants Management","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Female","Unknown","190","[c]","21510","21300"
"New entrant CS","2022","Grants Management","Outside London","Male","Heterosexual / straight","65","[c]","21870","21300"
"New entrant CS","2022","Grants Management","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Male","Unknown","145","[c]","21630","21300"
"New entrant CS","2022","Grants Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Female","Heterosexual / straight","180","[c]","35640","32560"
"New entrant CS","2022","Human Resources","London","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Female","Unknown","40","[c]","34770","28970"
"New entrant CS","2022","Human Resources","London","Male","Heterosexual / straight","60","[c]","32820","27880"
"New entrant CS","2022","Human Resources","London","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","Female","Heterosexual / straight","475","[c]","31440","27570"
"New entrant CS","2022","Human Resources","Outside London","Female","LGBO","45","[c]","26470","24300"
"New entrant CS","2022","Human Resources","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","Female","Unknown","140","[c]","30650","26820"
"New entrant CS","2022","Human Resources","Outside London","Male","Heterosexual / straight","165","[c]","31760","27570"
"New entrant CS","2022","Human Resources","Outside London","Male","LGBO","30","[c]","31630","28000"
"New entrant CS","2022","Human Resources","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","Male","Unknown","75","[c]","37440","30130"
"New entrant CS","2022","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Heterosexual / straight","330","[c]","39830","40000"
"New entrant CS","2022","Legal","London","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Unknown","40","[c]","39550","32510"
"New entrant CS","2022","Legal","London","Male","Heterosexual / straight","145","[c]","41920","40000"
"New entrant CS","2022","Legal","London","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Female","Heterosexual / straight","375","[c]","32790","26970"
"New entrant CS","2022","Legal","Outside London","Female","LGBO","35","[c]","26740","23770"
"New entrant CS","2022","Legal","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Female","Unknown","35","[c]","38280","38000"
"New entrant CS","2022","Legal","Outside London","Male","Heterosexual / straight","150","[c]","35760","38000"
"New entrant CS","2022","Legal","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","London","Female","Heterosexual / straight","2805","[c]","34550","31060"
"New entrant CS","2022","No function","London","Female","LGBO","315","[c]","34650","32320"
"New entrant CS","2022","No function","London","Female","Undeclared","380","[c]","35560","32560"
"New entrant CS","2022","No function","London","Female","Unknown","1525","[c]","33340","29020"
"New entrant CS","2022","No function","London","Male","Heterosexual / straight","1785","[c]","36090","32320"
"New entrant CS","2022","No function","London","Male","LGBO","250","[c]","35240","32560"
"New entrant CS","2022","No function","London","Male","Undeclared","210","[c]","38020","33210"
"New entrant CS","2022","No function","London","Male","Unknown","1025","[c]","34870","30750"
"New entrant CS","2022","No function","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outside London","Female","Heterosexual / straight","12155","[c]","26560","24250"
"New entrant CS","2022","No function","Outside London","Female","LGBO","1275","[c]","25840","23170"
"New entrant CS","2022","No function","Outside London","Female","Undeclared","740","[c]","27870","24800"
"New entrant CS","2022","No function","Outside London","Female","Unknown","5630","[c]","25130","23140"
"New entrant CS","2022","No function","Outside London","Male","Heterosexual / straight","7940","[c]","27080","24920"
"New entrant CS","2022","No function","Outside London","Male","LGBO","855","[c]","26240","24370"
"New entrant CS","2022","No function","Outside London","Male","Undeclared","535","[c]","28230","26590"
"New entrant CS","2022","No function","Outside London","Male","Unknown","3980","[c]","25870","23170"
"New entrant CS","2022","No function","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Female","Heterosexual / straight","120","[c]","28350","27570"
"New entrant CS","2022","No function","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Female","Unknown","190","[c]","29240","28000"
"New entrant CS","2022","No function","Unknown","Male","Heterosexual / straight","60","[c]","31730","27620"
"New entrant CS","2022","No function","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Male","Unknown","95","[c]","27010","28000"
"New entrant CS","2022","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Female","Heterosexual / straight","100","[c]","44160","40110"
"New entrant CS","2022","Project Delivery","London","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Male","Heterosexual / straight","75","[c]","49990","43720"
"New entrant CS","2022","Project Delivery","London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Male","Unknown","40","[c]","43490","37790"
"New entrant CS","2022","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outside London","Female","Heterosexual / straight","465","[c]","31880","29000"
"New entrant CS","2022","Project Delivery","Outside London","Female","LGBO","35","[c]","32010","25560"
"New entrant CS","2022","Project Delivery","Outside London","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outside London","Female","Unknown","180","[c]","30730","27570"
"New entrant CS","2022","Project Delivery","Outside London","Male","Heterosexual / straight","670","[c]","36290","33000"
"New entrant CS","2022","Project Delivery","Outside London","Male","LGBO","40","[c]","33020","29230"
"New entrant CS","2022","Project Delivery","Outside London","Male","Undeclared","40","[c]","36420","33070"
"New entrant CS","2022","Project Delivery","Outside London","Male","Unknown","265","[c]","31180","29230"
"New entrant CS","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
