"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","Unknown","50","[c]","25750","26350"
"New entrant CS","2022","Unknown","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","Unknown","30","[c]","39290","39830"
"New entrant CS","2022","Unknown","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
