"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","EO","50","[c]","25710","24880"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","SEO/HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","AA/AO","260","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","EO","115","[c]","27260","27570"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","G6/G7","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","SEO/HEO","155","[c]","38070","37570"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","135","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Economics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Social Research","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Statistics","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Tax","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Counter Fraud","AA/AO","35","[c]","22550","21260"
"New entrant CS","2022","Declared disabled","Counter Fraud","Counter Fraud","EO","35","[c]","27700","27570"
"New entrant CS","2022","Declared disabled","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Other","AA/AO","35","[c]","21430","21260"
"New entrant CS","2022","Declared disabled","Debt","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Tax","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","EO","30","[c]","25710","25880"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G6/G7","35","[c]","54210","53070"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","75","[c]","35870","35720"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
