"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","National Records of Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scotland","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scotland","HEO","10","[c]","32380","31540"
"New entrant CS","2022","National Records of Scotland","Scotland","SEO","20","[c]","40780","39660"
"New entrant CS","2022","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland","SEO","10","[c]","38750","36720"
"New entrant CS","2022","Office for Budget Responsibility","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO","10","[c]","46200","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","SEO","10","[c]","48030","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","G7","10","[c]","69190","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","SEO","20","[c]","45230","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","AO","10","[c]","21220","21200"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO","15","[c]","45670","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","G7","10","[c]","72500","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","G7","15","[c]","70730","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO","15","[c]","47160","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G7","10","[c]","73500","75500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G7","10","[c]","70500","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","AO","20","[c]","20640","19750"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","EO","110","[c]","27370","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","G6","10","[c]","80830","79440"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","G7","45","[c]","60560","60000"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","HEO","30","[c]","35500","35040"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","SEO","30","[c]","43290","42910"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","AO","30","[c]","19090","18180"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","EO","95","[c]","24260","23450"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","G7","25","[c]","53890","54150"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","HEO","25","[c]","33020","33200"
"New entrant CS","2022","Office of Gas and Electricity Markets","Scotland","SEO","25","[c]","38730","38500"
"New entrant CS","2022","Office of Gas and Electricity Markets","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","G7","10","[c]","49800","48500"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","HEO","20","[c]","31700","31000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO","20","[c]","39270","38000"
"New entrant CS","2022","Office of Rail and Road","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","East Midlands (England)","AO","50","[c]","20970","20970"
"New entrant CS","2022","Office of the Public Guardian","East Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","AO","120","[c]","20960","20970"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","EO","25","[c]","25180","25120"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Wales","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","South West (England)","AO","20","[c]","20160","21520"
"New entrant CS","2022","Planning Inspectorate","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","South West (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","South West (England)","HEO","15","[c]","32780","32780"
"New entrant CS","2022","Planning Inspectorate","South West (England)","SEO","10","[c]","40890","40720"
"New entrant CS","2022","Planning Inspectorate","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East of England","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","London","AO","15","[c]","23260","23780"
"New entrant CS","2022","Public Health England","London","EO","25","[c]","26170","26880"
"New entrant CS","2022","Public Health England","London","G6","15","[c]","74470","72630"
"New entrant CS","2022","Public Health England","London","G7","20","[c]","51680","51300"
"New entrant CS","2022","Public Health England","London","HEO","35","[c]","31640","32330"
"New entrant CS","2022","Public Health England","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","London","SEO","35","[c]","39710","40070"
"New entrant CS","2022","Public Health England","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","North West (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Yorkshire and The Humber","SEO","10","[c]","38650","38170"
"New entrant CS","2022","Queen Elizabeth II Centre","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scotland","AO","40","[c]","22780","22780"
"New entrant CS","2022","Registers of Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Scotland","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scotland","AO","10","[c]","24670","24400"
"New entrant CS","2022","Revenue Scotland","Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scotland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Unknown","Unknown","155","[c]","20590","16190"
"New entrant CS","2022","Rural Payments Agency","East Midlands (England)","AO","35","[c]","20800","21300"
"New entrant CS","2022","Rural Payments Agency","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","East of England","AO","15","[c]","21300","21300"
"New entrant CS","2022","Rural Payments Agency","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","North East (England)","AO","125","[c]","21180","21300"
"New entrant CS","2022","Rural Payments Agency","North East (England)","EO","10","[c]","24920","24920"
"New entrant CS","2022","Rural Payments Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","North East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","North West (England)","AO","155","[c]","21300","21300"
"New entrant CS","2022","Rural Payments Agency","North West (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South East (England)","AO","20","[c]","21300","21300"
"New entrant CS","2022","Rural Payments Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South West (England)","AO","25","[c]","21300","21300"
"New entrant CS","2022","Rural Payments Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","West Midlands (England)","AO","45","[c]","21300","21300"
"New entrant CS","2022","Rural Payments Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Yorkshire and The Humber","AO","65","[c]","21230","21300"
"New entrant CS","2022","Rural Payments Agency","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","AA","115","[c]","20950","20950"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","AO","150","[c]","22050","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","EO","15","[c]","24760","24600"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","HEO","10","[c]","33180","32000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Scotland","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Scotland","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","AA","155","[c]","21660","21050"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","AO","155","[c]","24550","24400"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","EO","245","[c]","27420","27230"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","G6","45","[c]","68830","66410"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","G7","160","[c]","52880","49860"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","HEO","385","[c]","32000","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","SCS level","10","[c]","88510","78810"
"New entrant CS","2022","Scottish Government (excl. agencies)","Scotland","SEO","295","[c]","41030","39660"
"New entrant CS","2022","Scottish Housing Regulator","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Scotland","AA","45","[c]","21680","21640"
"New entrant CS","2022","Scottish Prison Service","Scotland","AO","305","[c]","21930","21640"
"New entrant CS","2022","Scottish Prison Service","Scotland","EO","35","[c]","27520","27020"
"New entrant CS","2022","Scottish Prison Service","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
