"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","London","770","[c]","38290","34590"
"Leaver Dept.","2022","20-29","Policy","Outside London","155","[c]","32440","30830"
"Leaver Dept.","2022","20-29","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","20","[c]","39340","40050"
"Leaver Dept.","2022","20-29","Project Delivery","London","50","[c]","33340","34020"
"Leaver Dept.","2022","20-29","Project Delivery","Outside London","80","[c]","30660","28400"
"Leaver Dept.","2022","20-29","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Outside London","15","[c]","25610","26270"
"Leaver Dept.","2022","20-29","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Science and Engineering","London","185","[c]","32380","32330"
"Leaver Dept.","2022","20-29","Science and Engineering","Outside London","325","[c]","26730","27120"
"Leaver Dept.","2022","20-29","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","London","20","[c]","39850","38020"
"Leaver Dept.","2022","20-29","Social Research","Outside London","15","[c]","32320","30120"
"Leaver Dept.","2022","20-29","Statistics","London","40","[c]","37160","34320"
"Leaver Dept.","2022","20-29","Statistics","Outside London","20","[c]","33510","29540"
"Leaver Dept.","2022","20-29","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","London","1020","[c]","35620","32000"
"Leaver Dept.","2022","20-29","Unknown","Outside London","545","[c]","29500","28000"
"Leaver Dept.","2022","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","185","[c]","33090","32000"
"Leaver Dept.","2022","30-39","Commercial","London","35","[c]","46220","44110"
"Leaver Dept.","2022","30-39","Commercial","Outside London","105","[c]","35090","34800"
"Leaver Dept.","2022","30-39","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","London","105","[c]","43390","40220"
"Leaver Dept.","2022","30-39","Communications","Outside London","30","[c]","37150","36840"
"Leaver Dept.","2022","30-39","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","London","15","[c]","37960","34240"
"Leaver Dept.","2022","30-39","Counter Fraud","Outside London","20","[c]","27960","27570"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","London","85","[c]","43280","40170"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","Outside London","140","[c]","38600","36690"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","Unknown","15","[c]","32830","30730"
"Leaver Dept.","2022","30-39","Economics","London","40","[c]","52660","53490"
"Leaver Dept.","2022","30-39","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","London","65","[c]","48990","45200"
"Leaver Dept.","2022","30-39","Finance","Outside London","85","[c]","37550","34620"
"Leaver Dept.","2022","30-39","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","London","70","[c]","41320","34000"
"Leaver Dept.","2022","30-39","Human Resources","Outside London","80","[c]","36510","31990"
"Leaver Dept.","2022","30-39","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intelligence Analysis","London","20","[c]","40470","37300"
"Leaver Dept.","2022","30-39","Intelligence Analysis","Outside London","15","[c]","30570","30940"
"Leaver Dept.","2022","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","London","65","[c]","45110","46200"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","Outside London","25","[c]","34960","31090"
"Leaver Dept.","2022","30-39","Legal","London","40","[c]","56350","53720"
"Leaver Dept.","2022","30-39","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicine","London","35","[c]","72070","78210"
"Leaver Dept.","2022","30-39","Medicine","Outside London","40","[c]","63330","55180"
"Leaver Dept.","2022","30-39","Operational Delivery","London","745","[c]","38810","36100"
"Leaver Dept.","2022","30-39","Operational Delivery","Outside London","1600","[c]","28820","27570"
"Leaver Dept.","2022","30-39","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Delivery","Unknown","45","[c]","26340","26470"
"Leaver Dept.","2022","30-39","Operational Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other","London","70","[c]","40200","32960"
"Leaver Dept.","2022","30-39","Other","Outside London","130","[c]","27120","27140"
"Leaver Dept.","2022","30-39","Other","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","London","605","[c]","49110","52300"
"Leaver Dept.","2022","30-39","Policy","Outside London","170","[c]","40140","37380"
"Leaver Dept.","2022","30-39","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","London","40","[c]","47540","43350"
"Leaver Dept.","2022","30-39","Project Delivery","Outside London","95","[c]","37320","37160"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Science and Engineering","London","185","[c]","40520","40070"
"Leaver Dept.","2022","30-39","Science and Engineering","Outside London","385","[c]","34820","34350"
"Leaver Dept.","2022","30-39","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Outside London","15","[c]","31980","31780"
"Leaver Dept.","2022","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Social Research","London","15","[c]","50020","46270"
"Leaver Dept.","2022","30-39","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Statistics","London","25","[c]","46130","44890"
"Leaver Dept.","2022","30-39","Statistics","Outside London","20","[c]","39550","39480"
"Leaver Dept.","2022","30-39","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","London","730","[c]","48240","54110"
"Leaver Dept.","2022","30-39","Unknown","Outside London","505","[c]","34580","32000"
"Leaver Dept.","2022","30-39","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","110","[c]","45460","35590"
"Leaver Dept.","2022","30-39","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","London","35","[c]","58260","55520"
"Leaver Dept.","2022","40-49","Commercial","Outside London","60","[c]","41620","39180"
"Leaver Dept.","2022","40-49","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","London","50","[c]","58240","53020"
"Leaver Dept.","2022","40-49","Communications","Outside London","40","[c]","39760","36240"
"Leaver Dept.","2022","40-49","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","Outside London","30","[c]","30390","27570"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","London","70","[c]","54940","50370"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","Outside London","125","[c]","44410","40810"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","Unknown","20","[c]","39760","41090"
"Leaver Dept.","2022","40-49","Economics","London","20","[c]","72530","70340"
"Leaver Dept.","2022","40-49","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","London","60","[c]","53820","43240"
"Leaver Dept.","2022","40-49","Finance","Outside London","115","[c]","40340","37190"
"Leaver Dept.","2022","40-49","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","London","55","[c]","48310","43360"
"Leaver Dept.","2022","40-49","Human Resources","Outside London","85","[c]","41300","38200"
"Leaver Dept.","2022","40-49","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","Outside London","15","[c]","29190","29620"
"Leaver Dept.","2022","40-49","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","London","75","[c]","47560","48860"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","Outside London","20","[c]","42220","38950"
"Leaver Dept.","2022","40-49","Legal","London","35","[c]","63430","63150"
"Leaver Dept.","2022","40-49","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicine","London","45","[c]","90150","95140"
"Leaver Dept.","2022","40-49","Medicine","Outside London","80","[c]","77910","84560"
"Leaver Dept.","2022","40-49","Operational Delivery","London","590","[c]","45300","41350"
"Leaver Dept.","2022","40-49","Operational Delivery","Outside London","1275","[c]","32240","27570"
"Leaver Dept.","2022","40-49","Operational Delivery","Unknown","25","[c]","28240","26780"
"Leaver Dept.","2022","40-49","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","London","35","[c]","50830","45730"
"Leaver Dept.","2022","40-49","Other","Outside London","120","[c]","30840","27570"
"Leaver Dept.","2022","40-49","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","Outside London","10","[c]","42530","40720"
"Leaver Dept.","2022","40-49","Policy","London","270","[c]","57050","54460"
"Leaver Dept.","2022","40-49","Policy","Outside London","115","[c]","42880","39280"
"Leaver Dept.","2022","40-49","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","London","45","[c]","50310","45280"
"Leaver Dept.","2022","40-49","Project Delivery","Outside London","100","[c]","44400","41200"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Outside London","20","[c]","42760","39040"
"Leaver Dept.","2022","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Science and Engineering","London","165","[c]","47640","46000"
"Leaver Dept.","2022","40-49","Science and Engineering","Outside London","425","[c]","42080","40060"
"Leaver Dept.","2022","40-49","Security","London","10","[c]","52240","57460"
"Leaver Dept.","2022","40-49","Security","Outside London","15","[c]","34290","31990"
"Leaver Dept.","2022","40-49","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","London","10","[c]","48730","53130"
"Leaver Dept.","2022","40-49","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","London","340","[c]","58660","56600"
"Leaver Dept.","2022","40-49","Unknown","Outside London","385","[c]","38700","33300"
"Leaver Dept.","2022","40-49","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","40","[c]","56360","51650"
"Leaver Dept.","2022","40-49","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","London","35","[c]","47620","41310"
"Leaver Dept.","2022","50-59","Commercial","Outside London","60","[c]","46670","42080"
"Leaver Dept.","2022","50-59","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","London","30","[c]","56200","56800"
"Leaver Dept.","2022","50-59","Communications","Outside London","20","[c]","40460","39350"
"Leaver Dept.","2022","50-59","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Outside London","20","[c]","30210","28190"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","London","45","[c]","54090","48540"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","Outside London","70","[c]","41900","38000"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","London","30","[c]","56500","50420"
"Leaver Dept.","2022","50-59","Finance","Outside London","80","[c]","41400","38630"
"Leaver Dept.","2022","50-59","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","London","45","[c]","48580","48020"
"Leaver Dept.","2022","50-59","Human Resources","Outside London","55","[c]","43060","38650"
"Leaver Dept.","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","London","55","[c]","49290","49560"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","Outside London","20","[c]","41490","37070"
"Leaver Dept.","2022","50-59","Legal","London","15","[c]","69990","72130"
"Leaver Dept.","2022","50-59","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicine","London","50","[c]","103480","107720"
"Leaver Dept.","2022","50-59","Medicine","Outside London","70","[c]","105900","113110"
"Leaver Dept.","2022","50-59","Operational Delivery","London","435","[c]","46060","40070"
"Leaver Dept.","2022","50-59","Operational Delivery","Outside London","965","[c]","33550","27570"
"Leaver Dept.","2022","50-59","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Operational Delivery","Unknown","15","[c]","29330","28610"
"Leaver Dept.","2022","50-59","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","London","20","[c]","45790","36550"
"Leaver Dept.","2022","50-59","Other","Outside London","90","[c]","31710","27570"
"Leaver Dept.","2022","50-59","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","London","150","[c]","60420","53650"
"Leaver Dept.","2022","50-59","Policy","Outside London","85","[c]","44720","39370"
"Leaver Dept.","2022","50-59","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","London","15","[c]","51340","47520"
"Leaver Dept.","2022","50-59","Project Delivery","Outside London","70","[c]","42920","39030"
"Leaver Dept.","2022","50-59","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","London","15","[c]","52960","52610"
"Leaver Dept.","2022","50-59","Property","Outside London","30","[c]","40950","38140"
"Leaver Dept.","2022","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","London","130","[c]","49240","46000"
"Leaver Dept.","2022","50-59","Science and Engineering","Outside London","330","[c]","47510","43610"
"Leaver Dept.","2022","50-59","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Outside London","15","[c]","34090","30940"
"Leaver Dept.","2022","50-59","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","London","190","[c]","55300","54110"
"Leaver Dept.","2022","50-59","Unknown","Outside London","240","[c]","42000","34800"
"Leaver Dept.","2022","50-59","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","25","[c]","52580","53380"
"Leaver Dept.","2022","60-64","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","Outside London","10","[c]","48300","39860"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Outside London","15","[c]","34520","35180"
"Leaver Dept.","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","London","20","[c]","113210","114000"
"Leaver Dept.","2022","60-64","Medicine","Outside London","30","[c]","106890","115710"
"Leaver Dept.","2022","60-64","Operational Delivery","London","95","[c]","49120","40070"
"Leaver Dept.","2022","60-64","Operational Delivery","Outside London","180","[c]","37990","27570"
"Leaver Dept.","2022","60-64","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Outside London","10","[c]","43010","37710"
"Leaver Dept.","2022","60-64","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Science and Engineering","London","25","[c]","47060","40570"
"Leaver Dept.","2022","60-64","Science and Engineering","Outside London","70","[c]","50710","45840"
"Leaver Dept.","2022","60-64","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Tax","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Outside London","35","[c]","35270","29970"
"Leaver Dept.","2022","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Medicine","London","10","[c]","130030","117090"
"Leaver Dept.","2022","65+","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Operational Delivery","London","35","[c]","39980","32330"
"Leaver Dept.","2022","65+","Operational Delivery","Outside London","60","[c]","34210","28200"
"Leaver Dept.","2022","65+","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Science and Engineering","London","20","[c]","60270","55330"
"Leaver Dept.","2022","65+","Science and Engineering","Outside London","25","[c]","45630","40560"
"Leaver Dept.","2022","65+","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","Outside London","20","[c]","20230","20900"
"New entrant CS","2022","16-19","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Outside London","20","[c]","20630","20230"
"New entrant CS","2022","16-19","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Outside London","10","[c]","20720","20900"
"New entrant CS","2022","16-19","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
