"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Female","Heterosexual / straight","4290","[c]","27230","27570"
"New entrant CS","2022","Declared non-disabled","EO","Female","LGBO","330","[c]","26800","27230"
"New entrant CS","2022","Declared non-disabled","EO","Female","Undeclared","205","[c]","27000","27230"
"New entrant CS","2022","Declared non-disabled","EO","Female","Unknown","110","[c]","25620","25010"
"New entrant CS","2022","Declared non-disabled","EO","Male","Heterosexual / straight","3140","[c]","27110","27270"
"New entrant CS","2022","Declared non-disabled","EO","Male","LGBO","320","[c]","27030","27230"
"New entrant CS","2022","Declared non-disabled","EO","Male","Undeclared","170","[c]","26730","26950"
"New entrant CS","2022","Declared non-disabled","EO","Male","Unknown","90","[c]","25460","25010"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Female","Heterosexual / straight","1075","[c]","55110","53050"
"New entrant CS","2022","Declared non-disabled","G6/G7","Female","LGBO","75","[c]","56450","53380"
"New entrant CS","2022","Declared non-disabled","G6/G7","Female","Undeclared","70","[c]","55160","52610"
"New entrant CS","2022","Declared non-disabled","G6/G7","Female","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Male","Heterosexual / straight","1070","[c]","56700","54110"
"New entrant CS","2022","Declared non-disabled","G6/G7","Male","LGBO","90","[c]","57020","54110"
"New entrant CS","2022","Declared non-disabled","G6/G7","Male","Undeclared","65","[c]","55690","53830"
"New entrant CS","2022","Declared non-disabled","G6/G7","Male","Unknown","50","[c]","52300","49080"
"New entrant CS","2022","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Female","Heterosexual / straight","70","[c]","89590","86720"
"New entrant CS","2022","Declared non-disabled","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Male","Heterosexual / straight","80","[c]","98190","90000"
"New entrant CS","2022","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","3580","[c]","35330","33840"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Female","LGBO","330","[c]","34740","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Female","Undeclared","235","[c]","35190","34290"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Female","Unknown","155","[c]","32170","31250"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","3065","[c]","35520","33570"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Male","LGBO","320","[c]","34790","33210"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Male","Undeclared","190","[c]","35260","33570"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Male","Unknown","195","[c]","30930","29230"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","2745","[c]","28110","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","LGBO","190","[c]","28080","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","Undeclared","100","[c]","28150","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","1010","[c]","31040","27890"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","LGBO","80","[c]","30430","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","Undeclared","55","[c]","33760","32590"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Female","Heterosexual / straight","190","[c]","21490","21260"
"New entrant CS","2022","Undeclared","AA/AO","Female","LGBO","45","[c]","21640","21260"
"New entrant CS","2022","Undeclared","AA/AO","Female","Undeclared","60","[c]","21400","21250"
"New entrant CS","2022","Undeclared","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Male","Heterosexual / straight","160","[c]","22140","21260"
"New entrant CS","2022","Undeclared","AA/AO","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Male","Undeclared","65","[c]","22290","21260"
"New entrant CS","2022","Undeclared","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Female","Heterosexual / straight","145","[c]","27200","27570"
"New entrant CS","2022","Undeclared","EO","Female","LGBO","30","[c]","26890","27570"
"New entrant CS","2022","Undeclared","EO","Female","Undeclared","45","[c]","27820","27570"
"New entrant CS","2022","Undeclared","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Male","Heterosexual / straight","125","[c]","27180","27570"
"New entrant CS","2022","Undeclared","EO","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Male","Undeclared","55","[c]","27200","27520"
"New entrant CS","2022","Undeclared","EO","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Female","Heterosexual / straight","35","[c]","52570","52180"
"New entrant CS","2022","Undeclared","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Male","Heterosexual / straight","30","[c]","56360","55110"
"New entrant CS","2022","Undeclared","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Male","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Female","Heterosexual / straight","135","[c]","35000","34020"
"New entrant CS","2022","Undeclared","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Female","Undeclared","65","[c]","35060","34020"
"New entrant CS","2022","Undeclared","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Male","Heterosexual / straight","120","[c]","35150","33570"
"New entrant CS","2022","Undeclared","SEO/HEO","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Male","Undeclared","95","[c]","35900","34550"
"New entrant CS","2022","Undeclared","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Female","Heterosexual / straight","140","[c]","29430","27420"
"New entrant CS","2022","Undeclared","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Female","Undeclared","50","[c]","30200","28410"
"New entrant CS","2022","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Male","Heterosexual / straight","55","[c]","31440","28350"
"New entrant CS","2022","Undeclared","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Female","Heterosexual / straight","485","[c]","21670","21250"
"New entrant CS","2022","Unknown","AA/AO","Female","LGBO","60","[c]","22750","21260"
"New entrant CS","2022","Unknown","AA/AO","Female","Undeclared","35","[c]","21460","21840"
"New entrant CS","2022","Unknown","AA/AO","Female","Unknown","4185","[c]","21970","21250"
"New entrant CS","2022","Unknown","AA/AO","Male","Heterosexual / straight","370","[c]","22170","21640"
"New entrant CS","2022","Unknown","AA/AO","Male","LGBO","30","[c]","21670","21450"
"New entrant CS","2022","Unknown","AA/AO","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Male","Unknown","3460","[c]","22340","21260"
"New entrant CS","2022","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Female","Heterosexual / straight","575","[c]","27120","26590"
"New entrant CS","2022","Unknown","EO","Female","LGBO","65","[c]","27230","27230"
"New entrant CS","2022","Unknown","EO","Female","Undeclared","165","[c]","26310","27270"
"New entrant CS","2022","Unknown","EO","Female","Unknown","2280","[c]","27010","27230"
"New entrant CS","2022","Unknown","EO","Male","Heterosexual / straight","515","[c]","28190","27130"
"New entrant CS","2022","Unknown","EO","Male","LGBO","60","[c]","27410","26590"
"New entrant CS","2022","Unknown","EO","Male","Undeclared","85","[c]","27840","27270"
"New entrant CS","2022","Unknown","EO","Male","Unknown","2215","[c]","26940","26590"
"New entrant CS","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Female","Heterosexual / straight","195","[c]","56090","53360"
"New entrant CS","2022","Unknown","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Female","Undeclared","65","[c]","55230","53360"
"New entrant CS","2022","Unknown","G6/G7","Female","Unknown","535","[c]","58760","56110"
"New entrant CS","2022","Unknown","G6/G7","Male","Heterosexual / straight","165","[c]","57810","54280"
"New entrant CS","2022","Unknown","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Male","Undeclared","60","[c]","55830","53360"
"New entrant CS","2022","Unknown","G6/G7","Male","Unknown","610","[c]","60210","57430"
"New entrant CS","2022","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Female","Unknown","55","[c]","94090","83230"
"New entrant CS","2022","Unknown","SCS level","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Male","Unknown","70","[c]","106560","95000"
"New entrant CS","2022","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Female","Heterosexual / straight","600","[c]","35390","35050"
"New entrant CS","2022","Unknown","SEO/HEO","Female","LGBO","70","[c]","34860","33330"
"New entrant CS","2022","Unknown","SEO/HEO","Female","Undeclared","210","[c]","35610","33310"
"New entrant CS","2022","Unknown","SEO/HEO","Female","Unknown","1930","[c]","34080","33080"
"New entrant CS","2022","Unknown","SEO/HEO","Male","Heterosexual / straight","520","[c]","36370","36500"
"New entrant CS","2022","Unknown","SEO/HEO","Male","LGBO","55","[c]","35820","36500"
"New entrant CS","2022","Unknown","SEO/HEO","Male","Undeclared","170","[c]","34980","32910"
"New entrant CS","2022","Unknown","SEO/HEO","Male","Unknown","1820","[c]","34600","33080"
"New entrant CS","2022","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","Heterosexual / straight","120","[c]","26580","24800"
"New entrant CS","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","Unknown","2315","[c]","27440","25190"
"New entrant CS","2022","Unknown","Unknown","Male","Heterosexual / straight","45","[c]","30750","28200"
"New entrant CS","2022","Unknown","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Male","Unknown","1060","[c]","28250","27310"
"New entrant CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
