"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Outside London","715","[c]","21480","21250"
"New entrant CS","2022","Debt","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","140","[c]","44540","40600"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","75","[c]","42320","37300"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","25","[c]","38140","35930"
"New entrant CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","10","[c]","26640","25010"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","Outside London","10","[c]","30000","29160"
"New entrant CS","2022","Digital, Data & Technology","Companies House","Outside London","25","[c]","36010","36150"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","London","20","[c]","53370","57000"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","Outside London","15","[c]","37640","38330"
"New entrant CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","Outside London","10","[c]","31860","30130"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Outside London","25","[c]","29180","28320"
"New entrant CS","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","36540","33570"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","London","30","[c]","41630","40230"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","130","[c]","37130","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","35","[c]","39930","38750"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","240","[c]","39680","37000"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","London","40","[c]","41070","34250"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","15","[c]","48290","53130"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","London","15","[c]","41780","41590"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","10","[c]","34100","34690"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","30","[c]","45580","41640"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","330","[c]","39500","37000"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","60","[c]","36040","32790"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","40","[c]","31760","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","45","[c]","31540","30730"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Outside London","20","[c]","40270","35910"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","London","35","[c]","42550","41750"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","60","[c]","35760","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","London","20","[c]","34320","37290"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Outside London","70","[c]","30210","27130"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","30","[c]","39010","37930"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","310","[c]","35750","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Outside London","30","[c]","41910","40200"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Outside London","150","[c]","24400","21430"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","10","[c]","45810","39250"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","150","[c]","28910","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","80","[c]","48780","51640"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","45","[c]","43970","41590"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","London","15","[c]","48420","40170"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Outside London","25","[c]","35910","36740"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","[c]","53450","42660"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","London","10","[c]","33710","37730"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Outside London","15","[c]","33100","32000"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","London","25","[c]","36850","35600"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","London","10","[c]","34110","32330"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Outside London","20","[c]","29850","28590"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Outside London","20","[c]","34900","33290"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","120","[c]","34690","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Outside London","15","[c]","25270","20100"
"New entrant CS","2022","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Outside London","45","[c]","22580","22000"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Outside London","45","[c]","31430","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","55","[c]","36160","35900"
"New entrant CS","2022","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","43120","39100"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","London","20","[c]","51410","54110"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Outside London","10","[c]","37450","38650"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","30","[c]","39390","36650"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Outside London","110","[c]","30330","27570"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","London","70","[c]","37320","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Outside London","75","[c]","28790","23690"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Outside London","15","[c]","34800","33230"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Outside London","80","[c]","35460","29360"
"New entrant CS","2022","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","London","30","[c]","43750","43430"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Outside London","140","[c]","27610","21250"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","75","[c]","31970","26350"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Outside London","40","[c]","35740","36050"
"New entrant CS","2022","Finance","National Crime Agency","Outside London","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Outside London","15","[c]","32350","28300"
"New entrant CS","2022","Finance","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","London","20","[c]","41090","37180"
"New entrant CS","2022","Finance","UK Health Security Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Health Security Agency","Outside London","15","[c]","42590","42480"
"New entrant CS","2022","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Rural Payments Agency","Outside London","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","25","[c]","37160","28000"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Outside London","120","[c]","29250","23850"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Companies House","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","London","10","[c]","40670","37400"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","10","[c]","23330","21050"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Outside London","15","[c]","32340","21000"
"New entrant CS","2022","Human Resources","Defence Science and Technology Laboratory","Outside London","20","[c]","32630","26030"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","Outside London","25","[c]","27740","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","[c]","39890","32560"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","75","[c]","36160","29930"
"New entrant CS","2022","Human Resources","Department for International Trade","London","25","[c]","30440","26250"
"New entrant CS","2022","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","15","[c]","25530","23320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","London","15","[c]","48630","38650"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Outside London","20","[c]","38210","31680"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","25","[c]","34010","31060"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","75","[c]","29370","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","London","60","[c]","31720","28620"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Outside London","10","[c]","28410","30730"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","Outside London","10","[c]","25310","21840"
"New entrant CS","2022","Human Resources","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Legal Department","London","10","[c]","28940","25260"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Outside London","30","[c]","31110","31660"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Outside London","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","Outside London","10","[c]","36010","36460"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","65","[c]","29480","26590"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Intellectual Property Office","Outside London","10","[c]","28630","22920"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Met Office","Outside London","10","[c]","37660","37420"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","25","[c]","38980","37000"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","140","[c]","26220","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","London","20","[c]","33100","34260"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Outside London","65","[c]","32180","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Outside London","10","[c]","35700","28840"
"New entrant CS","2022","Human Resources","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","London","10","[c]","47050","43080"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Outside London","15","[c]","35480","35000"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Public Health England","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Prison Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Health Security Agency","London","55","[c]","36280","32330"
"New entrant CS","2022","Human Resources","UK Health Security Agency","Outside London","70","[c]","45430","46580"
"New entrant CS","2022","Human Resources","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
