"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","AO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Home Office","AO","20","[c]","21860","21680"
"Leaver Dept.","2022","50-59","Home Office","EO","65","[c]","26840","26210"
"Leaver Dept.","2022","50-59","Home Office","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Home Office","G7","20","[c]","58900","59480"
"Leaver Dept.","2022","50-59","Home Office","HEO","20","[c]","33860","33900"
"Leaver Dept.","2022","50-59","Home Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Home Office","SEO","20","[c]","39900","39400"
"Leaver Dept.","2022","50-59","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","AO","20","[c]","21360","21170"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","EO","15","[c]","28190","26890"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","HEO","15","[c]","34320","33300"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Defence (excl. agencies)","SEO","20","[c]","42140","40580"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","G7","15","[c]","55650","58930"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Ministry of Justice (excl. agencies)","SEO","10","[c]","42910","41340"
"Leaver Dept.","2022","50-59","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","National Crime Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Public Health England","AA","25","[c]","19980","19530"
"Leaver Dept.","2022","50-59","Public Health England","AO","95","[c]","21970","22010"
"Leaver Dept.","2022","50-59","Public Health England","EO","135","[c]","26420","26880"
"Leaver Dept.","2022","50-59","Public Health England","G6","170","[c]","72170","68390"
"Leaver Dept.","2022","50-59","Public Health England","G7","360","[c]","53400","52610"
"Leaver Dept.","2022","50-59","Public Health England","HEO","205","[c]","32550","32330"
"Leaver Dept.","2022","50-59","Public Health England","SCS level","150","[c]","112630","113020"
"Leaver Dept.","2022","50-59","Public Health England","SEO","270","[c]","40800","40560"
"Leaver Dept.","2022","50-59","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Rural Payments Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Forestry","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Security Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Submarine Delivery Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","The Insolvency Service","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Valuation Office Agency","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Equipment and Support","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","EO","15","[c]","28070","27570"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectorate","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Public Health England","AA","10","[c]","19560","19530"
"Leaver Dept.","2022","60-64","Public Health England","AO","35","[c]","21750","21990"
"Leaver Dept.","2022","60-64","Public Health England","EO","55","[c]","27140","27900"
"Leaver Dept.","2022","60-64","Public Health England","G6","55","[c]","72510","70860"
"Leaver Dept.","2022","60-64","Public Health England","G7","70","[c]","53890","53230"
"Leaver Dept.","2022","60-64","Public Health England","HEO","50","[c]","33880","34340"
"Leaver Dept.","2022","60-64","Public Health England","SCS level","60","[c]","121300","114980"
"Leaver Dept.","2022","60-64","Public Health England","SEO","55","[c]","40510","40070"
"Leaver Dept.","2022","60-64","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
