"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","London","30","[c]","28600","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Outside London","615","[c]","22460","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","London","50","[c]","36860","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Outside London","35","[c]","32840","31990"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Outside London","55","[c]","25120","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","London","10","[c]","39160","38300"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Outside London","20","[c]","38720","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","London","145","[c]","32500","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Outside London","1070","[c]","25870","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Unknown","20","[c]","30140","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","London","70","[c]","39240","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Outside London","55","[c]","36150","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","London","100","[c]","36060","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","London","60","[c]","35970","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","London","70","[c]","38250","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Outside London","60","[c]","30170","28970"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","London","75","[c]","30950","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Outside London","20","[c]","25910","23690"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","London","85","[c]","38130","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","Outside London","45","[c]","38820","33850"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","London","115","[c]","36670","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","Outside London","20","[c]","37410","32890"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","Unknown","Outside London","65","[c]","24240","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","Outside London","10","[c]","23020","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","Outside London","40","[c]","31760","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","Outside London","10","[c]","28410","30730"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","Outside London","525","[c]","20510","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","Unknown","40","[c]","20730","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","Outside London","45","[c]","31680","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Finance","Outside London","15","[c]","34800","33230"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","Outside London","10","[c]","25310","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","London","40","[c]","29840","30130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","Outside London","495","[c]","25170","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Property","Outside London","10","[c]","29640","30730"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Finance","Outside London","80","[c]","35460","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Operational Delivery","London","15","[c]","31950","32940"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Operational Delivery","Outside London","50","[c]","30560","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Policy","Outside London","30","[c]","34400","36500"
"New entrant CS","2022","Education Scotland","Scottish Government","Unknown","Outside London","50","[c]","49830","49860"
"New entrant CS","2022","Estyn","Estyn","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Communications","Outside London","15","[c]","31490","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Operational Delivery","Outside London","30","[c]","28830","24470"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Policy","Outside London","45","[c]","32450","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Science and Engineering","Outside London","40","[c]","31640","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","Unknown","Outside London","85","[c]","33020","31540"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Other","London","35","[c]","44610","39720"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Internal Audit","London","15","[c]","45320","44160"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Internal Audit","Outside London","10","[c]","45070","41350"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Human Resources","London","10","[c]","28940","25260"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Legal","London","190","[c]","46880","50500"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Legal","Outside London","10","[c]","47140","46450"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Other","London","95","[c]","27810","26950"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Finance","Outside London","25","[c]","49630","44500"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Property","Outside London","15","[c]","48310","49700"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","Outside London","20","[c]","40270","35910"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","London","10","[c]","36870","36040"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","Outside London","165","[c]","34250","31660"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","Outside London","70","[c]","27630","26370"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","London","25","[c]","42400","41750"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Outside London","55","[c]","35960","36050"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Legal","London","40","[c]","35160","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Legal","Outside London","70","[c]","31570","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","London","360","[c]","27070","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Outside London","1310","[c]","21630","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Unknown","10","[c]","21280","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Digital, Data and Technology","London","20","[c]","34320","37290"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Digital, Data and Technology","Outside London","70","[c]","30210","27130"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Human Resources","Outside London","15","[c]","31640","27130"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Legal","Outside London","15","[c]","38190","36200"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Operational Delivery","London","15","[c]","30350","30600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Operational Delivery","Outside London","330","[c]","24340","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Project Delivery","Outside London","30","[c]","27070","22600"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Human Resources","Outside London","10","[c]","36010","36460"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","Outside London","10","[c]","23250","24620"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","London","1795","[c]","32190","30520"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","Outside London","12770","[c]","26190","24090"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","Unknown","175","[c]","29050","24800"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Policy","Outside London","15","[c]","25910","19780"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Psychology","London","20","[c]","29490","28350"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Psychology","Outside London","155","[c]","26220","27700"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Security","London","20","[c]","32670","31390"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Security","Outside London","20","[c]","26920","27700"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","London","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Outside London","60","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","95","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","Outside London","10","[c]","31790","33080"
