"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Project Delivery","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Other","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Property","Female","60","[c]","36170","33000"
"New entrant CS","2022","40-49","Property","Property","Male","95","[c]","43270","40000"
"New entrant CS","2022","40-49","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Security","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Security","Male","80","[c]","29440","25000"
"New entrant CS","2022","40-49","Security","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Digital, Data and Technology","Male","50","[c]","54290","56550"
"New entrant CS","2022","40-49","Unknown","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Medicine","Female","45","[c]","41980","33240"
"New entrant CS","2022","40-49","Unknown","Medicine","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Operational Delivery","Female","130","[c]","26200","24880"
"New entrant CS","2022","40-49","Unknown","Operational Delivery","Male","100","[c]","25720","24880"
"New entrant CS","2022","40-49","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Other","Female","105","[c]","27420","21170"
"New entrant CS","2022","40-49","Unknown","Other","Male","110","[c]","26590","26350"
"New entrant CS","2022","40-49","Unknown","Planning","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Policy","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Science and Engineering","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Female","590","[c]","33290","27940"
"New entrant CS","2022","40-49","Unknown","Unknown","Male","375","[c]","34930","30040"
"New entrant CS","2022","40-49","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Science and Engineering","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Commercial","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Tax","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Tax","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Counter Fraud","Female","55","[c]","25970","26850"
"New entrant CS","2022","50-59","Counter Fraud","Counter Fraud","Male","55","[c]","27790","27570"
"New entrant CS","2022","50-59","Counter Fraud","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Other","Female","40","[c]","22260","21260"
"New entrant CS","2022","50-59","Debt","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Tax","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Tax","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Digital, Data and Technology","Female","80","[c]","40250","36670"
"New entrant CS","2022","50-59","Digital, Data & Technology","Digital, Data and Technology","Male","210","[c]","45410","41750"
"New entrant CS","2022","50-59","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Finance","Female","65","[c]","38650","35640"
"New entrant CS","2022","50-59","Finance","Finance","Male","45","[c]","44870","43050"
"New entrant CS","2022","50-59","Finance","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Grants Management","Operational Delivery","Female","45","[c]","21460","21300"
"New entrant CS","2022","50-59","Grants Management","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Human Resources","Female","105","[c]","39500","36060"
"New entrant CS","2022","50-59","Human Resources","Human Resources","Male","35","[c]","39570","36400"
"New entrant CS","2022","50-59","Human Resources","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","Internal Audit","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","Internal Audit","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Legal","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Legal","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Inspector of Education and Training","Female","40","[c]","57440","48860"
"New entrant CS","2022","50-59","No function","Inspector of Education and Training","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","International Trade","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","International Trade","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Medicine","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Operational Delivery","Female","3040","[c]","27870","26130"
"New entrant CS","2022","50-59","No function","Operational Delivery","Male","2015","[c]","29130","26900"
"New entrant CS","2022","50-59","No function","Other","Female","35","[c]","30260","25590"
"New entrant CS","2022","50-59","No function","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Policy","Female","125","[c]","41050","36500"
"New entrant CS","2022","50-59","No function","Policy","Male","85","[c]","44450","38650"
"New entrant CS","2022","50-59","No function","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Science and Engineering","Female","55","[c]","39580","40060"
"New entrant CS","2022","50-59","No function","Science and Engineering","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Tax","Female","70","[c]","26680","26590"
"New entrant CS","2022","50-59","No function","Tax","Male","75","[c]","28330","26590"
"New entrant CS","2022","50-59","No function","Unknown","Female","45","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Veterinarian","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Other","Male","35","[c]","34010","31880"
"New entrant CS","2022","50-59","Project Delivery","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Project Delivery","Female","50","[c]","38540","36050"
"New entrant CS","2022","50-59","Project Delivery","Project Delivery","Male","90","[c]","49080","44500"
"New entrant CS","2022","50-59","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Science and Engineering","Male","65","[c]","42330","44000"
"New entrant CS","2022","50-59","Project Delivery","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Property","Female","35","[c]","37230","33000"
"New entrant CS","2022","50-59","Property","Property","Male","100","[c]","38690","33080"
"New entrant CS","2022","50-59","Property","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Security","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Security","Male","105","[c]","30600","25000"
"New entrant CS","2022","50-59","Security","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Finance","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Medicine","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Operational Delivery","Female","120","[c]","27910","24880"
