"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Unknown","30","[c]","27980","24880"
"New entrant CS","2022","Declared disabled","White","Analysis","Heterosexual / straight","55","[c]","30960","30710"
"New entrant CS","2022","Declared disabled","White","Analysis","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Analysis","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Commercial","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Commercial","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Communications","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Counter Fraud","Heterosexual / straight","95","[c]","27040","25210"
"New entrant CS","2022","Declared disabled","White","Counter Fraud","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Debt","Heterosexual / straight","45","[c]","21470","21260"
"New entrant CS","2022","Declared disabled","White","Debt","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Digital, Data & Technology","Heterosexual / straight","100","[c]","36580","33080"
"New entrant CS","2022","Declared disabled","White","Digital, Data & Technology","LGBO","35","[c]","35600","33520"
"New entrant CS","2022","Declared disabled","White","Digital, Data & Technology","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Finance","Heterosexual / straight","35","[c]","31870","27270"
"New entrant CS","2022","Declared disabled","White","Finance","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Grants Management","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Human Resources","Heterosexual / straight","60","[c]","32360","28290"
"New entrant CS","2022","Declared disabled","White","Human Resources","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Legal","Heterosexual / straight","65","[c]","35880","30130"
"New entrant CS","2022","Declared disabled","White","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Legal","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","No function","Heterosexual / straight","2090","[c]","28030","26210"
"New entrant CS","2022","Declared disabled","White","No function","LGBO","515","[c]","27230","26030"
"New entrant CS","2022","Declared disabled","White","No function","Undeclared","150","[c]","27820","27160"
"New entrant CS","2022","Declared disabled","White","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Project Delivery","Heterosexual / straight","80","[c]","32240","27960"
"New entrant CS","2022","Declared disabled","White","Project Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Property","Heterosexual / straight","40","[c]","31150","26030"
"New entrant CS","2022","Declared disabled","White","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Unknown","Heterosexual / straight","255","[c]","29950","27230"
"New entrant CS","2022","Declared disabled","White","Unknown","LGBO","90","[c]","28200","27230"
"New entrant CS","2022","Declared disabled","White","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Analysis","Heterosexual / straight","80","[c]","32560","30710"
"New entrant CS","2022","Declared non-disabled","Asian","Analysis","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Analysis","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Commercial","Heterosexual / straight","35","[c]","36710","34020"
"New entrant CS","2022","Declared non-disabled","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Communications","Heterosexual / straight","135","[c]","27360","26590"
"New entrant CS","2022","Declared non-disabled","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Counter Fraud","Heterosexual / straight","150","[c]","27150","26590"
"New entrant CS","2022","Declared non-disabled","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Debt","Heterosexual / straight","130","[c]","21500","21250"
"New entrant CS","2022","Declared non-disabled","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Digital, Data & Technology","Heterosexual / straight","200","[c]","39660","37290"
"New entrant CS","2022","Declared non-disabled","Asian","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Digital, Data & Technology","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Finance","Heterosexual / straight","75","[c]","34250","31990"
"New entrant CS","2022","Declared non-disabled","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Human Resources","Heterosexual / straight","65","[c]","31310","27770"
"New entrant CS","2022","Declared non-disabled","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Legal","Heterosexual / straight","140","[c]","38230","38000"
"New entrant CS","2022","Declared non-disabled","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","No function","Heterosexual / straight","2330","[c]","27990","27570"
"New entrant CS","2022","Declared non-disabled","Asian","No function","LGBO","60","[c]","27770","27310"
"New entrant CS","2022","Declared non-disabled","Asian","No function","Undeclared","95","[c]","28510","27010"
"New entrant CS","2022","Declared non-disabled","Asian","No function","Unknown","30","[c]","29330","22890"
"New entrant CS","2022","Declared non-disabled","Asian","Project Delivery","Heterosexual / straight","100","[c]","37580","33690"
"New entrant CS","2022","Declared non-disabled","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Property","Heterosexual / straight","35","[c]","36180","34260"
"New entrant CS","2022","Declared non-disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","Heterosexual / straight","160","[c]","28610","27570"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Analysis","Heterosexual / straight","35","[c]","32630","30710"
"New entrant CS","2022","Declared non-disabled","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Communications","Heterosexual / straight","40","[c]","28150","26590"
"New entrant CS","2022","Declared non-disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Counter Fraud","Heterosexual / straight","50","[c]","27090","25850"
"New entrant CS","2022","Declared non-disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Debt","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Digital, Data & Technology","Heterosexual / straight","115","[c]","37950","34550"
"New entrant CS","2022","Declared non-disabled","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Finance","Heterosexual / straight","35","[c]","35730","33350"
"New entrant CS","2022","Declared non-disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Human Resources","Heterosexual / straight","50","[c]","28520","26930"
"New entrant CS","2022","Declared non-disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Legal","Heterosexual / straight","60","[c]","34070","26950"
"New entrant CS","2022","Declared non-disabled","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","No function","Heterosexual / straight","1405","[c]","28700","27570"
"New entrant CS","2022","Declared non-disabled","Black","No function","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","No function","Undeclared","40","[c]","30290","30760"
"New entrant CS","2022","Declared non-disabled","Black","No function","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Project Delivery","Heterosexual / straight","40","[c]","38540","37610"
"New entrant CS","2022","Declared non-disabled","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","Heterosexual / straight","70","[c]","29990","27570"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Analysis","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Digital, Data & Technology","Heterosexual / straight","35","[c]","34160","30450"
"New entrant CS","2022","Declared non-disabled","Mixed","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Human Resources","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","No function","Heterosexual / straight","660","[c]","28490","27060"
"New entrant CS","2022","Declared non-disabled","Mixed","No function","LGBO","80","[c]","28260","26420"
"New entrant CS","2022","Declared non-disabled","Mixed","No function","Undeclared","50","[c]","27570","25010"
"New entrant CS","2022","Declared non-disabled","Mixed","No function","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","40","[c]","28730","26350"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
