"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Revenue and Customs","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Defence","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Justice","Female","50","[c]","26610","23170"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Justice","Male","50","[c]","27830","26140"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","Female","195","[c]","21710","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","Male","155","[c]","22420","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Land Registry","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Land Registry","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence","Female","75","[c]","29190","27010"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence","Male","175","[c]","29900","27010"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Justice","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Justice","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","Female","90","[c]","23080","22000"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","Male","30","[c]","22860","20950"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Attorney General's Departments","Female","360","[c]","34370","27050"
"New entrant CS","2022","Declared non-disabled","White","Attorney General's Departments","Male","155","[c]","37610","30130"
"New entrant CS","2022","Declared non-disabled","White","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Cabinet Office","Female","300","[c]","36550","32000"
"New entrant CS","2022","Declared non-disabled","White","Cabinet Office","Male","260","[c]","41610","34550"
"New entrant CS","2022","Declared non-disabled","White","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Chancellor's other departments","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Chancellor's other departments","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Charity Commission","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Charity Commission","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Competition and Markets Authority","Female","35","[c]","42020","33120"
"New entrant CS","2022","Declared non-disabled","White","Competition and Markets Authority","Male","45","[c]","55710","53530"
"New entrant CS","2022","Declared non-disabled","White","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","Female","390","[c]","33740","30930"
"New entrant CS","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","Male","335","[c]","32690","30930"
"New entrant CS","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","Female","125","[c]","34430","34020"
"New entrant CS","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","Male","110","[c]","37420","34020"
"New entrant CS","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Education","Female","95","[c]","36750","36500"
"New entrant CS","2022","Declared non-disabled","White","Department for Education","Male","45","[c]","39110","36530"
"New entrant CS","2022","Declared non-disabled","White","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","Female","820","[c]","32590","29520"
"New entrant CS","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","Male","635","[c]","33820","29920"
"New entrant CS","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for International Trade","Female","65","[c]","36180","31800"
"New entrant CS","2022","Declared non-disabled","White","Department for International Trade","Male","75","[c]","39480","31800"
"New entrant CS","2022","Declared non-disabled","White","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities","Female","165","[c]","37240","33210"
"New entrant CS","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities","Male","155","[c]","36880","33210"
"New entrant CS","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Transport","Female","415","[c]","29970","26130"
"New entrant CS","2022","Declared non-disabled","White","Department for Transport","Male","440","[c]","32410","26130"
"New entrant CS","2022","Declared non-disabled","White","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department for Work and Pensions","Female","3010","[c]","25650","27570"
"New entrant CS","2022","Declared non-disabled","White","Department for Work and Pensions","Male","2165","[c]","26830","27570"
"New entrant CS","2022","Declared non-disabled","White","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Department of Health and Social Care","Female","730","[c]","36100","32330"
"New entrant CS","2022","Declared non-disabled","White","Department of Health and Social Care","Male","325","[c]","37010","32330"
"New entrant CS","2022","Declared non-disabled","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Estyn","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Estyn","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Food Standards Agency","Female","50","[c]","34190","30350"
"New entrant CS","2022","Declared non-disabled","White","Food Standards Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","HM Land Registry","Female","90","[c]","26340","22600"
"New entrant CS","2022","Declared non-disabled","White","HM Land Registry","Male","50","[c]","27180","27130"
"New entrant CS","2022","Declared non-disabled","White","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","HM Revenue and Customs","Female","1765","[c]","26330","26590"
"New entrant CS","2022","Declared non-disabled","White","HM Revenue and Customs","Male","1590","[c]","28500","26590"
"New entrant CS","2022","Declared non-disabled","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","HM Treasury","Female","90","[c]","33150","28500"
"New entrant CS","2022","Declared non-disabled","White","HM Treasury","Male","85","[c]","38060","29320"
"New entrant CS","2022","Declared non-disabled","White","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Home Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Home Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Defence","Female","940","[c]","29070","26350"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Defence","Male","1300","[c]","32260","29230"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Justice","Female","4720","[c]","26440","23170"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Justice","Male","2660","[c]","27220","24430"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","National Crime Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","National Crime Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Northern Ireland Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Northern Ireland Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","Female","135","[c]","49600","46360"
"New entrant CS","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","Male","45","[c]","57590","70500"
"New entrant CS","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","Female","120","[c]","34910","30000"
"New entrant CS","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","Male","135","[c]","39200","29040"
"New entrant CS","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
