"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Digital, Data and Technology","40","[c]","31260","31170"
"New entrant CS","2022","Unknown","HM Land Registry","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Operational Delivery","115","[c]","24930","22600"
"New entrant CS","2022","Unknown","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Digital, Data and Technology","85","[c]","35670","33080"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Finance","40","[c]","33290","33080"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Intelligence Analysis","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Legal","55","[c]","35610","30750"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Operational Delivery","1360","[c]","23080","21250"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Project Delivery","40","[c]","43840","40180"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Property","120","[c]","29860","26030"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Tax","690","[c]","26770","26590"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Unknown","425","[c]","28820","26590"
"New entrant CS","2022","Unknown","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Digital, Data and Technology","180","[c]","45540","41950"
"New entrant CS","2022","Unknown","Home Office","Economics","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Intelligence Analysis","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Operational Delivery","1280","[c]","26240","24880"
"New entrant CS","2022","Unknown","Home Office","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Other","50","[c]","29080","28650"
"New entrant CS","2022","Unknown","Home Office","Policy","85","[c]","36500","35050"
"New entrant CS","2022","Unknown","Home Office","Project Delivery","90","[c]","36930","35050"
"New entrant CS","2022","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Social Research","30","[c]","32860","33650"
"New entrant CS","2022","Unknown","Home Office","Statistics","40","[c]","24660","22460"
"New entrant CS","2022","Unknown","Ministry of Defence","Commercial","55","[c]","29150","26670"
"New entrant CS","2022","Unknown","Ministry of Defence","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","60","[c]","34840","30320"
"New entrant CS","2022","Unknown","Ministry of Defence","Finance","55","[c]","31790","27200"
"New entrant CS","2022","Unknown","Ministry of Defence","Geography","35","[c]","27320","20420"
"New entrant CS","2022","Unknown","Ministry of Defence","Human Resources","50","[c]","31220","21170"
"New entrant CS","2022","Unknown","Ministry of Defence","Intelligence Analysis","35","[c]","30200","28700"
"New entrant CS","2022","Unknown","Ministry of Defence","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Medicine","100","[c]","43320","34170"
"New entrant CS","2022","Unknown","Ministry of Defence","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Operational Research","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Other","480","[c]","24480","21170"
"New entrant CS","2022","Unknown","Ministry of Defence","Policy","30","[c]","37990","37000"
"New entrant CS","2022","Unknown","Ministry of Defence","Project Delivery","90","[c]","36670","35380"
"New entrant CS","2022","Unknown","Ministry of Defence","Property","65","[c]","28090","26350"
"New entrant CS","2022","Unknown","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Science and Engineering","250","[c]","28500","26030"
"New entrant CS","2022","Unknown","Ministry of Defence","Security","215","[c]","26020","24360"
"New entrant CS","2022","Unknown","Ministry of Defence","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Communications","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Digital, Data and Technology","65","[c]","41740","41750"
"New entrant CS","2022","Unknown","Ministry of Justice","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Finance","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Legal","65","[c]","34190","34260"
"New entrant CS","2022","Unknown","Ministry of Justice","Operational Delivery","6235","[c]","26010","24090"
"New entrant CS","2022","Unknown","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Policy","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Property","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Psychology","45","[c]","26060","25830"
"New entrant CS","2022","Unknown","Ministry of Justice","Security","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Statistics","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice","Unknown","115","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Operational Delivery","40","[c]","35560","32260"
"New entrant CS","2022","Unknown","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Operational Delivery","455","[c]","22310","21640"
"New entrant CS","2022","Unknown","Scottish Government","Other","45","[c]","24280","21640"
"New entrant CS","2022","Unknown","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Psychology","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","Unknown","1350","[c]","31650","27230"
"New entrant CS","2022","Unknown","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Operational Delivery","65","[c]","22890","19860"
"New entrant CS","2022","Unknown","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Legal","310","[c]","45560","48080"
"New entrant CS","2022","White","Attorney General's Departments","Operational Delivery","255","[c]","22680","22200"
"New entrant CS","2022","White","Attorney General's Departments","Other","50","[c]","27680","26950"
"New entrant CS","2022","White","Attorney General's Departments","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Commercial","40","[c]","30260","30420"
"New entrant CS","2022","White","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Property","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office","Unknown","595","[c]","38850","32000"
"New entrant CS","2022","White","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Economics","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Legal","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Communications","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","115","[c]","29480","24910"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Economics","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Finance","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Human Resources","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Operational Delivery","205","[c]","26320","21810"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Policy","315","[c]","38460","33570"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Project Delivery","40","[c]","41290","40790"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Science and Engineering","70","[c]","27990","26170"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Policy","185","[c]","34710","34020"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Project Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Education","Commercial","55","[c]","31670","29360"
"New entrant CS","2022","White","Department for Education","Communications","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Education","Digital, Data and Technology","105","[c]","37260","36500"
"New entrant CS","2022","White","Department for Education","Finance","75","[c]","34520","29360"
"New entrant CS","2022","White","Department for Education","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Education","Operational Delivery","85","[c]","34940","32940"
"New entrant CS","2022","White","Department for Education","Policy","225","[c]","33450","29360"
"New entrant CS","2022","White","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Education","Property","65","[c]","42890","49860"
"New entrant CS","2022","White","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Communications","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","180","[c]","39810","37070"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Economics","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Finance","40","[c]","37630","35900"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Human Resources","65","[c]","37030","32630"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Operational Delivery","440","[c]","23840","21300"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Other","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Policy","720","[c]","37580","33340"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Property","45","[c]","42650","38750"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Science and Engineering","115","[c]","27130","25010"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs","Veterinarian","30","[c]","33920","35900"
"New entrant CS","2022","White","Department for International Trade","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Economics","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","International Trade","100","[c]","38030","31800"
"New entrant CS","2022","White","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities","Operational Delivery","45","[c]","30690","30190"
