"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","Heterosexual / straight","145","[c]","34720","32880"
"New entrant CS","2022","Black","Policy","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Heterosexual / straight","35","[c]","39220","37610"
"New entrant CS","2022","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","Heterosexual / straight","55","[c]","33850","32330"
"New entrant CS","2022","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","Heterosexual / straight","105","[c]","28120","26590"
"New entrant CS","2022","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Heterosexual / straight","145","[c]","31980","29630"
"New entrant CS","2022","Black","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","Heterosexual / straight","35","[c]","33840","32760"
"New entrant CS","2022","Mixed","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Heterosexual / straight","40","[c]","33430","30290"
"New entrant CS","2022","Mixed","Human Resources","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Delivery","Heterosexual / straight","675","[c]","27210","26130"
"New entrant CS","2022","Mixed","Operational Delivery","LGBO","95","[c]","26500","24470"
"New entrant CS","2022","Mixed","Operational Delivery","Undeclared","55","[c]","27210","25010"
"New entrant CS","2022","Mixed","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","Heterosexual / straight","55","[c]","27540","25110"
"New entrant CS","2022","Mixed","Other","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","Heterosexual / straight","120","[c]","36510","33570"
"New entrant CS","2022","Mixed","Policy","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","Heterosexual / straight","45","[c]","28800","26590"
"New entrant CS","2022","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Heterosexual / straight","95","[c]","30920","27500"
"New entrant CS","2022","Mixed","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","Heterosexual / straight","185","[c]","27820","27570"
"New entrant CS","2022","Other ethnicity","Operational Delivery","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","Heterosexual / straight","35","[c]","34550","33000"
"New entrant CS","2022","Other ethnicity","Policy","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
