"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","Female","35","[c]","25590","26130"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","Male","40","[c]","26320","26240"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Internal Audit Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Internal Audit Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Legal Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Operational Delivery","Female","350","[c]","26940","22680"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Operational Delivery","Male","185","[c]","25700","21490"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Operational Delivery","Female","235","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Operational Delivery","Male","155","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Psychology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Unknown","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","Policy","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","Policy","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Legal Aid Agency","Operational Delivery","Female","30","[c]","27410","24560"
"Leaver Dept.","2022","No function","Legal Aid Agency","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","Policy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","Operational Delivery","Female","255","[c]","40720","36800"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","Operational Delivery","Male","160","[c]","41360","36800"
"Leaver Dept.","2022","No function","National Crime Agency","Operational Delivery","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","Operational Delivery","Male","30","[c]","41280","38860"
"Leaver Dept.","2022","No function","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Infrastructure Commission","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Infrastructure Commission","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Other","Female","35","[c]","34200","26390"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Other","Male","35","[c]","36200","30950"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Public Guardian","Operational Delivery","Female","80","[c]","24020","21170"
"Leaver Dept.","2022","No function","Office of the Public Guardian","Operational Delivery","Male","60","[c]","24450","20970"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Planning Inspectors","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","Planning Inspectors","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Public Health England","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Public Health England","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Public Health England","Knowledge and Information Management","Female","150","[c]","45630","46510"
"Leaver Dept.","2022","No function","Public Health England","Knowledge and Information Management","Male","75","[c]","47750","48860"
"Leaver Dept.","2022","No function","Public Health England","Medicine","Female","255","[c]","84080","91570"
"Leaver Dept.","2022","No function","Public Health England","Medicine","Male","135","[c]","102490","107000"
"Leaver Dept.","2022","No function","Public Health England","Operational Delivery","Female","2170","[c]","36910","32330"
"Leaver Dept.","2022","No function","Public Health England","Operational Delivery","Male","900","[c]","42420","37930"
"Leaver Dept.","2022","No function","Public Health England","Science and Engineering","Female","1445","[c]","39170","37200"
"Leaver Dept.","2022","No function","Public Health England","Science and Engineering","Male","660","[c]","42430","39230"
"Leaver Dept.","2022","No function","Public Health England","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Public Health England","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The Insolvency Service","Operational Delivery","Female","35","[c]","24400","23810"
"Leaver Dept.","2022","No function","The Insolvency Service","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The Insolvency Service","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The Insolvency Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","Operational Delivery","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Hydrographic Office","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Hydrographic Office","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Operational Delivery","Female","35","[c]","28180","23630"
"Leaver Dept.","2022","No function","UK Statistics Authority","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Crown Commercial Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Crown Commercial Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Commercial","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Commercial","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Other","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Other","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Female","40","[c]","35380","34850"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Male","50","[c]","37900","37520"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Male","50","[c]","31190","27540"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
