"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Other ethnicity","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Digital, Data & Technology","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Finance","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Human Resources","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Operational Delivery","75","[c]","43870","34400"
"Leaver Dept.","2022","50-59","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Science and Engineering","55","[c]","48160","47010"
"Leaver Dept.","2022","50-59","Undeclared","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","Commercial","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Finance","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Operational Delivery","70","[c]","41050","30020"
"Leaver Dept.","2022","50-59","Unknown","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Policy","70","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Property","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Commercial","Commercial","55","[c]","48780","43700"
"Leaver Dept.","2022","50-59","White","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Communications","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Counter Fraud","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Counter Fraud","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Digital, Data & Technology","Digital, Data and Technology","60","[c]","45030","38550"
"Leaver Dept.","2022","50-59","White","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Finance","Finance","60","[c]","42670","37590"
"Leaver Dept.","2022","50-59","White","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Grants Management","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Human Resources","Human Resources","55","[c]","47010","45850"
"Leaver Dept.","2022","50-59","White","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Legal","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Knowledge and Information Management","50","[c]","50800","50100"
"Leaver Dept.","2022","50-59","White","No function","Medicine","70","[c]","107550","114000"
"Leaver Dept.","2022","50-59","White","No function","Operational Delivery","935","[c]","38220","31060"
"Leaver Dept.","2022","50-59","White","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Other","40","[c]","35570","29800"
"Leaver Dept.","2022","50-59","White","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Policy","100","[c]","54310","52030"
"Leaver Dept.","2022","50-59","White","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Science and Engineering","320","[c]","48410","46540"
"Leaver Dept.","2022","50-59","White","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","No function","Unknown","65","[c]","54800","54700"
"Leaver Dept.","2022","50-59","White","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Project Delivery","50","[c]","43720","38560"
"Leaver Dept.","2022","50-59","White","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Property","Property","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Security","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Operational Delivery","70","[c]","27980","25310"
"Leaver Dept.","2022","50-59","White","Unknown","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","White","Unknown","Unknown","160","[c]","40040","31990"
"Leaver Dept.","2022","60-64","Asian","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
