"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Property","Heterosexual / straight","30","[c]","41130","36050"
"Leaver Dept.","2022","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Heterosexual / straight","30","[c]","44250","40580"
"Leaver Dept.","2022","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Heterosexual / straight","310","[c]","40130","31990"
"Leaver Dept.","2022","40-49","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Undeclared","45","[c]","40380","30960"
"Leaver Dept.","2022","40-49","Unknown","Unknown","400","[c]","43790","38520"
"Leaver Dept.","2022","50-59","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Heterosexual / straight","50","[c]","48230","43280"
"Leaver Dept.","2022","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Heterosexual / straight","60","[c]","48640","42080"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Heterosexual / straight","75","[c]","43130","40190"
"Leaver Dept.","2022","50-59","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Heterosexual / straight","95","[c]","43240","39390"
"Leaver Dept.","2022","50-59","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Heterosexual / straight","1505","[c]","44050","36330"
"Leaver Dept.","2022","50-59","No function","LGBO","75","[c]","47250","37630"
"Leaver Dept.","2022","50-59","No function","Undeclared","285","[c]","46390","40570"
"Leaver Dept.","2022","50-59","No function","Unknown","450","[c]","51370","43230"
"Leaver Dept.","2022","50-59","Project Delivery","Heterosexual / straight","85","[c]","45660","39030"
"Leaver Dept.","2022","50-59","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Heterosexual / straight","35","[c]","45340","40070"
"Leaver Dept.","2022","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Heterosexual / straight","195","[c]","36400","28810"
"Leaver Dept.","2022","50-59","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","240","[c]","42630","35310"
"Leaver Dept.","2022","60-64","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Heterosexual / straight","285","[c]","47260","36330"
"Leaver Dept.","2022","60-64","No function","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Undeclared","65","[c]","55060","42300"
"Leaver Dept.","2022","60-64","No function","Unknown","115","[c]","60990","47970"
"Leaver Dept.","2022","60-64","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Heterosexual / straight","105","[c]","44050","30460"
"Leaver Dept.","2022","65+","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Unknown","40","[c]","57940","44430"
"Leaver Dept.","2022","65+","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Heterosexual / straight","305","[c]","22040","21260"
"New entrant CS","2022","16-19","No function","LGBO","40","[c]","23140","21840"
"New entrant CS","2022","16-19","No function","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","225","[c]","21530","21250"
"New entrant CS","2022","16-19","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Unknown","45","[c]","17440","17140"
"New entrant CS","2022","16-19","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Heterosexual / straight","40","[c]","22120","21260"
"New entrant CS","2022","16-19","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","90","[c]","21520","21260"
"New entrant CS","2022","20-29","Analysis","Heterosexual / straight","595","[c]","30720","30710"
"New entrant CS","2022","20-29","Analysis","LGBO","105","[c]","30030","30710"
"New entrant CS","2022","20-29","Analysis","Undeclared","80","[c]","30550","30710"
"New entrant CS","2022","20-29","Analysis","Unknown","195","[c]","29620","28310"
"New entrant CS","2022","20-29","Commercial","Heterosexual / straight","195","[c]","29840","28310"
"New entrant CS","2022","20-29","Commercial","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Undeclared","45","[c]","31810","28980"
"New entrant CS","2022","20-29","Commercial","Unknown","90","[c]","30050","26670"
"New entrant CS","2022","20-29","Communications","Heterosexual / straight","345","[c]","28640","26590"
"New entrant CS","2022","20-29","Communications","LGBO","60","[c]","29730","27270"
"New entrant CS","2022","20-29","Communications","Undeclared","60","[c]","28600","27270"
"New entrant CS","2022","20-29","Communications","Unknown","265","[c]","28520","26590"
"New entrant CS","2022","20-29","Counter Fraud","Heterosexual / straight","410","[c]","26250","26590"
"New entrant CS","2022","20-29","Counter Fraud","LGBO","50","[c]","26220","26590"
"New entrant CS","2022","20-29","Counter Fraud","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Unknown","170","[c]","27320","26590"
"New entrant CS","2022","20-29","Debt","Heterosexual / straight","250","[c]","21490","21250"
"New entrant CS","2022","20-29","Debt","LGBO","35","[c]","21430","21250"
"New entrant CS","2022","20-29","Debt","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","Unknown","155","[c]","21500","21250"
"New entrant CS","2022","20-29","Digital, Data & Technology","Heterosexual / straight","570","[c]","30890","29180"
"New entrant CS","2022","20-29","Digital, Data & Technology","LGBO","100","[c]","31050","30330"
"New entrant CS","2022","20-29","Digital, Data & Technology","Undeclared","105","[c]","29670","30000"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","265","[c]","31850","28140"
"New entrant CS","2022","20-29","Finance","Heterosexual / straight","275","[c]","29710","27270"
"New entrant CS","2022","20-29","Finance","LGBO","30","[c]","26280","25000"
"New entrant CS","2022","20-29","Finance","Undeclared","55","[c]","29000","27270"
"New entrant CS","2022","20-29","Finance","Unknown","90","[c]","28480","27570"
"New entrant CS","2022","20-29","Grants Management","Heterosexual / straight","60","[c]","22340","21300"
"New entrant CS","2022","20-29","Grants Management","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Unknown","135","[c]","21540","21300"
"New entrant CS","2022","20-29","Human Resources","Heterosexual / straight","310","[c]","26610","26590"
"New entrant CS","2022","20-29","Human Resources","LGBO","55","[c]","26800","26130"
"New entrant CS","2022","20-29","Human Resources","Undeclared","50","[c]","27880","27270"
"New entrant CS","2022","20-29","Human Resources","Unknown","120","[c]","27440","25090"
"New entrant CS","2022","20-29","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Heterosexual / straight","450","[c]","28440","26950"
"New entrant CS","2022","20-29","Legal","LGBO","50","[c]","29050","25480"
"New entrant CS","2022","20-29","Legal","Undeclared","40","[c]","27610","25480"
"New entrant CS","2022","20-29","Legal","Unknown","45","[c]","32320","29280"
"New entrant CS","2022","20-29","No function","Heterosexual / straight","9450","[c]","26110","24800"
"New entrant CS","2022","20-29","No function","LGBO","1500","[c]","26240","24370"
"New entrant CS","2022","20-29","No function","Undeclared","750","[c]","27230","26880"
"New entrant CS","2022","20-29","No function","Unknown","5360","[c]","25480","23720"
"New entrant CS","2022","20-29","Project Delivery","Heterosexual / straight","415","[c]","28580","27540"
"New entrant CS","2022","20-29","Project Delivery","LGBO","55","[c]","28310","27540"
"New entrant CS","2022","20-29","Project Delivery","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Unknown","170","[c]","27840","25030"
"New entrant CS","2022","20-29","Property","Heterosexual / straight","175","[c]","28540","26030"
"New entrant CS","2022","20-29","Property","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Unknown","170","[c]","26440","25000"
"New entrant CS","2022","20-29","Security","Heterosexual / straight","150","[c]","26570","25070"
"New entrant CS","2022","20-29","Security","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","160","[c]","25730","25000"
"New entrant CS","2022","20-29","Unknown","Heterosexual / straight","1150","[c]","26930","25860"
"New entrant CS","2022","20-29","Unknown","LGBO","225","[c]","27360","27230"
"New entrant CS","2022","20-29","Unknown","Undeclared","120","[c]","28110","27230"
"New entrant CS","2022","20-29","Unknown","Unknown","2035","[c]","26380","24880"
"New entrant CS","2022","30-39","Analysis","Heterosexual / straight","180","[c]","38480","36000"
"New entrant CS","2022","30-39","Analysis","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Unknown","50","[c]","38900","35590"
"New entrant CS","2022","30-39","Commercial","Heterosexual / straight","130","[c]","35190","34850"
"New entrant CS","2022","30-39","Commercial","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","105","[c]","58320","63000"
"New entrant CS","2022","30-39","Communications","Heterosexual / straight","225","[c]","31920","26590"
"New entrant CS","2022","30-39","Communications","LGBO","30","[c]","33850","32820"
"New entrant CS","2022","30-39","Communications","Undeclared","40","[c]","36980","33080"
"New entrant CS","2022","30-39","Communications","Unknown","135","[c]","30560","26590"
"New entrant CS","2022","30-39","Counter Fraud","Heterosexual / straight","295","[c]","27240","26590"
"New entrant CS","2022","30-39","Counter Fraud","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","115","[c]","28820","26590"
"New entrant CS","2022","30-39","Debt","Heterosexual / straight","160","[c]","21540","21250"
"New entrant CS","2022","30-39","Debt","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Unknown","85","[c]","22220","21250"
"New entrant CS","2022","30-39","Digital, Data & Technology","Heterosexual / straight","525","[c]","39030","36740"
"New entrant CS","2022","30-39","Digital, Data & Technology","LGBO","65","[c]","39710","37300"
"New entrant CS","2022","30-39","Digital, Data & Technology","Undeclared","70","[c]","40500","37070"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","205","[c]","38950","36500"
"New entrant CS","2022","30-39","Finance","Heterosexual / straight","190","[c]","35100","32790"
"New entrant CS","2022","30-39","Finance","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Undeclared","45","[c]","37940","36660"
"New entrant CS","2022","30-39","Finance","Unknown","70","[c]","34930","35000"
"New entrant CS","2022","30-39","Grants Management","Heterosexual / straight","35","[c]","21490","21300"
"New entrant CS","2022","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Unknown","80","[c]","21510","21300"
"New entrant CS","2022","30-39","Human Resources","Heterosexual / straight","225","[c]","33860","31060"
"New entrant CS","2022","30-39","Human Resources","LGBO","30","[c]","34520","28680"
"New entrant CS","2022","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Unknown","60","[c]","37610","32790"
"New entrant CS","2022","30-39","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Heterosexual / straight","280","[c]","42510","43920"
"New entrant CS","2022","30-39","Legal","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Undeclared","20","[c]","[c]","[c]"
