"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","Heterosexual / straight","60","[c]","21930","21300"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","EO","Heterosexual / straight","260","[c]","26610","26180"
"New entrant CS","2022","Declared non-disabled","Policy","EO","LGBO","40","[c]","26930","27680"
"New entrant CS","2022","Declared non-disabled","Policy","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","Heterosexual / straight","335","[c]","54030","52650"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","LGBO","40","[c]","54980","52290"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","Heterosexual / straight","1095","[c]","34630","33700"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","LGBO","140","[c]","34450","33570"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","Undeclared","90","[c]","34370","33570"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","Heterosexual / straight","40","[c]","21680","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","Heterosexual / straight","105","[c]","25140","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","Heterosexual / straight","100","[c]","55740","53820"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","Heterosexual / straight","295","[c]","36200","36290"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Heterosexual / straight","35","[c]","41020","38250"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","Heterosexual / straight","90","[c]","25840","26030"
"New entrant CS","2022","Declared non-disabled","Property","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","Heterosexual / straight","50","[c]","55160","53500"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","Heterosexual / straight","160","[c]","35390","33000"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","Heterosexual / straight","45","[c]","25240","24620"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","Heterosexual / straight","45","[c]","29590","27700"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","Heterosexual / straight","110","[c]","21390","21040"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","Unknown","60","[c]","18870","17790"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","Heterosexual / straight","180","[c]","26240","26370"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","Heterosexual / straight","75","[c]","54570","52610"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","Heterosexual / straight","435","[c]","35400","33000"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","LGBO","35","[c]","32920","32170"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","Undeclared","40","[c]","34250","32330"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","Unknown","130","[c]","29090","27010"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","Heterosexual / straight","50","[c]","37150","33000"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","Heterosexual / straight","160","[c]","25290","24540"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","Heterosexual / straight","50","[c]","36260","35310"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","Heterosexual / straight","130","[c]","33940","31210"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","Heterosexual / straight","40","[c]","26870","26590"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","Heterosexual / straight","95","[c]","34110","33080"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","Heterosexual / straight","350","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","LGBO","40","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","EO","Heterosexual / straight","575","[c]","26970","26590"
"New entrant CS","2022","Declared non-disabled","Tax","EO","LGBO","50","[c]","27000","26590"
"New entrant CS","2022","Declared non-disabled","Tax","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","Heterosexual / straight","370","[c]","33910","33080"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","LGBO","30","[c]","33420","33080"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","740","[c]","22000","21250"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","LGBO","70","[c]","21600","21050"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Undeclared","35","[c]","21660","21260"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Unknown","230","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","820","[c]","27260","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","LGBO","90","[c]","27010","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Undeclared","55","[c]","27040","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","310","[c]","56270","54700"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","30","[c]","93510","87500"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","785","[c]","35610","34550"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","LGBO","95","[c]","35260","34050"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Undeclared","45","[c]","36430","34850"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
