"Status","Year","Ethnicity","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Attorney General's Departments","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Other","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Policy","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
