"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","EO","Female","45","[c]","26370","27220"
"Leaver Dept.","2022","Unknown","Science and Engineering","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","G6","Female","45","[c]","71940","67880"
"Leaver Dept.","2022","Unknown","Science and Engineering","G6","Male","35","[c]","72290","70860"
"Leaver Dept.","2022","Unknown","Science and Engineering","G7","Female","120","[c]","52810","52320"
"Leaver Dept.","2022","Unknown","Science and Engineering","G7","Male","85","[c]","53410","52330"
"Leaver Dept.","2022","Unknown","Science and Engineering","HEO","Female","95","[c]","33480","34530"
"Leaver Dept.","2022","Unknown","Science and Engineering","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","SEO","Female","145","[c]","40710","40560"
"Leaver Dept.","2022","Unknown","Science and Engineering","SEO","Male","70","[c]","41510","41170"
"Leaver Dept.","2022","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","Female","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","Male","115","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Female","100","[c]","28240","27570"
"Leaver Dept.","2022","Unknown","Unknown","EO","Male","80","[c]","28080","27570"
"Leaver Dept.","2022","Unknown","Unknown","G6","Female","70","[c]","66670","64500"
"Leaver Dept.","2022","Unknown","Unknown","G6","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G7","Female","115","[c]","55020","54700"
"Leaver Dept.","2022","Unknown","Unknown","G7","Male","115","[c]","55220","54700"
"Leaver Dept.","2022","Unknown","Unknown","HEO","Female","385","[c]","31880","32000"
"Leaver Dept.","2022","Unknown","Unknown","HEO","Male","345","[c]","32140","32000"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","Female","60","[c]","41160","40600"
"Leaver Dept.","2022","Unknown","Unknown","SEO","Male","55","[c]","41470","41820"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinarian","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinarian","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","AO","Female","[c]","[c]","[c]","[c]"
