"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","No function","Policy","London","1465","[c]","46030","40230"
"Leaver Dept.","2022","No function","Policy","Outside London","435","[c]","38290","36500"
"Leaver Dept.","2022","No function","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","Unknown","45","[c]","45570","40050"
"Leaver Dept.","2022","No function","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","Outside London","35","[c]","42940","38980"
"Leaver Dept.","2022","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","London","705","[c]","42390","40070"
"Leaver Dept.","2022","No function","Science and Engineering","Outside London","1480","[c]","38930","36330"
"Leaver Dept.","2022","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","London","10","[c]","50750","49300"
"Leaver Dept.","2022","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","London","1340","[c]","42770","34710"
"Leaver Dept.","2022","No function","Unknown","Outside London","220","[c]","35460","32000"
"Leaver Dept.","2022","No function","Unknown","Unknown","265","[c]","40430","32000"
"Leaver Dept.","2022","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","Outside London","50","[c]","31770","29550"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","London","10","[c]","43220","44000"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","Outside London","20","[c]","40840","42890"
"Leaver Dept.","2022","Project Delivery","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","Outside London","50","[c]","32650","27470"
"Leaver Dept.","2022","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Policy","London","10","[c]","47510","38600"
"Leaver Dept.","2022","Project Delivery","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","London","100","[c]","43950","39030"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Outside London","285","[c]","39010","36820"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","Outside London","60","[c]","31100","27540"
"Leaver Dept.","2022","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","London","20","[c]","70480","69100"
"Leaver Dept.","2022","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Operational Delivery","Outside London","25","[c]","21620","22010"
"Leaver Dept.","2022","Property","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","London","40","[c]","44950","37370"
"Leaver Dept.","2022","Property","Property","Outside London","75","[c]","36900","33300"
"Leaver Dept.","2022","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","London","20","[c]","41400","36890"
"Leaver Dept.","2022","Security","Intelligence Analysis","Outside London","10","[c]","33460","33300"
"Leaver Dept.","2022","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","Outside London","40","[c]","31480","31990"
"Leaver Dept.","2022","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","London","25","[c]","41810","36030"
"Leaver Dept.","2022","Security","Unknown","Outside London","40","[c]","35240","33300"
"Leaver Dept.","2022","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","London","20","[c]","50740","43140"
"Leaver Dept.","2022","Unknown","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","London","25","[c]","48630","44090"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","London","20","[c]","52180","62490"
"Leaver Dept.","2022","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","London","20","[c]","58430","45200"
"Leaver Dept.","2022","Unknown","Finance","Outside London","35","[c]","37020","33300"
"Leaver Dept.","2022","Unknown","Human Resources","London","25","[c]","50910","35130"
"Leaver Dept.","2022","Unknown","Human Resources","Outside London","25","[c]","37470","30820"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","London","15","[c]","33610","29080"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","Outside London","30","[c]","27840","25730"
"Leaver Dept.","2022","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","London","155","[c]","34670","28990"
"Leaver Dept.","2022","Unknown","Operational Delivery","Outside London","570","[c]","26230","24890"
"Leaver Dept.","2022","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Research","London","15","[c]","40030","36590"
"Leaver Dept.","2022","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","London","95","[c]","39110","35060"
"Leaver Dept.","2022","Unknown","Other","Outside London","130","[c]","26500","21620"
"Leaver Dept.","2022","Unknown","Other","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","London","290","[c]","48830","42170"
"Leaver Dept.","2022","Unknown","Policy","Outside London","65","[c]","39740","36300"
"Leaver Dept.","2022","Unknown","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","London","40","[c]","45260","41970"
"Leaver Dept.","2022","Unknown","Project Delivery","Outside London","30","[c]","35110","30900"
"Leaver Dept.","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","London","10","[c]","45680","41970"
"Leaver Dept.","2022","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","London","15","[c]","49570","44520"
"Leaver Dept.","2022","Unknown","Statistics","London","10","[c]","38770","34580"
"Leaver Dept.","2022","Unknown","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","595","[c]","44260","37840"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","1360","[c]","33680","27940"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","London","15","[c]","39650","36660"
"New entrant CS","2022","Analysis","Digital, Data and Technology","Outside London","20","[c]","32880","32870"
"New entrant CS","2022","Analysis","Economics","London","190","[c]","38220","33120"
"New entrant CS","2022","Analysis","Economics","Outside London","105","[c]","28440","28000"
"New entrant CS","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","Outside London","20","[c]","33530","33000"
"New entrant CS","2022","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","Outside London","30","[c]","28970","28120"
"New entrant CS","2022","Analysis","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","London","20","[c]","37150","30750"
"New entrant CS","2022","Analysis","Operational Delivery","Outside London","95","[c]","30660","30210"
"New entrant CS","2022","Analysis","Operational Research","London","25","[c]","33230","32500"
"New entrant CS","2022","Analysis","Operational Research","Outside London","55","[c]","30740","30710"
"New entrant CS","2022","Analysis","Other","London","75","[c]","40400","32880"
"New entrant CS","2022","Analysis","Other","Outside London","20","[c]","40600","37000"
"New entrant CS","2022","Analysis","Policy","London","40","[c]","37300","36650"
"New entrant CS","2022","Analysis","Policy","Outside London","25","[c]","30150","31990"
"New entrant CS","2022","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","Outside London","90","[c]","29410","28120"
"New entrant CS","2022","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Social Research","London","70","[c]","38090","37610"
"New entrant CS","2022","Analysis","Social Research","Outside London","180","[c]","33300","30710"
"New entrant CS","2022","Analysis","Statistics","London","100","[c]","34390","33210"
"New entrant CS","2022","Analysis","Statistics","Outside London","195","[c]","32340","30710"
"New entrant CS","2022","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","London","25","[c]","27450","25110"
"New entrant CS","2022","Analysis","Unknown","Outside London","35","[c]","23720","21260"
"New entrant CS","2022","Analysis","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","London","140","[c]","37630","34710"
"New entrant CS","2022","Commercial","Commercial","Outside London","485","[c]","31690","29360"
"New entrant CS","2022","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","London","40","[c]","39840","33180"
"New entrant CS","2022","Commercial","Operational Delivery","Outside London","20","[c]","30390","25120"
"New entrant CS","2022","Commercial","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","Outside London","10","[c]","46690","44000"
"New entrant CS","2022","Commercial","Unknown","London","80","[c]","72070","70130"
"New entrant CS","2022","Commercial","Unknown","Outside London","135","[c]","67430","68000"
"New entrant CS","2022","Commercial","Unknown","Unknown","30","[c]","58900","54700"
"New entrant CS","2022","Communications","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","London","345","[c]","37640","34260"
"New entrant CS","2022","Communications","Communications","Outside London","185","[c]","33990","31000"
"New entrant CS","2022","Communications","Communications","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","Outside London","475","[c]","26540","26590"
"New entrant CS","2022","Communications","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","Outside London","365","[c]","27390","26590"
"New entrant CS","2022","Communications","Unknown","London","50","[c]","36290","34780"
"New entrant CS","2022","Communications","Unknown","Outside London","35","[c]","27210","26590"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","London","125","[c]","28610","25110"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Outside London","570","[c]","25790","27570"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","London","25","[c]","33540","30750"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","Outside London","40","[c]","29350","26590"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","London","20","[c]","33260","30750"
"New entrant CS","2022","Counter Fraud","Legal","Outside London","50","[c]","28050","26590"
"New entrant CS","2022","Counter Fraud","Operational Delivery","London","35","[c]","27290","25110"
"New entrant CS","2022","Counter Fraud","Operational Delivery","Outside London","325","[c]","24380","21260"
"New entrant CS","2022","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","Outside London","15","[c]","48550","52080"
"New entrant CS","2022","Counter Fraud","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","Outside London","25","[c]","29250","26590"
"New entrant CS","2022","Counter Fraud","Unknown","London","100","[c]","32680","30750"
"New entrant CS","2022","Counter Fraud","Unknown","Outside London","245","[c]","27310","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","Outside London","520","[c]","21280","21250"
"New entrant CS","2022","Debt","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other","Outside London","300","[c]","21750","21260"
"New entrant CS","2022","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Tax","Outside London","180","[c]","22030","21250"
"New entrant CS","2022","Debt","Unknown","Outside London","20","[c]","22140","21250"
"New entrant CS","2022","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","London","535","[c]","43350","40230"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","1915","[c]","35820","33080"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","50","[c]","25780","25460"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","London","10","[c]","41150","41750"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","Outside London","15","[c]","42120","33080"
"New entrant CS","2022","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Outside London","50","[c]","26290","24260"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","London","145","[c]","44440","40600"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Outside London","90","[c]","42610","37300"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","25","[c]","38140","35930"
"New entrant CS","2022","Finance","Commercial","London","15","[c]","34660","33050"
"New entrant CS","2022","Finance","Commercial","Outside London","40","[c]","27950","27570"
"New entrant CS","2022","Finance","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","London","205","[c]","42480","40650"
"New entrant CS","2022","Finance","Finance","Outside London","755","[c]","32450","29360"
"New entrant CS","2022","Finance","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Outside London","10","[c]","24220","23690"
"New entrant CS","2022","Finance","Operational Delivery","London","20","[c]","38860","33350"
"New entrant CS","2022","Finance","Operational Delivery","Outside London","50","[c]","23990","21250"
"New entrant CS","2022","Finance","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Outside London","15","[c]","38230","35310"
"New entrant CS","2022","Finance","Tax","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Outside London","10","[c]","34430","30320"
"New entrant CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","Outside London","520","[c]","21610","21300"
"New entrant CS","2022","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","London","325","[c]","35670","32600"
"New entrant CS","2022","Human Resources","Human Resources","Outside London","715","[c]","32460","28590"
"New entrant CS","2022","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","London","15","[c]","31010","29780"
"New entrant CS","2022","Human Resources","Operational Delivery","Outside London","100","[c]","27250","27570"
"New entrant CS","2022","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","London","30","[c]","38640","30000"
"New entrant CS","2022","Human Resources","Unknown","Outside London","130","[c]","30180","23850"
"New entrant CS","2022","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","London","20","[c]","47060","45160"
"New entrant CS","2022","Internal Audit","Internal Audit","Outside London","35","[c]","38410","39200"
"New entrant CS","2022","Legal","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","London","385","[c]","47580","50500"
"New entrant CS","2022","Legal","Legal","Outside London","355","[c]","41630","41750"
"New entrant CS","2022","Legal","Operational Delivery","London","110","[c]","23440","23770"
"New entrant CS","2022","Legal","Operational Delivery","Outside London","265","[c]","22180","22200"
"New entrant CS","2022","Legal","Other","London","95","[c]","27710","26950"
"New entrant CS","2022","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Outside London","10","[c]","36210","34750"
"New entrant CS","2022","No function","Communications","London","25","[c]","31920","28500"
"New entrant CS","2022","No function","Communications","Outside London","5","[c]","[c]","[c]"
