"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Policy","London","310","[c]","57370","55930"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Policy","Outside London","120","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Science and Engineering","London","695","[c]","42360","40070"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Science and Engineering","Outside London","1415","[c]","39140","36330"
"Leaver Dept.","2022","No function","Department of Health and Social Care","Statistics","London","10","[c]","50750","49300"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Delivery","Outside London","10","[c]","31480","30810"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury","Policy","London","135","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Commercial","Outside London","25","[c]","37800","33530"
"Leaver Dept.","2022","No function","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Other","Outside London","30","[c]","30670","28600"
"Leaver Dept.","2022","No function","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Defence","Project Delivery","Outside London","35","[c]","43530","39250"
"Leaver Dept.","2022","No function","Ministry of Defence","Science and Engineering","Outside London","45","[c]","34600","29230"
"Leaver Dept.","2022","No function","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Operational Delivery","London","550","[c]","38310","34260"
"Leaver Dept.","2022","No function","Ministry of Justice","Operational Delivery","Outside London","995","[c]","26680","21490"
"Leaver Dept.","2022","No function","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Unknown","London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Unknown","Outside London","85","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","Operational Delivery","London","25","[c]","46220","41070"
"Leaver Dept.","2022","No function","National Crime Agency","Operational Delivery","Outside London","35","[c]","38030","36410"
"Leaver Dept.","2022","No function","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Other","London","30","[c]","41380","35400"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Other","Outside London","40","[c]","30650","24650"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Government","Operational Delivery","Outside London","45","[c]","30170","24930"
"Leaver Dept.","2022","No function","Scottish Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Operational Delivery","Outside London","55","[c]","26950","23630"
"Leaver Dept.","2022","No function","UK Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Unknown","London","20","[c]","70480","69100"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","Project Delivery","London","20","[c]","32260","27840"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","London","10","[c]","41230","34020"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","15","[c]","36010","36210"
"Leaver Dept.","2022","Project Delivery","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Transport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions","Project Delivery","London","15","[c]","40240","36650"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions","Project Delivery","Outside London","45","[c]","34500","31990"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Commercial","Outside London","50","[c]","31730","29550"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Other","Outside London","50","[c]","32050","27000"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Project Delivery","London","25","[c]","52020","45200"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Project Delivery","Outside London","160","[c]","39740","39580"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Science and Engineering","Outside London","60","[c]","31100","27540"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Project Delivery","Outside London","10","[c]","45710","45480"
"Leaver Dept.","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","Project Delivery","Outside London","15","[c]","40170","36840"
"Leaver Dept.","2022","Project Delivery","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education","Property","Outside London","15","[c]","40530","36500"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care","Property","London","25","[c]","41130","34140"
"Leaver Dept.","2022","Property","Department of Health and Social Care","Property","Outside London","15","[c]","41010","38200"
"Leaver Dept.","2022","Property","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","HM Revenue and Customs","Operational Delivery","Outside London","25","[c]","21620","22010"
"Leaver Dept.","2022","Property","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","HM Revenue and Customs","Property","Outside London","10","[c]","28990","26880"
"Leaver Dept.","2022","Property","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence","Property","Outside London","20","[c]","35880","33340"
"Leaver Dept.","2022","Property","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Cabinet Office","Unknown","London","25","[c]","41810","36030"
"Leaver Dept.","2022","Security","Cabinet Office","Unknown","Outside London","40","[c]","35240","33300"
"Leaver Dept.","2022","Security","Cabinet Office","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Foreign, Commonwealth and Development Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Foreign, Commonwealth and Development Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence","Intelligence Analysis","London","20","[c]","41400","36890"
"Leaver Dept.","2022","Security","Ministry of Defence","Intelligence Analysis","Outside London","10","[c]","33460","33300"
"Leaver Dept.","2022","Security","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence","Security","Outside London","25","[c]","30780","26670"
"Leaver Dept.","2022","Security","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Justice","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","Outside London","10","[c]","33930","26050"
"Leaver Dept.","2022","Unknown","Department for Transport","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Policy","London","20","[c]","50690","45020"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Policy","Outside London","10","[c]","42680","41730"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Unknown","London","35","[c]","44320","37840"
