"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Female","40","[c]","32250","30000"
"New entrant CS","2022","50-59","Defence Equipment and Support","Male","115","[c]","39610","39480"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Male","30","[c]","49850","49860"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","100","[c]","39120","35900"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","75","[c]","42810","38750"
"New entrant CS","2022","50-59","Department for International Trade","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","Female","975","[c]","25400","25110"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","Male","545","[c]","27620","27570"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","Female","65","[c]","50400","49530"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","Male","35","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Disclosure Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Disclosure Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","Female","40","[c]","21110","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","Male","35","[c]","24880","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","Female","45","[c]","26840","26130"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","Male","145","[c]","27490","26130"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Female","165","[c]","22310","20970"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Male","85","[c]","24990","20970"
"New entrant CS","2022","50-59","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","Female","50","[c]","24810","22600"
"New entrant CS","2022","50-59","HM Land Registry","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Female","1555","[c]","29470","28200"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Male","1025","[c]","29860","28200"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","Female","350","[c]","25770","21250"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","Male","320","[c]","31220","26590"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Female","140","[c]","31430","25630"
"New entrant CS","2022","50-59","Home Office","Male","275","[c]","33660","34630"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Female","170","[c]","30490","26350"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Male","385","[c]","32840","29350"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Female","45","[c]","36300","33120"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Male","45","[c]","42070","41750"
"New entrant CS","2022","50-59","National Crime Agency","Female","40","[c]","37400","34140"
"New entrant CS","2022","50-59","National Crime Agency","Male","90","[c]","40150","36740"
"New entrant CS","2022","50-59","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Female","45","[c]","55490","46360"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Female","30","[c]","45900","40070"
"New entrant CS","2022","50-59","Public Health England","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","Female","45","[c]","22050","21300"
"New entrant CS","2022","50-59","Rural Payments Agency","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Female","35","[c]","24950","20950"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Female","95","[c]","42000","39660"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Male","50","[c]","43080","39660"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Female","155","[c]","28400","27230"
"New entrant CS","2022","50-59","Social Security Scotland","Male","70","[c]","28450","27230"
"New entrant CS","2022","50-59","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Submarine Delivery Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Submarine Delivery Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Health Security Agency","Female","195","[c]","42180","38150"
"New entrant CS","2022","50-59","UK Health Security Agency","Male","85","[c]","43660","36330"
"New entrant CS","2022","50-59","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","Female","75","[c]","25330","19860"
"New entrant CS","2022","50-59","UK Statistics Authority","Male","45","[c]","27900","19860"
"New entrant CS","2022","50-59","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","Female","30","[c]","23330","21750"
"New entrant CS","2022","50-59","Valuation Office Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Female","30","[c]","42620","40100"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Science and Technology Laboratory","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Female","190","[c]","24250","21260"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Male","120","[c]","24350","21260"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Health and Safety Executive","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Courts and Tribunals Service","Female","45","[c]","21250","20970"
"New entrant CS","2022","60-64","HM Courts and Tribunals Service","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Land Registry","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Prison and Probation Service","Female","485","[c]","28690","28200"
"New entrant CS","2022","60-64","HM Prison and Probation Service","Male","380","[c]","31030","28280"
"New entrant CS","2022","60-64","HM Revenue and Customs (excl. agencies)","Female","35","[c]","25870","21250"
"New entrant CS","2022","60-64","HM Revenue and Customs (excl. agencies)","Male","55","[c]","29380","23290"
"New entrant CS","2022","60-64","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Home Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Home Office","Male","50","[c]","35680","34630"
"New entrant CS","2022","60-64","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Defence (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Defence (excl. agencies)","Male","65","[c]","31120","29350"
"New entrant CS","2022","60-64","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Crime Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Public Health England","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Rural Payments Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Rural Payments Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Courts and Tribunals Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Government (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Government (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Security Scotland","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Security Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
