"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA/AO","35","[c]","21830","22200"
"New entrant CS","2022","Declared disabled","Legal","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6/G7","30","[c]","52780","51070"
"New entrant CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","AA/AO","1085","[c]","21850","21260"
"New entrant CS","2022","Declared disabled","No function","EO","725","[c]","27630","27570"
"New entrant CS","2022","Declared disabled","No function","G6/G7","90","[c]","54980","53370"
"New entrant CS","2022","Declared disabled","No function","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","SEO/HEO","455","[c]","34170","33080"
"New entrant CS","2022","Declared disabled","No function","Unknown","1175","[c]","29440","27140"
"New entrant CS","2022","Declared disabled","Project Delivery","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","EO","35","[c]","24990","25490"
"New entrant CS","2022","Declared disabled","Project Delivery","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SEO/HEO","55","[c]","35000","34710"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","195","[c]","21720","21260"
"New entrant CS","2022","Declared disabled","Unknown","EO","160","[c]","27180","27230"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","30","[c]","58400","57430"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","100","[c]","35100","33620"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","AA/AO","135","[c]","21740","21260"
"New entrant CS","2022","Declared non-disabled","Analysis","EO","150","[c]","26730","26250"
"New entrant CS","2022","Declared non-disabled","Analysis","G6/G7","85","[c]","56350","53380"
"New entrant CS","2022","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","SEO/HEO","565","[c]","33790","33080"
"New entrant CS","2022","Declared non-disabled","Commercial","AA/AO","30","[c]","20480","21170"
"New entrant CS","2022","Declared non-disabled","Commercial","EO","110","[c]","26130","26350"
"New entrant CS","2022","Declared non-disabled","Commercial","G6/G7","40","[c]","56330","54700"
"New entrant CS","2022","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SEO/HEO","205","[c]","35790","35000"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","AA/AO","65","[c]","21350","21250"
"New entrant CS","2022","Declared non-disabled","Communications","EO","405","[c]","26620","26590"
"New entrant CS","2022","Declared non-disabled","Communications","G6/G7","35","[c]","59330","57550"
"New entrant CS","2022","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","SEO/HEO","235","[c]","35200","33080"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","AA/AO","365","[c]","22400","21260"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","EO","550","[c]","27670","27570"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","110","[c]","35110","33080"
"New entrant CS","2022","Declared non-disabled","Debt","AA/AO","580","[c]","21290","21250"
"New entrant CS","2022","Declared non-disabled","Debt","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","165","[c]","20400","20910"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","EO","325","[c]","26230","26350"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","420","[c]","55140","54150"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","735","[c]","35890","35540"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","AA/AO","95","[c]","21260","21250"
"New entrant CS","2022","Declared non-disabled","Finance","EO","165","[c]","25600","26130"
"New entrant CS","2022","Declared non-disabled","Finance","G6/G7","80","[c]","55550","54170"
"New entrant CS","2022","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","SEO/HEO","215","[c]","36780","36420"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","AA/AO","460","[c]","21220","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","EO","35","[c]","24950","24920"
"New entrant CS","2022","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","AA/AO","180","[c]","21380","21170"
"New entrant CS","2022","Declared non-disabled","Human Resources","EO","215","[c]","26120","26590"
"New entrant CS","2022","Declared non-disabled","Human Resources","G6/G7","100","[c]","54860","53500"
"New entrant CS","2022","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","SEO/HEO","265","[c]","34480","33080"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","AA/AO","210","[c]","21210","21250"
"New entrant CS","2022","Declared non-disabled","Legal","EO","220","[c]","27090","26950"
"New entrant CS","2022","Declared non-disabled","Legal","G6/G7","280","[c]","53890","50500"
"New entrant CS","2022","Declared non-disabled","Legal","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","SEO/HEO","180","[c]","40440","41750"
"New entrant CS","2022","Declared non-disabled","No function","AA/AO","9410","[c]","22190","21260"
"New entrant CS","2022","Declared non-disabled","No function","EO","5085","[c]","27460","27570"
"New entrant CS","2022","Declared non-disabled","No function","G6/G7","950","[c]","55990","53130"
"New entrant CS","2022","Declared non-disabled","No function","SCS level","80","[c]","93610","89860"
"New entrant CS","2022","Declared non-disabled","No function","SEO/HEO","3780","[c]","34530","33080"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","4045","[c]","28650","24800"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","85","[c]","21060","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","305","[c]","23870","24150"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","165","[c]","56170","54110"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","560","[c]","35940","35000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","115","[c]","36940","33700"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","110","[c]","21490","21750"
"New entrant CS","2022","Declared non-disabled","Property","EO","115","[c]","25250","25000"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","75","[c]","56130","54700"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","200","[c]","35760","33080"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","180","[c]","25310","24540"
"New entrant CS","2022","Declared non-disabled","Security","EO","85","[c]","27100","26350"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","95","[c]","35010","32080"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","1235","[c]","21720","21170"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","855","[c]","27560","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","260","[c]","57840","54280"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","885","[c]","36250","35250"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","40","[c]","35420","35310"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","AA/AO","375","[c]","21740","21260"
"New entrant CS","2022","Undeclared","No function","EO","275","[c]","27570","27570"
"New entrant CS","2022","Undeclared","No function","G6/G7","45","[c]","54530","53380"
"New entrant CS","2022","Undeclared","No function","SEO/HEO","245","[c]","34400","33210"
"New entrant CS","2022","Undeclared","No function","Unknown","290","[c]","30100","28200"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","65","[c]","21430","21170"
"New entrant CS","2022","Undeclared","Unknown","EO","40","[c]","27630","27230"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","45","[c]","36320","36650"
"New entrant CS","2022","Unknown","Analysis","AA/AO","30","[c]","21410","21260"
"New entrant CS","2022","Unknown","Analysis","EO","95","[c]","26980","27270"
"New entrant CS","2022","Unknown","Analysis","G6/G7","55","[c]","60500","56850"
"New entrant CS","2022","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","SEO/HEO","200","[c]","34480","33080"
"New entrant CS","2022","Unknown","Commercial","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","80","[c]","25490","25520"
"New entrant CS","2022","Unknown","Commercial","G6/G7","205","[c]","69200","70000"
"New entrant CS","2022","Unknown","Commercial","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO/HEO","190","[c]","35580","36500"
"New entrant CS","2022","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA/AO","75","[c]","21680","21250"
"New entrant CS","2022","Unknown","Communications","EO","355","[c]","26740","26590"
"New entrant CS","2022","Unknown","Communications","G6/G7","45","[c]","56430","54700"
"New entrant CS","2022","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO/HEO","185","[c]","35600","33570"
"New entrant CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","AA/AO","85","[c]","21690","21250"
"New entrant CS","2022","Unknown","Counter Fraud","EO","220","[c]","27670","26590"
"New entrant CS","2022","Unknown","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","SEO/HEO","55","[c]","34810","33080"
"New entrant CS","2022","Unknown","Debt","AA/AO","300","[c]","21250","21250"
"New entrant CS","2022","Unknown","Debt","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","AA/AO","75","[c]","21130","21170"
"New entrant CS","2022","Unknown","Digital, Data & Technology","EO","210","[c]","27120","27130"
"New entrant CS","2022","Unknown","Digital, Data & Technology","G6/G7","185","[c]","55880","54500"
"New entrant CS","2022","Unknown","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","450","[c]","36310","36050"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","AA/AO","60","[c]","21050","21250"
"New entrant CS","2022","Unknown","Finance","EO","145","[c]","25100","25000"
"New entrant CS","2022","Unknown","Finance","G6/G7","55","[c]","55390","53390"
"New entrant CS","2022","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO/HEO","255","[c]","35730","36120"
"New entrant CS","2022","Unknown","Human Resources","AA/AO","90","[c]","21450","21170"
"New entrant CS","2022","Unknown","Human Resources","EO","130","[c]","26020","26590"
"New entrant CS","2022","Unknown","Human Resources","G6/G7","55","[c]","58180","56130"
"New entrant CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO/HEO","130","[c]","34400","32790"
"New entrant CS","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","AA/AO","70","[c]","21780","22200"
"New entrant CS","2022","Unknown","Legal","EO","60","[c]","27730","26960"
"New entrant CS","2022","Unknown","Legal","G6/G7","50","[c]","53900","52080"
"New entrant CS","2022","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","AA/AO","5625","[c]","22200","21260"
"New entrant CS","2022","Unknown","No function","EO","1980","[c]","27660","27130"
"New entrant CS","2022","Unknown","No function","G6/G7","450","[c]","55830","53360"
"New entrant CS","2022","Unknown","No function","SCS level","85","[c]","98900","86100"
"New entrant CS","2022","Unknown","No function","SEO/HEO","2325","[c]","33270","32790"
"New entrant CS","2022","Unknown","No function","Unknown","3325","[c]","27920","26310"
"New entrant CS","2022","Unknown","Project Delivery","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","EO","150","[c]","21200","19460"
"New entrant CS","2022","Unknown","Project Delivery","G6/G7","70","[c]","57120","54110"
"New entrant CS","2022","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","SEO/HEO","255","[c]","36820","36830"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","60","[c]","32880","28220"
"New entrant CS","2022","Unknown","Property","AA/AO","185","[c]","21640","21750"
"New entrant CS","2022","Unknown","Property","EO","125","[c]","25630","25000"
"New entrant CS","2022","Unknown","Property","G6/G7","65","[c]","56710","54270"
"New entrant CS","2022","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","SEO/HEO","140","[c]","34970","33000"
"New entrant CS","2022","Unknown","Security","AA/AO","275","[c]","24930","23540"
"New entrant CS","2022","Unknown","Security","EO","95","[c]","27600","26460"
"New entrant CS","2022","Unknown","Security","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","SEO/HEO","50","[c]","36530","36500"
"New entrant CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","1725","[c]","21750","21260"
"New entrant CS","2022","Unknown","Unknown","EO","2295","[c]","27280","27230"
"New entrant CS","2022","Unknown","Unknown","G6/G7","400","[c]","59350","57430"
"New entrant CS","2022","Unknown","Unknown","SCS level","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","1095","[c]","36080","35050"
"New entrant CS","2022","Unknown","Unknown","Unknown","180","[c]","21310","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
