"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","AA/AO","AO","65","[c]","22130","21260"
"New entrant CS","2022","Undeclared","Undeclared","EO","EO","70","[c]","27620","27570"
"New entrant CS","2022","Undeclared","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","G6/G7","G7","30","[c]","53290","53350"
"New entrant CS","2022","Undeclared","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","SEO/HEO","HEO","55","[c]","31950","31830"
"New entrant CS","2022","Undeclared","Undeclared","SEO/HEO","SEO","35","[c]","40430","38650"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","Unknown","50","[c]","33910","29900"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","AA/AO","AA","65","[c]","20240","20380"
"New entrant CS","2022","Undeclared","White","AA/AO","AO","325","[c]","21830","21260"
"New entrant CS","2022","Undeclared","White","EO","EO","260","[c]","26850","27230"
"New entrant CS","2022","Undeclared","White","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","G6/G7","G7","60","[c]","52620","52080"
"New entrant CS","2022","Undeclared","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","SEO/HEO","HEO","175","[c]","31930","32000"
"New entrant CS","2022","Undeclared","White","SEO/HEO","SEO","105","[c]","40370","40050"
"New entrant CS","2022","Undeclared","White","Unknown","Unknown","190","[c]","28900","27580"
"New entrant CS","2022","Unknown","Asian","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","AA/AO","AO","140","[c]","22080","21250"
"New entrant CS","2022","Unknown","Asian","EO","EO","215","[c]","27310","26590"
"New entrant CS","2022","Unknown","Asian","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","G6/G7","G7","35","[c]","54730","53240"
"New entrant CS","2022","Unknown","Asian","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","SEO/HEO","HEO","125","[c]","32780","32790"
"New entrant CS","2022","Unknown","Asian","SEO/HEO","SEO","75","[c]","40730","40230"
"New entrant CS","2022","Unknown","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","AA/AO","AO","35","[c]","22630","21250"
"New entrant CS","2022","Unknown","Black","EO","EO","80","[c]","27710","27570"
"New entrant CS","2022","Unknown","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","SEO/HEO","HEO","40","[c]","33550","33040"
"New entrant CS","2022","Unknown","Black","SEO/HEO","SEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","EO","EO","65","[c]","27480","26880"
"New entrant CS","2022","Unknown","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","SEO/HEO","HEO","40","[c]","33380","33080"
"New entrant CS","2022","Unknown","Mixed","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","EO","EO","35","[c]","26930","25860"
"New entrant CS","2022","Unknown","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","SEO/HEO","HEO","30","[c]","32600","32790"
"New entrant CS","2022","Unknown","Undeclared","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","AA","1470","[c]","20850","20890"
"New entrant CS","2022","Unknown","Unknown","AA/AO","AO","6000","[c]","22470","21260"
"New entrant CS","2022","Unknown","Unknown","EO","EO","4470","[c]","26960","26820"
"New entrant CS","2022","Unknown","Unknown","G6/G7","G6","290","[c]","69980","65560"
"New entrant CS","2022","Unknown","Unknown","G6/G7","G7","905","[c]","56030","54050"
"New entrant CS","2022","Unknown","Unknown","SCS level","SCS level","130","[c]","102240","88600"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","HEO","2675","[c]","31620","31540"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","SEO","1150","[c]","40470","40180"
"New entrant CS","2022","Unknown","Unknown","Unknown","Unknown","3395","[c]","27660","25890"
"New entrant CS","2022","Unknown","White","AA/AO","AA","175","[c]","20560","19810"
"New entrant CS","2022","Unknown","White","AA/AO","AO","745","[c]","22110","21300"
"New entrant CS","2022","Unknown","White","EO","EO","1075","[c]","27560","26590"
"New entrant CS","2022","Unknown","White","G6/G7","G6","90","[c]","68370","66760"
"New entrant CS","2022","Unknown","White","G6/G7","G7","275","[c]","53520","52670"
"New entrant CS","2022","Unknown","White","SCS level","SCS level","30","[c]","100340","97110"
"New entrant CS","2022","Unknown","White","SEO/HEO","HEO","695","[c]","33070","32790"
"New entrant CS","2022","Unknown","White","SEO/HEO","SEO","450","[c]","40080","40000"
"New entrant CS","2022","Unknown","White","Unknown","Unknown","150","[c]","28820","26310"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
