"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","EO","20","[c]","28150","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","SEO/HEO","20","[c]","37100","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","EO","10","[c]","24570","24570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","10","[c]","46620","34430"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","AA/AO","10","[c]","24900","24900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","EO","75","[c]","27940","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","G6/G7","50","[c]","57330","55000"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","SEO/HEO","230","[c]","36560","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","EO","20","[c]","25150","24570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","G6/G7","25","[c]","52180","49080"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","SEO/HEO","90","[c]","33780","31110"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","London","SEO/HEO","10","[c]","34560","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","London","EO","60","[c]","26340","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","London","G6/G7","30","[c]","53590","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","London","SEO/HEO","130","[c]","34360","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","SEO/HEO","25","[c]","31860","30960"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","SEO/HEO","10","[c]","34260","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Commercial","Outside London","EO","25","[c]","25000","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Commercial","Outside London","SEO/HEO","50","[c]","33860","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","London","EO","10","[c]","29750","28500"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","London","SEO/HEO","15","[c]","37780","36660"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","London","EO","10","[c]","27320","28500"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","London","G6/G7","10","[c]","56850","53420"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","15","[c]","37330","36660"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","EO","25","[c]","25650","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","45","[c]","50840","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","75","[c]","33440","32870"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","Outside London","EO","25","[c]","25000","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","Outside London","SEO/HEO","20","[c]","34940","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","10","[c]","34200","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","London","EO","20","[c]","27760","28500"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","London","G6/G7","10","[c]","57720","53420"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","London","SEO/HEO","40","[c]","36340","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Outside London","EO","85","[c]","25120","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Outside London","G6/G7","10","[c]","52770","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Outside London","SEO/HEO","120","[c]","33680","32870"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Outside London","EO","25","[c]","25000","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Outside London","G6/G7","40","[c]","57140","61010"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Outside London","SEO/HEO","15","[c]","31560","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Security","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","SEO/HEO","25","[c]","33850","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","SEO/HEO","25","[c]","33610","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","SEO/HEO","15","[c]","33340","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","G6/G7","10","[c]","54720","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","20","[c]","35990","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","EO","35","[c]","24750","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","100","[c]","49970","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","90","[c]","34500","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","EO","15","[c]","22940","22430"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","G6/G7","15","[c]","50620","47820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","SEO/HEO","25","[c]","33370","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","EO","15","[c]","25350","24950"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","G6/G7","15","[c]","49030","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","SEO/HEO","35","[c]","32340","29930"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","AA/AO","10","[c]","22650","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","EO","85","[c]","27070","27960"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","G6/G7","125","[c]","54910","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","SEO/HEO","390","[c]","34440","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","AA/AO","15","[c]","21000","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","EO","40","[c]","24450","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","G6/G7","115","[c]","50690","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","SEO/HEO","365","[c]","32780","31000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","G6/G7","20","[c]","53780","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","SEO/HEO","20","[c]","34330","35900"
"New entrant CS","2022","Department for International Trade","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","London","SEO/HEO","15","[c]","36950","38160"
