"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Defence Equipment and Support","Outside London","G6/G7","G7","50","[c]","55090","55000"
"New entrant CS","2022","Defence Equipment and Support","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Outside London","SEO/HEO","HEO","240","[c]","29880","29880"
"New entrant CS","2022","Defence Equipment and Support","Outside London","SEO/HEO","SEO","235","[c]","41850","41000"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","AA/AO","AA","60","[c]","17330","17540"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","AA/AO","AO","55","[c]","19690","18330"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","EO","EO","70","[c]","23500","23490"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","G6/G7","G7","85","[c]","49610","47010"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","SEO/HEO","HEO","285","[c]","27440","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","SEO/HEO","SEO","90","[c]","37130","38070"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","AO","15","[c]","24900","24900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","EO","110","[c]","28080","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G7","55","[c]","55050","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","HEO","205","[c]","34410","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","SEO","100","[c]","41550","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","EO","35","[c]","24930","24570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G7","25","[c]","50040","49080"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","HEO","65","[c]","30810","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","SEO","50","[c]","40630","36740"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","EO","EO","85","[c]","26300","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","G7","40","[c]","53190","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","HEO","185","[c]","34700","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","EO","10","[c]","24870","23830"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","G7","10","[c]","50750","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","HEO","45","[c]","33150","30960"
"New entrant CS","2022","Department for Education (excl. agencies)","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","London","EO","EO","55","[c]","27880","28500"
"New entrant CS","2022","Department for Education (excl. agencies)","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","London","G6/G7","G7","20","[c]","53650","53420"
"New entrant CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","HEO","45","[c]","34500","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","SEO","25","[c]","40640","40230"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","AA/AO","AO","25","[c]","21250","21250"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","EO","EO","200","[c]","25120","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","G6","30","[c]","62600","61010"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","G7","85","[c]","50140","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","HEO","155","[c]","29890","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","SEO","155","[c]","37150","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","AO","20","[c]","22670","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","EO","110","[c]","27130","27960"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G6","30","[c]","64090","63680"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G7","130","[c]","53060","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","SCS level","10","[c]","86630","75780"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","HEO","355","[c]","32640","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","SEO","125","[c]","39450","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","AO","25","[c]","21450","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","EO","125","[c]","24490","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G6","40","[c]","61240","60740"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G7","225","[c]","48710","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","SCS level","20","[c]","78890","77060"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","HEO","315","[c]","29660","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","SEO","270","[c]","37010","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","EO","EO","150","[c]","26310","26250"
"New entrant CS","2022","Department for International Trade","London","G6/G7","G6","10","[c]","67880","70000"
"New entrant CS","2022","Department for International Trade","London","G6/G7","G7","35","[c]","54110","51710"
"New entrant CS","2022","Department for International Trade","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","SEO/HEO","HEO","135","[c]","31840","31800"
"New entrant CS","2022","Department for International Trade","London","SEO/HEO","SEO","50","[c]","40560","38540"
"New entrant CS","2022","Department for International Trade","Outside London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","G6/G7","G7","20","[c]","50480","47980"
"New entrant CS","2022","Department for International Trade","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","SEO/HEO","HEO","10","[c]","28810","28070"
"New entrant CS","2022","Department for International Trade","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","EO","85","[c]","27900","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G7","50","[c]","53640","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","HEO","130","[c]","33090","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","SEO","60","[c]","40100","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AO","15","[c]","23300","23320"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","EO","50","[c]","24900","24830"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G7","45","[c]","48880","48200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","HEO","90","[c]","30310","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","SEO","35","[c]","37220","36340"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","AA/AO","AO","10","[c]","24080","25730"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","EO","EO","65","[c]","28690","29970"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","G6/G7","G6","45","[c]","65940","65440"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","G6/G7","G7","120","[c]","54740","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","SCS level","SCS level","15","[c]","79420","75500"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","HEO","140","[c]","33780","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","SEO","110","[c]","42500","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","EO","EO","50","[c]","24980","26130"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","G7","55","[c]","51600","48770"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","HEO","50","[c]","30740","30730"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","SEO","55","[c]","38690","38650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","AO","210","[c]","25100","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","EO","815","[c]","30830","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","G6","10","[c]","71000","72000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","G7","25","[c]","57530","57600"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","HEO","120","[c]","36010","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","SEO","35","[c]","41520","40140"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AO","4430","[c]","21440","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","EO","EO","3995","[c]","27670","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G6","20","[c]","66190","64300"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G7","165","[c]","53640","53000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","HEO","170","[c]","32300","31990"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","SEO","175","[c]","37710","37100"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","AO","20","[c]","21250","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","EO","EO","55","[c]","29270","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","AA/AO","AO","15","[c]","23170","23170"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","EO","EO","195","[c]","27400","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","G6","20","[c]","69530","66230"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","G7","75","[c]","53610","53360"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","SCS level","SCS level","15","[c]","108380","108860"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","HEO","200","[c]","32740","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","SEO","105","[c]","40900","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","EO","EO","55","[c]","23810","23690"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G7","45","[c]","51010","49530"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","HEO","90","[c]","29410","28970"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","SEO","50","[c]","37670","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","AA/AO","AA","55","[c]","21050","21050"
"New entrant CS","2022","Disclosure Scotland","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AA","255","[c]","18460","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AO","285","[c]","21900","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","EO","EO","35","[c]","26270","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","HEO","20","[c]","31120","30730"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","SEO","15","[c]","39030","38650"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","AA/AO","AA","15","[c]","18310","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","AA/AO","AO","20","[c]","21840","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","EO","EO","35","[c]","29050","30130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","AO","180","[c]","22390","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","EO","345","[c]","26260","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","HEO","45","[c]","31280","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","SEO","25","[c]","41440","40110"
"New entrant CS","2022","Education and Skills Funding Agency","London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","EO","35","[c]","25000","25000"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","G7","15","[c]","50770","49860"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","HEO","55","[c]","29440","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","SEO","45","[c]","37180","36500"
"New entrant CS","2022","Education Scotland","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","G6","20","[c]","65740","65280"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","G7","10","[c]","49860","49860"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","HEO","15","[c]","32460","32350"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","EO","35","[c]","24720","24470"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","HEO","65","[c]","30680","30350"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","SEO","50","[c]","38330","37350"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","AO","10","[c]","25320","25930"
"New entrant CS","2022","Food Standards Scotland","Outside London","EO","EO","30","[c]","27510","27230"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","HEO","30","[c]","31820","31540"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","HEO","10","[c]","34790","31980"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","EO","EO","130","[c]","27450","26950"
"New entrant CS","2022","Government Legal Department","London","G6/G7","G6","20","[c]","65130","63730"
"New entrant CS","2022","Government Legal Department","London","G6/G7","G7","100","[c]","50530","50500"
"New entrant CS","2022","Government Legal Department","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","HEO","45","[c]","43300","43920"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
