"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","75","[c]","24670","24360"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","30","[c]","26310","24410"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Female","65","[c]","29040","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Male","35","[c]","29400","26670"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Female","50","[c]","25680","25640"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Male","90","[c]","34090","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Female","105","[c]","34140","29200"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Male","95","[c]","35820","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Female","110","[c]","26580","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Male","55","[c]","31670","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Male","40","[c]","29980","28700"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Female","170","[c]","39240","33830"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Male","65","[c]","56670","45840"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Female","380","[c]","23990","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Male","345","[c]","25940","22170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Female","40","[c]","34470","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Male","40","[c]","40760","41500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Female","95","[c]","36150","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Male","105","[c]","40130","40000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Female","80","[c]","27410","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Male","110","[c]","31670","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Male","95","[c]","30210","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Female","80","[c]","23940","23540"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Male","415","[c]","26650","25000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Female","50","[c]","45080","42720"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Male","80","[c]","48120","50430"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Female","55","[c]","33630","31210"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Female","140","[c]","32020","28310"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Male","75","[c]","32900","30450"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","Female","45","[c]","37230","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Operational Delivery","Female","175","[c]","34100","32770"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Operational Delivery","Male","245","[c]","37520","36200"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","Unknown","Female","35","[c]","36160","36130"
"New entrant CS","2022","National Records of Scotland","Scottish Government","Unknown","Male","40","[c]","36680","30110"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","120","[c]","55860","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","35","[c]","67960","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Female","40","[c]","27180","25000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Male","50","[c]","25840","24500"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Female","105","[c]","33020","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Male","120","[c]","37550","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
