"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Unknown","70","[c]","25180","24370"
"New entrant CS","2022","Unknown","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Unknown","985","[c]","39140","28000"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Unknown","60","[c]","27920","24440"
"New entrant CS","2022","Unknown","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","Unknown","45","[c]","26560","20100"
"New entrant CS","2022","Unknown","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Heterosexual / straight","50","[c]","34030","30420"
"New entrant CS","2022","Unknown","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Heterosexual / straight","105","[c]","30780","25480"
"New entrant CS","2022","Unknown","Crown Prosecution Service","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Heterosexual / straight","70","[c]","33990","33000"
"New entrant CS","2022","Unknown","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Unknown","265","[c]","28020","24750"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","60","[c]","37920","33570"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","90","[c]","37790","33570"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Heterosexual / straight","415","[c]","34510","29360"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","LGBO","35","[c]","32080","29360"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Undeclared","35","[c]","35970","32870"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Unknown","170","[c]","34450","32870"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","370","[c]","37740","33500"
"New entrant CS","2022","Unknown","Department for International Trade","Heterosexual / straight","50","[c]","39440","32750"
"New entrant CS","2022","Unknown","Department for International Trade","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","Unknown","145","[c]","36600","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","100","[c]","34920","33210"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Unknown","250","[c]","42470","38650"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","80","[c]","26580","27570"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","1470","[c]","26410","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","250","[c]","37460","32790"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","40","[c]","34430","32790"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","555","[c]","36800","32790"
"New entrant CS","2022","Unknown","Disclosure Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","220","[c]","20350","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Unknown","330","[c]","25870","26130"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Heterosexual / straight","95","[c]","33720","29360"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","Unknown","35","[c]","33990","31540"
"New entrant CS","2022","Unknown","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Unknown","30","[c]","34890","31660"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Heterosexual / straight","35","[c]","25850","20970"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Unknown","800","[c]","23880","20970"
"New entrant CS","2022","Unknown","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Heterosexual / straight","105","[c]","27000","22600"
"New entrant CS","2022","Unknown","HM Land Registry","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","Unknown","160","[c]","27300","25850"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Heterosexual / straight","195","[c]","26120","24430"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Unknown","5340","[c]","26610","24800"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","80","[c]","26150","26590"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","2940","[c]","26340","21250"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Heterosexual / straight","480","[c]","29920","24880"
"New entrant CS","2022","Unknown","Home Office","LGBO","45","[c]","27660","24880"
"New entrant CS","2022","Unknown","Home Office","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Unknown","1915","[c]","29660","24880"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Unknown","85","[c]","27780","24030"
"New entrant CS","2022","Unknown","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Heterosexual / straight","70","[c]","30190","26840"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Unknown","55","[c]","30040","26840"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Met Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","345","[c]","29970","25640"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Undeclared","15","[c]","[c]","[c]"
