"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Declared non-disabled","Home Office","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Planning Inspectorate","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","AA/AO","65","[c]","21550","21820"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","EO","85","[c]","25780","25610"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","G6/G7","250","[c]","59850","56490"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","SCS level","75","[c]","106750","107720"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","SEO/HEO","280","[c]","36440","36330"
"Leaver Dept.","2022","50-59","Declared non-disabled","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Rural Payments Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Submarine Delivery Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Prison and Probation Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Public Health England","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Public Health England","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","85","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","75","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
