"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Declared disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Delivery","Female","195","[c]","22110","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Delivery","Male","135","[c]","21820","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Science and Engineering","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Tax","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Delivery","Female","125","[c]","21970","21250"
"New entrant CS","2022","16-19","Unknown","Operational Delivery","Male","115","[c]","21620","21250"
"New entrant CS","2022","16-19","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","Male","35","[c]","17220","17140"
"New entrant CS","2022","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Tax","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Commercial","Female","20","[c]","[c]","[c]"
