"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","210","[c]","20430","21170"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","EO","515","[c]","26600","26590"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","555","[c]","55390","53530"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","[c]","101820","95110"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","1160","[c]","36020","35900"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","15","[c]","21170","21170"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","EO","15","[c]","25260","26350"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","20","[c]","33060","30870"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","15","[c]","39860","41130"
"New entrant CS","2022","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","10","[c]","35460","34260"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","AA/AO","30","[c]","20990","20910"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","EO","10","[c]","24950","24720"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","15","[c]","34660","35350"
"New entrant CS","2022","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AA/AO","25","[c]","20990","18450"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","35","[c]","26420","27500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G6/G7","105","[c]","54640","54700"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","90","[c]","36040","34960"
"New entrant CS","2022","Finance","Commercial","AA/AO","15","[c]","21540","21260"
"New entrant CS","2022","Finance","Commercial","EO","15","[c]","27230","27570"
"New entrant CS","2022","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","SEO/HEO","25","[c]","33910","32790"
"New entrant CS","2022","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","AA/AO","115","[c]","21070","21250"
"New entrant CS","2022","Finance","Finance","EO","280","[c]","25170","25000"
"New entrant CS","2022","Finance","Finance","G6/G7","130","[c]","55820","54110"
"New entrant CS","2022","Finance","Finance","SCS level","10","[c]","77050","73000"
"New entrant CS","2022","Finance","Finance","SEO/HEO","435","[c]","36330","36500"
"New entrant CS","2022","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","EO","10","[c]","24050","23690"
"New entrant CS","2022","Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","AA/AO","40","[c]","21350","21250"
"New entrant CS","2022","Finance","Operational Delivery","EO","10","[c]","27810","29000"
"New entrant CS","2022","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","SEO/HEO","10","[c]","41460","41370"
"New entrant CS","2022","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","SEO/HEO","15","[c]","36070","36000"
"New entrant CS","2022","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","AA/AO","480","[c]","21220","21300"
"New entrant CS","2022","Grants Management","Operational Delivery","EO","35","[c]","24940","24920"
"New entrant CS","2022","Grants Management","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","AA/AO","225","[c]","21440","21170"
"New entrant CS","2022","Human Resources","Human Resources","EO","275","[c]","25910","26350"
"New entrant CS","2022","Human Resources","Human Resources","G6/G7","145","[c]","56010","54290"
"New entrant CS","2022","Human Resources","Human Resources","SCS level","15","[c]","83890","74700"
"New entrant CS","2022","Human Resources","Human Resources","SEO/HEO","380","[c]","34650","33080"
"New entrant CS","2022","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","AA/AO","25","[c]","21230","21250"
"New entrant CS","2022","Human Resources","Operational Delivery","EO","70","[c]","27640","27570"
"New entrant CS","2022","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","SEO/HEO","20","[c]","36440","39330"
"New entrant CS","2022","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","AA/AO","55","[c]","20990","21050"
"New entrant CS","2022","Human Resources","Unknown","EO","35","[c]","25080","23850"
"New entrant CS","2022","Human Resources","Unknown","G6/G7","20","[c]","54390","49700"
"New entrant CS","2022","Human Resources","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SEO/HEO","50","[c]","32230","32000"
"New entrant CS","2022","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","G6/G7","10","[c]","59250","56780"
"New entrant CS","2022","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SEO/HEO","35","[c]","40610","40950"
"New entrant CS","2022","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","AA/AO","15","[c]","20990","22520"
"New entrant CS","2022","Legal","Legal","EO","145","[c]","27810","27230"
"New entrant CS","2022","Legal","Legal","G6/G7","360","[c]","53660","51320"
"New entrant CS","2022","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","SEO/HEO","215","[c]","40550","41750"
"New entrant CS","2022","Legal","Operational Delivery","AA/AO","310","[c]","21390","21250"
"New entrant CS","2022","Legal","Operational Delivery","EO","60","[c]","26560","25480"
"New entrant CS","2022","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","EO","90","[c]","26710","26950"
"New entrant CS","2022","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","EO","10","[c]","27760","28410"
"New entrant CS","2022","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","SEO/HEO","10","[c]","34410","34020"
"New entrant CS","2022","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","SEO/HEO","15","[c]","41240","42470"
"New entrant CS","2022","No function","Economics","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","SEO/HEO","35","[c]","33020","32320"
"New entrant CS","2022","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","AA/AO","50","[c]","20420","20420"
"New entrant CS","2022","No function","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","SEO/HEO","15","[c]","34420","33290"
"New entrant CS","2022","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","G6/G7","70","[c]","72490","70500"
"New entrant CS","2022","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","SEO/HEO","90","[c]","47320","46360"
"New entrant CS","2022","No function","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","EO","60","[c]","25480","26250"
"New entrant CS","2022","No function","International Trade","G6/G7","30","[c]","54060","51710"
"New entrant CS","2022","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","SEO/HEO","105","[c]","33580","31800"
"New entrant CS","2022","No function","Knowledge and Information Management","AA/AO","25","[c]","21050","20970"
"New entrant CS","2022","No function","Knowledge and Information Management","EO","25","[c]","26170","26880"
"New entrant CS","2022","No function","Knowledge and Information Management","G6/G7","10","[c]","56230","54280"
"New entrant CS","2022","No function","Knowledge and Information Management","SEO/HEO","60","[c]","33740","32330"
"New entrant CS","2022","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","SEO/HEO","115","[c]","32790","30800"
"New entrant CS","2022","No function","Medicine","G6/G7","25","[c]","66270","64320"
"New entrant CS","2022","No function","Medicine","SCS level","40","[c]","97780","90950"
"New entrant CS","2022","No function","Medicine","SEO/HEO","15","[c]","36250","33760"
"New entrant CS","2022","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","AA/AO","15005","[c]","22260","21260"
"New entrant CS","2022","No function","Operational Delivery","EO","5925","[c]","27860","27570"
"New entrant CS","2022","No function","Operational Delivery","G6/G7","455","[c]","55700","53360"
"New entrant CS","2022","No function","Operational Delivery","SCS level","65","[c]","99050","86720"
"New entrant CS","2022","No function","Operational Delivery","SEO/HEO","1855","[c]","35480","33080"
"New entrant CS","2022","No function","Operational Delivery","Unknown","8675","[c]","28530","26310"
"New entrant CS","2022","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","SEO/HEO","20","[c]","31800","29230"
"New entrant CS","2022","No function","Other","AA/AO","330","[c]","21330","21260"
"New entrant CS","2022","No function","Other","EO","230","[c]","25770","26250"
"New entrant CS","2022","No function","Other","G6/G7","60","[c]","57940","55000"
"New entrant CS","2022","No function","Other","SCS level","10","[c]","107290","1e+05"
"New entrant CS","2022","No function","Other","SEO/HEO","155","[c]","33960","33670"
"New entrant CS","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","EO","10","[c]","26660","26340"
"New entrant CS","2022","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","SEO/HEO","15","[c]","39620","39100"
"New entrant CS","2022","No function","Planning Inspectors","G6/G7","20","[c]","41440","41020"
"New entrant CS","2022","No function","Policy","AA/AO","110","[c]","20960","21250"
"New entrant CS","2022","No function","Policy","EO","610","[c]","26330","26180"
"New entrant CS","2022","No function","Policy","G6/G7","580","[c]","54250","53130"
"New entrant CS","2022","No function","Policy","SCS level","35","[c]","88710","75580"
"New entrant CS","2022","No function","Policy","SEO/HEO","2085","[c]","34270","33570"
"New entrant CS","2022","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Project Delivery","EO","10","[c]","25440","26180"
"New entrant CS","2022","No function","Project Delivery","G6/G7","10","[c]","52950","51730"
"New entrant CS","2022","No function","Project Delivery","SEO/HEO","40","[c]","34190","34020"
"New entrant CS","2022","No function","Psychology","AA/AO","30","[c]","20590","19780"
"New entrant CS","2022","No function","Psychology","EO","70","[c]","25100","24620"
"New entrant CS","2022","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Psychology","SEO/HEO","90","[c]","29420","27700"
"New entrant CS","2022","No function","Science and Engineering","AA/AO","165","[c]","20770","19880"
"New entrant CS","2022","No function","Science and Engineering","EO","185","[c]","26420","26370"
"New entrant CS","2022","No function","Science and Engineering","G6/G7","90","[c]","53060","50910"
"New entrant CS","2022","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Science and Engineering","SEO/HEO","550","[c]","32900","32310"
"New entrant CS","2022","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tax","AA/AO","575","[c]","21250","21250"
"New entrant CS","2022","No function","Tax","EO","710","[c]","27180","26590"
"New entrant CS","2022","No function","Tax","G6/G7","20","[c]","52500","52080"
"New entrant CS","2022","No function","Tax","SEO/HEO","635","[c]","33900","33080"
"New entrant CS","2022","No function","Unknown","AA/AO","180","[c]","21620","21250"
"New entrant CS","2022","No function","Unknown","EO","170","[c]","27120","27500"
"New entrant CS","2022","No function","Unknown","G6/G7","110","[c]","57100","54700"
"New entrant CS","2022","No function","Unknown","SCS level","20","[c]","89090","87500"
"New entrant CS","2022","No function","Unknown","SEO/HEO","840","[c]","30520","28000"
"New entrant CS","2022","No function","Unknown","Unknown","145","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","SEO/HEO","35","[c]","35300","35900"
"New entrant CS","2022","Project Delivery","Commercial","EO","30","[c]","22730","23000"
"New entrant CS","2022","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","SEO/HEO","20","[c]","35410","35000"
"New entrant CS","2022","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inspector of Education and Training","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Operational Delivery","AA/AO","40","[c]","20460","21300"
"New entrant CS","2022","Project Delivery","Operational Delivery","EO","25","[c]","24930","24920"
"New entrant CS","2022","Project Delivery","Operational Delivery","G6/G7","10","[c]","55390","49880"
"New entrant CS","2022","Project Delivery","Operational Delivery","SEO/HEO","20","[c]","33920","34260"
"New entrant CS","2022","Project Delivery","Operational Delivery","Unknown","25","[c]","27560","26000"
"New entrant CS","2022","Project Delivery","Other","EO","115","[c]","20100","19460"
"New entrant CS","2022","Project Delivery","Other","G6/G7","20","[c]","52440","52000"
"New entrant CS","2022","Project Delivery","Other","SEO/HEO","115","[c]","31730","29000"
"New entrant CS","2022","Project Delivery","Policy","EO","15","[c]","27280","26590"
"New entrant CS","2022","Project Delivery","Policy","G6/G7","10","[c]","59110","58600"
"New entrant CS","2022","Project Delivery","Policy","SEO/HEO","30","[c]","37630","37610"
"New entrant CS","2022","Project Delivery","Project Delivery","AA/AO","80","[c]","21710","21260"
"New entrant CS","2022","Project Delivery","Project Delivery","EO","190","[c]","25240","24770"
"New entrant CS","2022","Project Delivery","Project Delivery","G6/G7","170","[c]","55920","54050"
"New entrant CS","2022","Project Delivery","Project Delivery","SCS level","10","[c]","103310","89500"
"New entrant CS","2022","Project Delivery","Project Delivery","SEO/HEO","490","[c]","36120","36570"
"New entrant CS","2022","Project Delivery","Project Delivery","Unknown","60","[c]","40190","38500"
"New entrant CS","2022","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","EO","105","[c]","21810","20970"
"New entrant CS","2022","Project Delivery","Science and Engineering","G6/G7","20","[c]","57870","56000"
"New entrant CS","2022","Project Delivery","Science and Engineering","SEO/HEO","190","[c]","38800","38030"
"New entrant CS","2022","Project Delivery","Science and Engineering","Unknown","95","[c]","35040","32000"
"New entrant CS","2022","Project Delivery","Tax","AA/AO","10","[c]","21250","21250"
"New entrant CS","2022","Project Delivery","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","EO","10","[c]","26070","27500"
"New entrant CS","2022","Project Delivery","Unknown","G6/G7","10","[c]","57040","54700"
"New entrant CS","2022","Project Delivery","Unknown","SCS level","10","[c]","107050","118000"
"New entrant CS","2022","Project Delivery","Unknown","SEO/HEO","10","[c]","36590","37300"
"New entrant CS","2022","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Finance","G6/G7","10","[c]","60730","59850"
"New entrant CS","2022","Property","Finance","SEO/HEO","15","[c]","40050","39800"
"New entrant CS","2022","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","AA/AO","220","[c]","21860","21750"
"New entrant CS","2022","Property","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AA/AO","20","[c]","24520","24140"
"New entrant CS","2022","Property","Other","EO","20","[c]","20880","19460"
"New entrant CS","2022","Property","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G6/G7","5","[c]","[c]","[c]"
