"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","65+","Declared disabled","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Prison and Probation Service","Heterosexual / straight","55","[c]","34510","28880"
"New entrant CS","2022","65+","Declared disabled","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Prison and Probation Service","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
