"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","AA/AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Female","Heterosexual / straight","80","[c]","25990","26350"
"New entrant CS","2022","Project Delivery","EO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Female","Unknown","40","[c]","26420","26350"
"New entrant CS","2022","Project Delivery","EO","Male","Heterosexual / straight","60","[c]","24640","24750"
"New entrant CS","2022","Project Delivery","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Male","Unknown","30","[c]","26190","24880"
"New entrant CS","2022","Project Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Female","Heterosexual / straight","65","[c]","55300","54110"
"New entrant CS","2022","Project Delivery","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Male","Heterosexual / straight","75","[c]","56310","53500"
"New entrant CS","2022","Project Delivery","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Female","Heterosexual / straight","185","[c]","35690","34710"
"New entrant CS","2022","Project Delivery","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Female","Unknown","100","[c]","35590","35050"
"New entrant CS","2022","Project Delivery","SEO/HEO","Male","Heterosexual / straight","185","[c]","36490","36840"
"New entrant CS","2022","Project Delivery","SEO/HEO","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Male","Unknown","95","[c]","36520","35050"
"New entrant CS","2022","Project Delivery","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Female","Heterosexual / straight","65","[c]","25550","25000"
"New entrant CS","2022","Property","EO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Female","Unknown","50","[c]","25780","25000"
"New entrant CS","2022","Property","EO","Male","Heterosexual / straight","60","[c]","25900","25000"
"New entrant CS","2022","Property","EO","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Male","Unknown","55","[c]","26150","25000"
"New entrant CS","2022","Property","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Female","Heterosexual / straight","35","[c]","54040","52290"
"New entrant CS","2022","Property","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Male","Heterosexual / straight","55","[c]","56130","53500"
"New entrant CS","2022","Property","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Female","Heterosexual / straight","75","[c]","35760","33630"
"New entrant CS","2022","Property","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Female","Unknown","40","[c]","35360","33080"
"New entrant CS","2022","Property","SEO/HEO","Male","Heterosexual / straight","130","[c]","34940","33000"
"New entrant CS","2022","Property","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Male","Unknown","60","[c]","35240","33000"
"New entrant CS","2022","Property","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Female","Heterosexual / straight","45","[c]","25270","24620"
"New entrant CS","2022","Psychology","EO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Female","Heterosexual / straight","55","[c]","29550","27700"
"New entrant CS","2022","Psychology","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Female","Heterosexual / straight","65","[c]","21840","21300"
"New entrant CS","2022","Science and Engineering","AA/AO","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Male","Heterosexual / straight","60","[c]","20840","20910"
"New entrant CS","2022","Science and Engineering","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Male","Unknown","55","[c]","19210","18060"
"New entrant CS","2022","Science and Engineering","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Female","Heterosexual / straight","110","[c]","26260","26370"
"New entrant CS","2022","Science and Engineering","EO","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Male","Heterosexual / straight","100","[c]","26260","26370"
"New entrant CS","2022","Science and Engineering","EO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Male","Unknown","75","[c]","21100","17140"
"New entrant CS","2022","Science and Engineering","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Female","Heterosexual / straight","35","[c]","53210","51220"
"New entrant CS","2022","Science and Engineering","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Male","Heterosexual / straight","50","[c]","56190","55930"
"New entrant CS","2022","Science and Engineering","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Male","Unknown","30","[c]","54410","53220"
"New entrant CS","2022","Science and Engineering","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Female","Heterosexual / straight","250","[c]","35230","32730"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Female","Undeclared","40","[c]","35600","36330"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Female","Unknown","50","[c]","31720","29750"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Male","Heterosexual / straight","280","[c]","35400","33000"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Male","Unknown","145","[c]","31980","29750"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Male","Heterosexual / straight","60","[c]","36500","33000"
"New entrant CS","2022","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Female","Heterosexual / straight","45","[c]","22880","23540"
"New entrant CS","2022","Security","AA/AO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Female","Unknown","35","[c]","23760","23540"
"New entrant CS","2022","Security","AA/AO","Male","Heterosexual / straight","190","[c]","25600","25000"
"New entrant CS","2022","Security","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Male","Unknown","190","[c]","25140","24720"
"New entrant CS","2022","Security","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Male","Heterosexual / straight","45","[c]","36220","36500"
"New entrant CS","2022","Security","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Female","Heterosexual / straight","125","[c]","33990","31210"
"New entrant CS","2022","Social Research","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Male","Heterosexual / straight","45","[c]","33720","30710"
