"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","275","[c]","22090","21260"
"Leaver Dept.","2022","Unknown","Unknown","EO","180","[c]","28170","27570"
"Leaver Dept.","2022","Unknown","Unknown","G6","125","[c]","66900","65210"
"Leaver Dept.","2022","Unknown","Unknown","G7","230","[c]","55110","54700"
"Leaver Dept.","2022","Unknown","Unknown","HEO","730","[c]","32000","32000"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","115","[c]","41300","40670"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AO","35","[c]","22550","21260"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","35","[c]","27700","27570"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","EO","35","[c]","25790","25880"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","G7","35","[c]","53210","52820"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","HEO","45","[c]","32590","33000"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","SEO","35","[c]","39630","39910"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","HEO","35","[c]","31780","31990"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","AA","100","[c]","20840","20890"
"New entrant CS","2022","Declared disabled","Operational Delivery","AO","1015","[c]","21980","21260"
"New entrant CS","2022","Declared disabled","Operational Delivery","EO","605","[c]","27750","27570"
"New entrant CS","2022","Declared disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","HEO","90","[c]","32200","32410"
"New entrant CS","2022","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","SEO","45","[c]","40240","39030"
"New entrant CS","2022","Declared disabled","Operational Delivery","Unknown","1170","[c]","29440","27120"
"New entrant CS","2022","Declared disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","AO","100","[c]","21510","21260"
"New entrant CS","2022","Declared disabled","Other","EO","60","[c]","25860","26350"
"New entrant CS","2022","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","EO","85","[c]","26820","27680"
"New entrant CS","2022","Declared disabled","Policy","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","G7","35","[c]","52870","53370"
"New entrant CS","2022","Declared disabled","Policy","HEO","140","[c]","32240","32560"
"New entrant CS","2022","Declared disabled","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","SEO","50","[c]","38480","37210"
"New entrant CS","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","HEO","45","[c]","30510","31000"
"New entrant CS","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","AO","45","[c]","21250","21250"
"New entrant CS","2022","Declared disabled","Tax","EO","55","[c]","27160","26590"
"New entrant CS","2022","Declared disabled","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","HEO","45","[c]","33390","33080"
"New entrant CS","2022","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA","65","[c]","21370","21050"
"New entrant CS","2022","Declared disabled","Unknown","AO","110","[c]","21950","21260"
"New entrant CS","2022","Declared disabled","Unknown","EO","150","[c]","27120","27230"
"New entrant CS","2022","Declared disabled","Unknown","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G7","30","[c]","52850","52550"
"New entrant CS","2022","Declared disabled","Unknown","HEO","85","[c]","32740","31990"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO","35","[c]","39330","39660"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","AO","30","[c]","21120","21260"
"New entrant CS","2022","Declared non-disabled","Commercial","EO","125","[c]","25250","26130"
"New entrant CS","2022","Declared non-disabled","Commercial","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","HEO","105","[c]","31940","31800"
"New entrant CS","2022","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SEO","65","[c]","39600","39130"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","EO","45","[c]","26630","26750"
"New entrant CS","2022","Declared non-disabled","Communications","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","HEO","105","[c]","33000","32560"
"New entrant CS","2022","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","SEO","50","[c]","39540","38970"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","AO","225","[c]","22700","21260"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","EO","275","[c]","27880","27570"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","AA","50","[c]","18280","17900"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","AO","75","[c]","21420","21260"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","EO","290","[c]","26400","26350"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","G6","40","[c]","67020","65290"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","G7","315","[c]","53840","53000"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","HEO","335","[c]","32430","33000"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SEO","315","[c]","39970","39480"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","AO","55","[c]","21420","21250"
"New entrant CS","2022","Declared non-disabled","Economics","EO","30","[c]","26840","26250"
"New entrant CS","2022","Declared non-disabled","Economics","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","HEO","105","[c]","33380","33080"
"New entrant CS","2022","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","AO","70","[c]","21230","21250"
"New entrant CS","2022","Declared non-disabled","Finance","EO","165","[c]","25430","25860"
"New entrant CS","2022","Declared non-disabled","Finance","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","G7","70","[c]","54240","54110"
"New entrant CS","2022","Declared non-disabled","Finance","HEO","110","[c]","33150","33000"
"New entrant CS","2022","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","SEO","130","[c]","40210","40000"
