"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","UK Hydrographic Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Economics","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","Heterosexual / straight","45","[c]","26790","23880"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Social Research","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","Heterosexual / straight","250","[c]","24970","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","LGBO","35","[c]","23910","21300"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","55","[c]","23950","21300"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","Heterosexual / straight","60","[c]","27750","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","620","[c]","38260","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","LGBO","90","[c]","34710","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Undeclared","65","[c]","40570","34550"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","990","[c]","39120","28000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Unknown","40","[c]","27800","27970"
"New entrant CS","2022","Charity Commission","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","Unknown","35","[c]","23510","24440"
"New entrant CS","2022","Charity Commission","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
