"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Heterosexual / straight","35","[c]","31640","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","45","[c]","38360","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Heterosexual / straight","30","[c]","31620","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Unknown","50","[c]","30540","31170"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","170","[c]","35580","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Unknown","100","[c]","35800","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","Heterosexual / straight","60","[c]","23320","22570"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","Heterosexual / straight","40","[c]","25720","21430"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","95","[c]","30210","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","30","[c]","34510","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","75","[c]","48530","51210"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","35","[c]","44940","44010"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","95","[c]","35640","30970"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Finance","Heterosexual / straight","35","[c]","22660","22000"
"New entrant CS","2022","Finance","Defence Equipment and Support","Finance","LGBO","[c]","[c]","[c]","[c]"
