"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Commercial","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Commercial","90","90","37740","36600"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Commercial","25","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Submarine Delivery Agency","Commercial","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Export Finance","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Health Security Agency","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Statistics Authority","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cabinet Office (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Education (excl. agencies)","Communications","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","25","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Communications","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Driver and Vehicle Licensing Agency","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Driver and Vehicle Standards Agency","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","FCDO Services","Communications","[c]","[c]","[c]","[c]"
