"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bedford","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Bedford","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Bedford","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Outside London","SEO","Heterosexual / straight","45","45","44530","45100"
"In post","2022","Bedford","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Bedford","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Bedford","Outside London","Unknown","Heterosexual / straight","75","70","28720","26310"
"In post","2022","Bedford","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Bedford","Outside London","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Belfast","Outside London","AA","Heterosexual / straight","40","40","19610","19800"
"In post","2022","Belfast","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Belfast","Outside London","AO","Heterosexual / straight","470","420","21550","21250"
"In post","2022","Belfast","Outside London","AO","LGBO","35","35","21370","21250"
"In post","2022","Belfast","Outside London","AO","Undeclared","40","35","21540","21250"
"In post","2022","Belfast","Outside London","AO","Unknown","375","345","21390","21250"
"In post","2022","Belfast","Outside London","EO","Heterosexual / straight","575","545","26970","26820"
"In post","2022","Belfast","Outside London","EO","LGBO","40","35","26920","26590"
"In post","2022","Belfast","Outside London","EO","Undeclared","40","35","27210","26820"
"In post","2022","Belfast","Outside London","EO","Unknown","255","245","26490","26590"
"In post","2022","Belfast","Outside London","G6","Heterosexual / straight","35","35","68510","67910"
"In post","2022","Belfast","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Belfast","Outside London","G7","Heterosexual / straight","160","160","54510","55210"
"In post","2022","Belfast","Outside London","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Belfast","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Belfast","Outside London","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Belfast","Outside London","HEO","Heterosexual / straight","465","450","33600","33370"
"In post","2022","Belfast","Outside London","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Belfast","Outside London","HEO","Undeclared","40","40","33930","33370"
"In post","2022","Belfast","Outside London","HEO","Unknown","145","145","33280","33370"
"In post","2022","Belfast","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Belfast","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Belfast","Outside London","SEO","Heterosexual / straight","240","230","40080","40180"
"In post","2022","Belfast","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Belfast","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Belfast","Outside London","SEO","Unknown","55","55","39980","40180"
"In post","2022","Berkshire","Outside London","AA","Heterosexual / straight","70","70","19380","19200"
"In post","2022","Berkshire","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Berkshire","Outside London","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Berkshire","Outside London","AO","Heterosexual / straight","550","525","28710","26400"
"In post","2022","Berkshire","Outside London","AO","LGBO","35","30","30140","27680"
"In post","2022","Berkshire","Outside London","AO","Undeclared","90","85","30180","26500"
"In post","2022","Berkshire","Outside London","AO","Unknown","215","205","27570","25630"
"In post","2022","Berkshire","Outside London","EO","Heterosexual / straight","530","500","30860","29290"
"In post","2022","Berkshire","Outside London","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Berkshire","Outside London","EO","Undeclared","75","70","32640","29290"
"In post","2022","Berkshire","Outside London","EO","Unknown","135","125","31290","29290"
"In post","2022","Berkshire","Outside London","G6","Heterosexual / straight","40","40","68580","67910"
"In post","2022","Berkshire","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Outside London","G6","Undeclared","10","5","[c]","[c]"
"In post","2022","Berkshire","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Berkshire","Outside London","G7","Heterosexual / straight","135","130","55160","53500"
"In post","2022","Berkshire","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Berkshire","Outside London","G7","Unknown","50","45","57500","55670"
"In post","2022","Berkshire","Outside London","HEO","Heterosexual / straight","255","245","36770","35020"
"In post","2022","Berkshire","Outside London","HEO","LGBO","15","10","[c]","[c]"
"In post","2022","Berkshire","Outside London","HEO","Undeclared","40","35","36590","34890"
"In post","2022","Berkshire","Outside London","HEO","Unknown","80","80","34920","33370"
"In post","2022","Berkshire","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Berkshire","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Outside London","SEO","Heterosexual / straight","205","195","42400","40580"
"In post","2022","Berkshire","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Berkshire","Outside London","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Berkshire","Outside London","SEO","Unknown","45","40","42360","40580"
"In post","2022","Berkshire","Outside London","Unknown","Heterosexual / straight","160","155","30300","26310"
"In post","2022","Berkshire","Outside London","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Berkshire","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Berkshire","Outside London","Unknown","Unknown","50","45","26500","24270"
"In post","2022","Bexley and Greenwich","London","AA","Heterosexual / straight","130","125","23920","24080"
"In post","2022","Bexley and Greenwich","London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","AA","Unknown","85","80","24300","24080"
"In post","2022","Bexley and Greenwich","London","AO","Heterosexual / straight","410","395","30000","31790"
"In post","2022","Bexley and Greenwich","London","AO","LGBO","30","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","AO","Undeclared","45","45","29910","31840"
"In post","2022","Bexley and Greenwich","London","AO","Unknown","185","180","30720","30460"
"In post","2022","Bexley and Greenwich","London","EO","Heterosexual / straight","385","360","32160","31060"
"In post","2022","Bexley and Greenwich","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","EO","Undeclared","55","50","32260","31060"
"In post","2022","Bexley and Greenwich","London","EO","Unknown","90","80","32310","31060"
"In post","2022","Bexley and Greenwich","London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","HEO","Heterosexual / straight","110","110","38370","38760"
"In post","2022","Bexley and Greenwich","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SEO","Heterosexual / straight","50","50","49140","47410"
"In post","2022","Bexley and Greenwich","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","Unknown","Heterosexual / straight","85","80","33370","33950"
"In post","2022","Bexley and Greenwich","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Bexley and Greenwich","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Birmingham","Outside London","AA","Heterosexual / straight","160","145","19900","19200"
"In post","2022","Birmingham","Outside London","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Birmingham","Outside London","AA","Undeclared","15","15","[c]","[c]"
"In post","2022","Birmingham","Outside London","AA","Unknown","85","75","20080","19200"
"In post","2022","Birmingham","Outside London","AO","Heterosexual / straight","2110","1915","21900","21250"
"In post","2022","Birmingham","Outside London","AO","LGBO","110","105","22150","21250"
"In post","2022","Birmingham","Outside London","AO","Undeclared","270","240","21700","21250"
"In post","2022","Birmingham","Outside London","AO","Unknown","990","895","21530","21250"
"In post","2022","Birmingham","Outside London","EO","Heterosexual / straight","2435","2285","27190","27570"
"In post","2022","Birmingham","Outside London","EO","LGBO","125","120","27020","26820"
"In post","2022","Birmingham","Outside London","EO","Undeclared","285","255","27320","27570"
"In post","2022","Birmingham","Outside London","EO","Unknown","860","800","27070","26820"
"In post","2022","Birmingham","Outside London","G6","Heterosexual / straight","190","180","68600","67910"
"In post","2022","Birmingham","Outside London","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Birmingham","Outside London","G6","Undeclared","30","30","66370","67850"
"In post","2022","Birmingham","Outside London","G6","Unknown","50","50","72460","67910"
"In post","2022","Birmingham","Outside London","G7","Heterosexual / straight","710","685","53850","54160"
"In post","2022","Birmingham","Outside London","G7","LGBO","40","40","52940","52020"
"In post","2022","Birmingham","Outside London","G7","Undeclared","65","60","54740","55210"
"In post","2022","Birmingham","Outside London","G7","Unknown","180","170","55240","55210"
"In post","2022","Birmingham","Outside London","HEO","Heterosexual / straight","1470","1415","33370","33080"
"In post","2022","Birmingham","Outside London","HEO","LGBO","80","80","32300","32870"
"In post","2022","Birmingham","Outside London","HEO","Undeclared","155","145","33270","33370"
"In post","2022","Birmingham","Outside London","HEO","Unknown","550","530","33270","33370"
"In post","2022","Birmingham","Outside London","SCS level","Heterosexual / straight","75","70","99830","95340"
"In post","2022","Birmingham","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Birmingham","Outside London","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2022","Birmingham","Outside London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","Birmingham","Outside London","SEO","Heterosexual / straight","915","885","40880","40520"
"In post","2022","Birmingham","Outside London","SEO","LGBO","40","40","41390","40180"
"In post","2022","Birmingham","Outside London","SEO","Undeclared","100","95","41670","40520"
"In post","2022","Birmingham","Outside London","SEO","Unknown","210","200","41060","40520"
"In post","2022","Birmingham","Outside London","Unknown","Heterosexual / straight","455","430","30040","28200"
"In post","2022","Birmingham","Outside London","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Birmingham","Outside London","Unknown","Undeclared","40","40","30390","28200"
"In post","2022","Birmingham","Outside London","Unknown","Unknown","145","125","28350","28200"
"In post","2022","Blackburn with Darwen","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
