"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Medicine","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","SCS level","SCS level","30","[c]","93610","88000"
"New entrant CS","2022","Declared non-disabled","Medicine","SEO/HEO","HEO","35","[c]","34790","34170"
"New entrant CS","2022","Declared non-disabled","Medicine","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AA/AO","AA","1130","[c]","20550","20890"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AA/AO","AO","8670","[c]","22370","21260"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","EO","EO","4270","[c]","27590","27570"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G6/G7","G6","55","[c]","67890","66130"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G6/G7","G7","200","[c]","52300","51340"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","765","[c]","32050","32330"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","470","[c]","40680","40060"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Unknown","Unknown","4025","[c]","28640","24800"
"New entrant CS","2022","Declared non-disabled","Operational Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","SEO/HEO","HEO","55","[c]","30410","30710"
"New entrant CS","2022","Declared non-disabled","Operational Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","AA/AO","AA","75","[c]","19310","19200"
"New entrant CS","2022","Declared non-disabled","Other","AA/AO","AO","590","[c]","21370","21260"
"New entrant CS","2022","Declared non-disabled","Other","EO","EO","435","[c]","25900","26350"
"New entrant CS","2022","Declared non-disabled","Other","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","G6/G7","G7","80","[c]","54440","54000"
"New entrant CS","2022","Declared non-disabled","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","SEO/HEO","HEO","205","[c]","31290","31990"
"New entrant CS","2022","Declared non-disabled","Other","SEO/HEO","SEO","100","[c]","39800","40000"
"New entrant CS","2022","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","AO","60","[c]","22530","22750"
"New entrant CS","2022","Declared non-disabled","Policy","EO","EO","315","[c]","26600","26180"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","G6","65","[c]","65050","64180"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","G7","325","[c]","52010","52290"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","HEO","915","[c]","32410","32560"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","SEO","420","[c]","39240","38750"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","AO","50","[c]","21740","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","EO","135","[c]","24940","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","G7","100","[c]","52790","53250"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","HEO","200","[c]","32400","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","SEO","155","[c]","40100","40000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","40","[c]","41130","38000"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","EO","100","[c]","25820","25170"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","G7","45","[c]","52120","52290"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","HEO","105","[c]","31740","33000"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","SEO","70","[c]","40840","40000"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","EO","50","[c]","25190","24620"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","HEO","50","[c]","28010","27700"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","AA","60","[c]","18070","17540"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","AO","145","[c]","21650","21430"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","EO","235","[c]","26070","26370"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","G7","95","[c]","51980","51000"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","HEO","415","[c]","30090","29750"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","SEO","225","[c]","40880","40060"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","Unknown","55","[c]","36790","33000"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","AA","80","[c]","23620","25000"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","AO","95","[c]","26940","24180"
"New entrant CS","2022","Declared non-disabled","Security","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","HEO","30","[c]","33190","31800"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","HEO","120","[c]","31880","30710"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","SEO","40","[c]","40170","39910"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","EO","45","[c]","26820","26590"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","HEO","95","[c]","32760","31990"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","AO","415","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","EO","EO","660","[c]","26970","26590"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","HEO","420","[c]","33840","33080"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","AA","330","[c]","21390","21050"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","AO","745","[c]","22310","21260"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","EO","1000","[c]","27230","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","G6","85","[c]","66890","65280"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","G7","280","[c]","53060","52880"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","SCS level","35","[c]","93280","85000"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","HEO","585","[c]","32610","32000"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","SEO","365","[c]","40370","39660"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","AA/AO","AA","45","[c]","20100","19860"
"New entrant CS","2022","Undeclared","Operational Delivery","AA/AO","AO","340","[c]","21910","21260"
"New entrant CS","2022","Undeclared","Operational Delivery","EO","EO","230","[c]","27760","27570"
"New entrant CS","2022","Undeclared","Operational Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","SEO/HEO","HEO","30","[c]","32810","32370"
"New entrant CS","2022","Undeclared","Operational Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Unknown","Unknown","285","[c]","30100","28200"
"New entrant CS","2022","Undeclared","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","SEO/HEO","HEO","90","[c]","32020","32350"
"New entrant CS","2022","Undeclared","Policy","SEO/HEO","SEO","35","[c]","39050","39250"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AO","45","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","EO","40","[c]","27420","27230"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","HEO","35","[c]","32810","31990"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","EO","95","[c]","25770","25890"
"New entrant CS","2022","Unknown","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO/HEO","HEO","95","[c]","31070","30420"
"New entrant CS","2022","Unknown","Commercial","SEO/HEO","SEO","125","[c]","39400","40000"
"New entrant CS","2022","Unknown","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","EO","90","[c]","27360","27270"
"New entrant CS","2022","Unknown","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO/HEO","HEO","90","[c]","34260","34260"
"New entrant CS","2022","Unknown","Communications","SEO/HEO","SEO","40","[c]","41640","42010"
"New entrant CS","2022","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","EO","EO","40","[c]","27920","27570"
"New entrant CS","2022","Unknown","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AA/AO","AO","50","[c]","21130","21170"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","EO","240","[c]","27130","27130"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6/G7","G6","45","[c]","68600","68280"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6/G7","G7","210","[c]","55670","55000"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","HEO","305","[c]","33120","33080"
