"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO/HEO","45","[c]","33500","32560"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6/G7","30","[c]","52850","51800"
"New entrant CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","AA/AO","1115","[c]","21880","21260"
"New entrant CS","2022","Declared disabled","Operational Delivery","EO","605","[c]","27750","27570"
"New entrant CS","2022","Declared disabled","Operational Delivery","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","SEO/HEO","135","[c]","34920","33080"
"New entrant CS","2022","Declared disabled","Operational Delivery","Unknown","1170","[c]","29440","27120"
"New entrant CS","2022","Declared disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","AA/AO","110","[c]","21360","21260"
"New entrant CS","2022","Declared disabled","Other","EO","60","[c]","25860","26350"
"New entrant CS","2022","Declared disabled","Other","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","EO","85","[c]","26820","27680"
"New entrant CS","2022","Declared disabled","Policy","G6/G7","40","[c]","54380","54040"
"New entrant CS","2022","Declared disabled","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","SEO/HEO","190","[c]","33950","33570"
"New entrant CS","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SEO/HEO","40","[c]","35380","34710"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","SEO/HEO","65","[c]","33620","32330"
"New entrant CS","2022","Declared disabled","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","AA/AO","45","[c]","21250","21250"
"New entrant CS","2022","Declared disabled","Tax","EO","55","[c]","27160","26590"
"New entrant CS","2022","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","SEO/HEO","45","[c]","33390","33080"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","175","[c]","21710","21260"
"New entrant CS","2022","Declared disabled","Unknown","EO","150","[c]","27120","27230"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","40","[c]","56100","54700"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","120","[c]","34670","33310"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","AA/AO","35","[c]","20720","21260"
"New entrant CS","2022","Declared non-disabled","Commercial","EO","125","[c]","25250","26130"
"New entrant CS","2022","Declared non-disabled","Commercial","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SEO/HEO","170","[c]","34840","34000"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","EO","45","[c]","26630","26750"
"New entrant CS","2022","Declared non-disabled","Communications","G6/G7","35","[c]","58060","55000"
"New entrant CS","2022","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","SEO/HEO","155","[c]","35150","34540"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","AA/AO","225","[c]","22700","21260"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","EO","275","[c]","27880","27570"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","30","[c]","34400","34020"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","125","[c]","20120","20910"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","EO","290","[c]","26400","26350"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","355","[c]","55340","54000"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","650","[c]","36060","35900"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","AA/AO","55","[c]","21420","21250"
"New entrant CS","2022","Declared non-disabled","Economics","EO","30","[c]","26840","26250"
"New entrant CS","2022","Declared non-disabled","Economics","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","SEO/HEO","115","[c]","34250","33120"
"New entrant CS","2022","Declared non-disabled","Finance","AA/AO","70","[c]","21140","21250"
"New entrant CS","2022","Declared non-disabled","Finance","EO","165","[c]","25430","25860"
"New entrant CS","2022","Declared non-disabled","Finance","G6/G7","85","[c]","56290","55000"
"New entrant CS","2022","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","SEO/HEO","240","[c]","36990","36500"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","AA/AO","140","[c]","21580","21170"
"New entrant CS","2022","Declared non-disabled","Human Resources","EO","145","[c]","25860","26210"
"New entrant CS","2022","Declared non-disabled","Human Resources","G6/G7","85","[c]","54990","54000"
"New entrant CS","2022","Declared non-disabled","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","SEO/HEO","220","[c]","34770","33330"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","70","[c]","72110","70500"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","80","[c]","47340","46360"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","EO","55","[c]","27440","26590"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","45","[c]","32340","33080"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","SEO/HEO","60","[c]","32970","31800"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","EO","40","[c]","25890","26880"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","70","[c]","33980","33120"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","EO","125","[c]","27620","27230"
"New entrant CS","2022","Declared non-disabled","Legal","G6/G7","280","[c]","53810","50500"
"New entrant CS","2022","Declared non-disabled","Legal","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","SEO/HEO","215","[c]","39060","40000"
"New entrant CS","2022","Declared non-disabled","Medicine","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G6/G7","35","[c]","69030","70890"
"New entrant CS","2022","Declared non-disabled","Medicine","SCS level","30","[c]","93610","88000"
"New entrant CS","2022","Declared non-disabled","Medicine","SEO/HEO","50","[c]","37170","39030"
"New entrant CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AA/AO","9800","[c]","22160","21260"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","EO","4270","[c]","27590","27570"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G6/G7","250","[c]","55590","52610"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","1235","[c]","35330","33080"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Unknown","4025","[c]","28640","24800"
"New entrant CS","2022","Declared non-disabled","Operational Research","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","SEO/HEO","65","[c]","31850","31400"
"New entrant CS","2022","Declared non-disabled","Other","AA/AO","665","[c]","21140","21260"
"New entrant CS","2022","Declared non-disabled","Other","EO","435","[c]","25900","26350"
"New entrant CS","2022","Declared non-disabled","Other","G6/G7","95","[c]","57970","54150"
"New entrant CS","2022","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","SEO/HEO","305","[c]","34060","33290"
"New entrant CS","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","70","[c]","21960","21840"
"New entrant CS","2022","Declared non-disabled","Policy","EO","315","[c]","26600","26180"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","395","[c]","54120","52390"
"New entrant CS","2022","Declared non-disabled","Policy","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","1335","[c]","34600","33570"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","50","[c]","21580","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","135","[c]","24940","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","115","[c]","55000","53500"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","355","[c]","35750","35120"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","40","[c]","41130","38000"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","30","[c]","20630","21170"
"New entrant CS","2022","Declared non-disabled","Property","EO","100","[c]","25820","25170"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","60","[c]","55740","53500"
"New entrant CS","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","180","[c]","35420","33000"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","50","[c]","25190","24620"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","60","[c]","29570","27700"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","205","[c]","20590","20910"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","235","[c]","26070","26370"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","105","[c]","53490","51650"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","640","[c]","33910","32560"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","55","[c]","36790","33000"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","175","[c]","25410","24860"
"New entrant CS","2022","Declared non-disabled","Security","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","60","[c]","36320","35410"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","165","[c]","33970","30710"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","45","[c]","26820","26590"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","120","[c]","34180","33080"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","415","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","EO","660","[c]","26970","26590"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","425","[c]","33920","33080"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","1075","[c]","21950","21250"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","1000","[c]","27230","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","365","[c]","56230","54700"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","35","[c]","93280","85000"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","945","[c]","35620","34550"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","40","[c]","35420","35060"
"New entrant CS","2022","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","10","[c]","[c]","[c]"
